player_name,player_id,team,opponent,game_date,season,dataset_split,proj_ip,actual_ip,proj_tbf,actual_tbf,proj_k,actual_k,k_rate,bf_ip,statcast_available,csw_mod,whiff_mod,velo_mod,opp_k_mod,line,lean,edge,edge_bucket,model_prob_over,model_prob_under,model_prob_over_analytical,implied_prob_over,implied_prob_under,actual_odds,bet_win,seg_A,seg_B,seg_D,seg_E,n_books
Tommy Henry,674072.0,AZ,LAA,2023-06-30,2023,TRAIN,5.56,5.2,25.5,23,4.81,8.0,0.1887,4.59,True,1.012,0.945,1.0,1.103,4.5,OVER,0.053,5%+,0.4974,0.5026,0.5258,0.4444,0.5556,-230.0,1.0,False,True,True,False,11
Marcus Stroman,573186.0,NYY,STL,2024-08-30,2024,VALIDATION,4.84,7.0,24.2,27,3.06,,0.1265,5.0,True,0.9,0.92,1.0,0.975,3.5,UNDER,0.1963,5%+,0.3606,0.6394,0.3669,0.5569,0.4431,-164.0,,False,True,False,False,7
Erick Fedde,607200.0,STL,NYY,2024-08-30,2024,VALIDATION,5.58,5.1,23.5,21,3.59,,0.1524,4.22,True,0.969,0.92,1.0,0.947,4.5,UNDER,0.2211,5%+,0.2778,0.7222,0.291,0.499,0.501,-250.0,,False,True,False,False,7
Framber Valdez,664285.0,HOU,TBR,2024-08-12,2024,VALIDATION,6.59,5.2,27.7,21,9.39,9.0,0.3393,4.2,True,1.1,1.08,1.0,1.0,6.5,OVER,0.2388,5%+,0.7565,0.2435,0.8263,0.5177,0.4823,-113.0,1.0,True,False,False,False,7
Taj Bradley,671737.0,TB,TBR,2024-08-12,2024,VALIDATION,5.51,4.1,23.1,24,6.19,6.0,0.2686,4.19,True,1.008,1.012,1.0,1.0,5.5,OVER,0.0621,5%+,0.5534,0.4466,0.5849,0.4913,0.5087,-104.0,1.0,False,True,False,False,7
James Paxton,572020.0,BOS,TOR,2023-06-30,2023,TRAIN,5.52,7.2,22.1,26,7.06,7.0,0.319,4.01,True,1.058,1.08,1.0,0.918,5.5,OVER,0.1493,5%+,0.6498,0.3502,0.7069,0.5005,0.4995,-110.0,1.0,True,True,False,False,11
José Berríos,621244.0,TOR,BOS,2023-06-30,2023,TRAIN,5.92,6.0,25.9,23,6.04,8.0,0.2328,4.38,True,1.076,1.037,1.0,0.996,4.5,OVER,0.1122,5%+,0.6874,0.3126,0.7199,0.5752,0.4248,-160.0,1.0,True,True,False,False,1
Luke Weaver,596133.0,CIN,HOU,2023-06-18,2023,TRAIN,4.61,5.0,22.2,28,3.65,,0.1645,4.8,True,1.004,0.92,1.0,0.887,4.5,UNDER,0.1668,5%+,0.29,0.71,0.3027,0.4568,0.5432,-375.0,,False,True,False,False,11
Ronel Blanco,669854.0,HOU,CIN,2023-06-18,2023,TRAIN,5.0,5.2,21.0,24,4.71,,0.2245,4.2,False,1.0,1.0,1.0,1.096,4.5,UNDER,0.122,5%+,0.4626,0.5374,0.5081,0.5846,0.4154,-143.0,,False,False,True,False,10
Chris Sale,519242.0,ATL,OAK,2024-06-01,2024,VALIDATION,6.75,4.0,26.5,22,11.57,4.0,0.4364,3.93,True,1.1,1.08,1.0,1.119,7.5,OVER,0.2248,5%+,0.8287,0.1713,0.8898,0.6039,0.3961,-185.0,0.0,True,True,True,True,10
Aaron Brooks,605156.0,OAK,ATL,2024-06-01,2024,VALIDATION,5.0,4.1,22.9,21,2.38,1.0,0.1037,4.58,True,0.959,0.92,1.0,1.064,3.5,UNDER,0.2292,5%+,0.2265,0.7735,0.2162,0.4556,0.5444,-1250.0,1.0,False,False,True,False,10
Hunter Brown,686613.0,HOU,SEA,2025-04-09,2025,OOS,5.0,6.0,21.0,20,7.37,3.0,0.3508,4.2,False,1.0,1.0,1.0,1.05,7.5,OVER,0.0361,2-5%,0.4368,0.5632,0.4557,0.4007,0.5993,-140.0,0.0,False,False,True,False,8
Andrew Heaney,571760.0,TEX,LAA,2024-09-08,2024,VALIDATION,4.86,6.0,21.8,23,6.66,,0.3049,4.5,True,1.006,1.08,1.0,1.043,5.5,OVER,0.0617,5%+,0.6198,0.3802,0.6538,0.5581,0.4419,-136.0,,False,True,False,False,6
Ross Stripling,548389.0,OAK,CHW,2024-08-06,2024,VALIDATION,4.74,5.1,24.5,22,2.04,,0.0832,5.17,True,0.9,0.92,1.0,1.0,3.5,UNDER,0.3295,5%+,0.1736,0.8264,0.1503,0.503,0.497,-835.0,,False,False,False,False,8
Jonathan Cannon,686563.0,CWS,OAK,2024-08-06,2024,VALIDATION,6.1,6.0,27.7,26,3.14,,0.1132,4.54,True,0.901,0.92,1.0,1.119,3.5,UNDER,0.2,5%+,0.3646,0.6354,0.3835,0.5646,0.4354,-200.0,,False,True,True,False,8
Emerson Hancock,676106.0,SEA,MIN,2025-06-26,2025,OOS,5.28,5.0,26.6,23,4.27,2.0,0.1603,5.04,True,0.901,0.922,1.0,1.002,3.5,OVER,0.0173,0-2%,0.5918,0.4082,0.6173,0.5745,0.4255,-156.0,0.0,False,True,False,False,7
Simeon Woods Richardson,680573.0,MIN,SEA,2025-06-26,2025,OOS,4.84,5.0,22.4,18,3.55,6.0,0.1584,4.64,True,0.934,0.92,1.0,1.05,4.5,UNDER,0.1668,5%+,0.2714,0.7286,0.2844,0.4382,0.5618,-134.0,0.0,False,True,True,False,7
Bailey Ober,641927.0,MIN,DET,2024-04-20,2024,VALIDATION,4.11,6.0,23.9,21,4.7,6.0,0.1967,5.81,True,1.015,0.92,1.0,1.085,6.5,UNDER,0.1939,5%+,0.2215,0.7785,0.1957,0.4154,0.5846,-165.0,1.0,False,False,True,False,11
Reese Olson,681857.0,DET,MIN,2024-04-20,2024,VALIDATION,5.0,5.0,23.2,23,4.68,4.0,0.2014,4.65,True,1.039,1.08,1.0,0.942,6.5,UNDER,0.2118,5%+,0.2218,0.7782,0.1929,0.4336,0.5664,-155.0,1.0,False,False,False,False,11
Jameson Taillon,592791.0,CHC,MIL,2024-06-28,2024,VALIDATION,6.14,6.0,26.6,24,5.42,5.0,0.2034,4.34,True,1.004,0.927,1.0,1.025,4.5,OVER,0.1099,5%+,0.6104,0.3896,0.6299,0.5005,0.4995,-265.0,1.0,False,True,False,False,9
Colin Rea,607067.0,MIL,CHC,2024-06-28,2024,VALIDATION,5.8,5.1,25.3,22,3.68,8.0,0.1453,4.36,True,0.996,0.92,1.0,0.982,4.5,UNDER,0.2041,5%+,0.306,0.694,0.3085,0.5101,0.4899,-112.0,0.0,False,True,False,False,9
Logan Gilbert,669302.0,SEA,MIN,2024-05-09,2024,VALIDATION,6.7,4.0,25.9,22,7.58,4.0,0.2932,3.86,True,1.035,1.08,1.0,0.942,3.5,OVER,0.3025,5%+,0.9018,0.0982,0.944,0.5993,0.4007,-175.0,1.0,False,True,False,False,1
Cole Irvin,608344.0,BAL,SEA,2023-08-12,2023,TRAIN,4.69,5.0,20.9,18,4.04,,0.1936,4.45,True,1.016,0.932,1.0,1.148,4.5,UNDER,0.0901,5%+,0.3672,0.6328,0.3796,0.4573,0.5427,-278.0,,False,True,True,False,9
George Kirby,669923.0,SEA,BAL,2023-08-12,2023,TRAIN,5.74,9.0,23.7,29,7.23,,0.3053,4.13,True,0.994,1.028,1.0,0.994,5.5,OVER,0.1345,5%+,0.6886,0.3114,0.7278,0.5541,0.4459,-300.0,,False,True,False,False,9
José Berríos,621244.0,TOR,HOU,2023-06-08,2023,TRAIN,5.97,6.0,25.7,23,5.24,,0.2038,4.3,True,1.038,1.014,1.0,0.887,4.5,OVER,0.0183,0-2%,0.5816,0.4184,0.6005,0.5633,0.4367,-150.0,,False,False,False,False,1
Framber Valdez,664285.0,HOU,TOR,2023-06-08,2023,TRAIN,7.11,5.0,28.5,24,7.9,,0.2768,4.01,True,1.053,1.07,1.0,0.918,5.5,OVER,0.3149,5%+,0.7409,0.2591,0.7991,0.426,0.574,-160.0,,False,True,False,False,11
James Paxton,572020.0,LAD,SDP,2024-05-11,2024,VALIDATION,5.31,6.0,23.8,22,2.35,4.0,0.0989,4.47,True,0.9,0.92,1.0,1.0,3.5,UNDER,0.3243,5%+,0.2221,0.7779,0.2108,0.5464,0.4536,105.0,0.0,False,True,False,False,10
Matt Waldron,663362.0,SD,SDP,2024-05-11,2024,VALIDATION,4.98,5.1,24.2,20,3.55,6.0,0.1468,4.86,True,0.974,0.92,1.0,1.0,3.5,UNDER,0.0415,2-5%,0.4546,0.5454,0.4739,0.4961,0.5039,-115.0,0.0,False,True,False,False,10
Andrew Abbott,671096.0,CIN,STL,2023-09-08,2023,TRAIN,4.84,4.0,21.9,19,5.59,,0.2556,4.53,True,0.977,1.016,1.0,0.951,5.5,UNDER,0.0672,5%+,0.4682,0.5318,0.487,0.5354,0.4646,-220.0,,False,True,False,False,9
Drew Rom,680723.0,STL,CIN,2023-09-08,2023,TRAIN,4.25,3.2,21.7,19,3.87,,0.1779,5.11,False,1.0,1.0,1.0,1.096,3.5,UNDER,0.0303,2-5%,0.5076,0.4924,0.5399,0.5379,0.4621,105.0,,False,False,True,False,9
José Quintana,500779.0,NYM,PHI,2023-09-23,2023,TRAIN,6.08,6.0,25.6,28,4.29,,0.1674,4.21,False,1.0,1.0,1.0,1.058,3.5,UNDER,0.1077,5%+,0.6088,0.3912,0.6207,0.7165,0.2835,225.0,,False,False,True,False,1
Zack Wheeler,554430.0,PHI,NYM,2023-09-23,2023,TRAIN,5.91,7.0,23.7,30,6.4,,0.27,4.01,False,1.0,1.0,1.0,0.988,7.5,UNDER,0.1502,5%+,0.2978,0.7022,0.3129,0.448,0.552,-285.0,,False,False,False,False,9
Dean Kremer,665152.0,BAL,LAA,2023-05-16,2023,TRAIN,5.6,5.2,24.7,23,5.02,,0.2029,4.42,True,0.992,1.013,1.0,1.103,4.5,OVER,0.0987,5%+,0.5354,0.4646,0.5632,0.4367,0.5633,115.0,,False,True,True,False,10
Julio Urías,628711.0,LAD,PIT,2023-07-06,2023,TRAIN,4.77,6.0,22.1,22,3.61,,0.1635,4.62,True,0.984,0.92,1.0,1.081,5.5,UNDER,0.2388,5%+,0.2,0.8,0.1568,0.4388,0.5612,-147.0,,False,True,True,False,2
Johan Oviedo,670912.0,PIT,LAD,2023-07-06,2023,TRAIN,5.74,6.2,26.5,28,3.97,,0.1499,4.62,True,0.942,0.962,1.0,0.968,4.5,UNDER,0.1287,5%+,0.3526,0.6474,0.3654,0.4813,0.5187,-130.0,,False,True,False,False,10
Patrick Corbin,571578.0,WSH,WSN,2024-05-03,2024,VALIDATION,5.14,6.0,25.1,26,3.3,3.0,0.1312,4.89,True,0.9,0.92,1.0,1.0,3.5,UNDER,0.0423,2-5%,0.4036,0.5964,0.4187,0.4459,0.5541,-360.0,1.0,False,True,False,False,11
Yusei Kikuchi,579328.0,TOR,WSN,2024-05-03,2024,VALIDATION,5.92,6.0,24.4,24,6.86,7.0,0.2811,4.12,True,1.047,1.043,1.0,1.0,5.5,OVER,0.2332,5%+,0.6546,0.3454,0.6814,0.4214,0.5786,-150.0,1.0,False,True,False,False,11
Emmet Sheehan,686218.0,LAD,LAA,2025-08-12,2025,OOS,4.46,5.0,18.7,22,5.4,6.0,0.289,4.19,True,0.955,1.028,1.0,1.18,5.5,UNDER,0.0681,5%+,0.4218,0.5782,0.4541,0.4899,0.5101,-118.0,0.0,False,True,True,False,8
Chris Paddack,663978.0,MIN,CHW,2024-04-22,2024,VALIDATION,4.52,7.0,22.0,27,2.52,10.0,0.1148,4.85,True,0.915,0.92,1.0,1.0,4.5,UNDER,0.3826,5%+,0.1371,0.8629,0.1114,0.5197,0.4803,-105.0,0.0,False,False,False,False,10
Jose Urquidy,664353.0,HOU,NYY,2023-08-06,2023,TRAIN,4.28,3.1,21.3,16,4.28,,0.2006,4.99,True,0.988,1.071,1.0,1.068,4.5,UNDER,0.0043,0-2%,0.4016,0.5984,0.426,0.4059,0.5941,-175.0,,False,True,True,False,1
Pablo López,641154.0,MIN,OAK,2023-09-27,2023,TRAIN,6.21,4.1,26.4,19,9.35,6.0,0.3547,4.24,False,1.0,1.0,1.0,1.116,9.5,OVER,0.0684,5%+,0.4362,0.5638,0.4591,0.3678,0.6322,150.0,0.0,False,False,True,False,1
Zack Wheeler,554430.0,PHI,WSN,2023-08-20,2023,TRAIN,6.28,7.0,25.9,28,6.34,,0.2449,4.12,True,0.997,1.019,1.0,1.0,6.5,UNDER,0.027,2-5%,0.4284,0.5716,0.4478,0.4554,0.5446,-300.0,,False,True,False,False,10
Trevor Williams,592866.0,WSH,WSN,2023-08-20,2023,TRAIN,4.53,6.0,22.0,23,3.28,,0.1489,4.86,True,0.9,0.92,1.0,1.0,4.5,UNDER,0.187,5%+,0.2497,0.7503,0.234,0.4367,0.5633,-325.0,,False,True,False,False,10
Kyle Harrison,690986.0,SF,MIA,2024-04-15,2024,VALIDATION,5.0,6.0,20.5,26,4.99,2.0,0.244,4.09,True,0.989,0.92,1.0,1.066,5.5,UNDER,0.0839,5%+,0.3624,0.6376,0.3825,0.4463,0.5537,-375.0,1.0,False,False,True,False,10
Kyle Hendricks,543294.0,CHC,WSN,2024-09-21,2024,VALIDATION,4.72,5.1,26.5,24,4.65,,0.1754,5.62,True,0.995,0.99,1.0,1.0,3.5,OVER,0.0845,5%+,0.6386,0.3614,0.683,0.5541,0.4459,-166.0,,False,True,False,False,7
MacKenzie Gore,669022.0,WSH,CHC,2024-09-21,2024,VALIDATION,5.29,7.0,24.7,24,6.22,,0.2514,4.68,True,1.021,1.053,1.0,0.982,5.5,OVER,0.0385,2-5%,0.5458,0.4542,0.5892,0.5073,0.4927,-230.0,,False,True,False,False,7
Ranger Suarez,624133.0,PHI,NYM,2024-09-21,2024,VALIDATION,5.03,5.0,22.5,23,4.06,,0.1806,4.46,True,0.972,0.92,1.0,0.997,4.5,UNDER,0.6109,5%+,0.3632,0.6368,0.3819,0.9741,0.0259,102.0,,False,True,False,False,7
Sean Manaea,640455.0,NYM,PHI,2024-09-21,2024,VALIDATION,6.37,7.0,25.6,24,8.82,,0.3442,4.02,True,1.1,1.08,1.0,0.993,6.5,OVER,0.2886,5%+,0.7204,0.2796,0.7762,0.4318,0.5682,-375.0,,True,True,False,False,7
Erick Fedde,607200.0,STL,TBR,2024-08-07,2024,VALIDATION,5.29,5.0,22.3,21,4.22,,0.1888,4.23,True,0.954,0.995,1.0,1.0,5.5,UNDER,0.2004,5%+,0.255,0.745,0.2501,0.4554,0.5446,-295.0,,False,True,False,False,7
Taj Bradley,671737.0,TB,STL,2024-08-07,2024,VALIDATION,6.14,4.2,23.9,26,6.81,,0.2849,3.89,True,1.007,1.005,1.0,0.975,5.5,OVER,0.2017,5%+,0.6382,0.3618,0.6741,0.4365,0.5635,114.0,,False,False,False,False,7
Colin Rea,607067.0,MIL,ATL,2024-08-06,2024,VALIDATION,5.38,7.0,22.9,25,6.17,,0.2691,4.26,True,1.002,1.029,1.0,1.064,4.5,OVER,0.2704,5%+,0.6984,0.3016,0.7367,0.428,0.572,108.0,,False,True,True,False,8
Bryce Elder,693821.0,ATL,MIL,2024-08-06,2024,VALIDATION,5.24,3.2,25.1,21,6.2,,0.2467,4.8,True,1.057,1.08,1.0,1.025,4.5,OVER,0.184,5%+,0.684,0.316,0.7413,0.5,0.5,-128.0,,True,True,False,False,8
Tanner Houck,656557.0,BOS,HOU,2024-08-09,2024,VALIDATION,5.63,6.0,25.7,25,3.14,1.0,0.1223,4.56,True,0.935,0.92,1.0,0.859,4.5,UNDER,0.3295,5%+,0.2246,0.7754,0.2087,0.5541,0.4459,111.0,1.0,False,True,False,False,7
Ronel Blanco,669854.0,HOU,BOS,2024-08-09,2024,VALIDATION,5.38,4.0,22.7,19,8.61,5.0,0.3799,4.22,True,1.078,1.08,1.0,1.13,5.5,OVER,0.3715,5%+,0.7886,0.2114,0.8586,0.4171,0.5829,126.0,0.0,True,True,True,True,7
Sean Manaea,640455.0,NYM,NYY,2024-06-26,2024,VALIDATION,4.79,5.0,21.7,19,5.58,3.0,0.2567,4.54,True,0.984,1.043,1.0,0.947,5.5,OVER,0.004,0-2%,0.4516,0.5484,0.4849,0.4476,0.5524,-195.0,0.0,False,True,False,False,9
Luis Gil,661563.0,NYY,NYM,2024-06-26,2024,VALIDATION,4.75,4.1,25.0,22,6.11,2.0,0.2444,5.26,True,0.993,1.08,1.0,0.997,5.5,UNDER,0.0417,2-5%,0.5168,0.4832,0.5711,0.5585,0.4415,128.0,1.0,False,True,False,False,9
Adam Wainwright,425794.0,STL,NYM,2023-08-17,2023,TRAIN,3.69,6.0,23.4,25,2.46,,0.1048,6.35,True,0.958,0.92,1.0,0.988,2.5,UNDER,0.1519,5%+,0.4202,0.5798,0.4451,0.5721,0.4279,-1430.0,,False,True,False,False,10
Jose Quintana,500779.0,NYM,STL,2023-08-17,2023,TRAIN,5.93,6.0,24.9,25,3.39,,0.1359,4.2,True,0.963,0.923,1.0,0.951,4.5,UNDER,0.2189,5%+,0.2562,0.7438,0.2535,0.4751,0.5249,-130.0,,False,True,False,False,9
Tyler Gilbert,656457.0,CWS,WSN,2025-09-27,2025,OOS,2.0,1.2,7.5,6,3.2,1.0,0.4279,3.75,True,1.1,1.08,1.0,1.0,1.5,OVER,0.4482,5%+,0.7643,0.2357,0.8265,0.3161,0.6839,-256.0,0.0,True,False,False,False,6
Jake Irvin,663623.0,WSH,WSN,2025-09-27,2025,OOS,5.22,6.0,25.1,24,4.01,6.0,0.1601,4.8,True,0.985,0.946,1.0,1.0,4.5,UNDER,0.0628,5%+,0.3532,0.6468,0.3734,0.416,0.584,-158.0,0.0,False,True,False,False,8
Michael Lorenzen,547179.0,DET,CHW,2023-06-03,2023,TRAIN,6.02,7.0,24.5,23,4.58,,0.187,4.07,True,1.015,0.932,1.0,1.0,4.5,OVER,0.0237,2-5%,0.4696,0.5304,0.4835,0.4459,0.5541,110.0,,False,True,False,False,11
Dylan Cease,656302.0,CWS,CHW,2023-06-03,2023,TRAIN,5.42,5.1,24.6,20,4.96,,0.2013,4.55,True,0.975,0.938,1.0,1.0,7.5,UNDER,0.3028,5%+,0.1606,0.8394,0.1293,0.4634,0.5366,-135.0,,False,True,False,False,11
Jordan Lyles,543475.0,KC,KCR,2023-09-29,2023,TRAIN,5.72,6.0,24.5,23,3.89,4.0,0.1584,4.29,False,1.0,1.0,1.0,1.0,4.5,UNDER,0.0949,5%+,0.346,0.654,0.3491,0.4409,0.5591,-145.0,1.0,False,False,False,False,8
Carlos Rodón,607074.0,NYY,KCR,2023-09-29,2023,TRAIN,5.25,0.0,24.4,8,6.7,0.0,0.2751,4.64,False,1.0,1.0,1.0,1.0,4.5,OVER,0.057,5%+,0.7261,0.2739,0.7981,0.6691,0.3309,-260.0,0.0,False,False,False,False,1
Jose Quintana,500779.0,MIL,WSN,2025-08-01,2025,OOS,5.6,5.0,24.6,23,3.37,4.0,0.1369,4.39,True,0.957,0.92,1.0,1.0,4.5,UNDER,0.1891,5%+,0.2492,0.7508,0.2501,0.4383,0.5617,-152.0,1.0,False,True,False,False,8
Mitchell Parker,680730.0,WSH,WSN,2025-08-01,2025,OOS,5.32,4.0,25.3,25,2.82,3.0,0.1113,4.76,True,0.97,0.92,1.0,1.0,3.5,UNDER,0.1462,5%+,0.2926,0.7074,0.3124,0.4388,0.5612,-147.0,1.0,False,True,False,False,8
Aaron Nola,605400.0,PHI,CLE,2023-07-23,2023,TRAIN,6.44,7.0,26.8,27,6.2,7.0,0.2311,4.16,True,1.036,1.003,1.0,0.82,4.5,OVER,0.1298,5%+,0.7078,0.2922,0.7402,0.578,0.422,-165.0,1.0,False,True,False,False,2
Matthew Liberatore,669461.0,STL,MIL,2025-04-25,2025,OOS,5.0,6.0,20.4,23,4.75,4.0,0.2324,4.09,True,1.021,1.012,1.0,0.89,4.5,OVER,0.0064,0-2%,0.4758,0.5242,0.5149,0.4694,0.5306,-110.0,0.0,False,False,False,False,8
Chad Patrick,694477.0,MIL,STL,2025-04-25,2025,OOS,5.0,4.1,21.1,18,4.3,2.0,0.2039,4.22,True,0.942,0.971,1.0,0.978,4.5,OVER,0.0044,0-2%,0.408,0.592,0.4294,0.4036,0.5964,-180.0,0.0,False,False,False,False,8
James Kaprielian,621076.0,OAK,PHI,2023-06-17,2023,TRAIN,5.25,5.1,25.2,21,4.28,6.0,0.1698,4.8,True,0.981,1.035,1.0,1.058,4.5,UNDER,0.0581,5%+,0.4072,0.5928,0.4254,0.4653,0.5347,-275.0,0.0,False,True,True,False,10
Logan Webb,657277.0,SF,SFG,2025-05-04,2025,OOS,5.79,7.0,24.2,28,8.87,6.0,0.3662,4.19,True,1.094,1.069,1.0,1.0,7.5,OVER,0.6021,5%+,0.6278,0.3722,0.6611,0.0257,0.9743,102.0,0.0,True,True,False,False,7
Eduardo Rodriguez,593958.0,AZ,CHW,2025-06-23,2025,OOS,4.77,6.0,25.7,24,4.62,,0.1796,5.39,True,0.978,1.004,1.0,1.0,5.5,UNDER,0.1137,5%+,0.315,0.685,0.3183,0.4287,0.5713,-154.0,,False,True,False,False,8
Shane Smith,681343.0,CWS,CHW,2025-06-23,2025,OOS,5.02,2.0,23.3,13,4.79,,0.206,4.63,True,0.961,1.013,1.0,1.0,4.5,OVER,0.036,2-5%,0.4964,0.5036,0.5219,0.4604,0.5396,106.0,,False,True,False,False,8
Zack Wheeler,554430.0,PHI,TBR,2025-05-06,2025,OOS,6.36,7.0,26.5,24,10.03,,0.3777,4.18,True,1.04,1.08,1.0,1.0,6.5,OVER,0.2468,5%+,0.8189,0.1811,0.8715,0.5721,0.4279,-154.0,,False,True,False,False,6
Drew Rasmussen,656876.0,TB,TBR,2025-05-06,2025,OOS,5.15,4.1,20.3,20,4.71,,0.2318,3.95,True,0.987,0.948,1.0,1.0,5.5,UNDER,0.1116,5%+,0.3132,0.6868,0.3334,0.4248,0.5752,-375.0,,False,True,False,False,6
Nabil Crismatt,622503.0,AZ,SFG,2025-09-08,2025,OOS,5.0,4.0,21.4,18,3.58,3.0,0.1677,4.27,True,1.1,0.989,1.0,1.0,3.5,OVER,0.01,0-2%,0.465,0.535,0.4808,0.455,0.545,112.0,0.0,True,False,False,False,8
Logan Webb,657277.0,SF,SFG,2025-09-08,2025,OOS,6.14,6.0,25.9,26,6.99,7.0,0.2695,4.22,True,1.055,1.005,1.0,1.0,6.5,OVER,0.0772,5%+,0.5242,0.4758,0.5484,0.447,0.553,-455.0,1.0,False,True,False,False,8
Charlie Morton,450203.0,BAL,CHW,2025-06-01,2025,OOS,4.32,6.2,22.9,28,3.4,,0.1486,5.3,True,0.964,0.989,1.0,1.0,4.5,OVER,0.231,5%+,0.2727,0.7273,0.2564,0.0417,0.9583,100.0,,False,True,False,False,2
Adrian Houser,605288.0,CWS,BAL,2025-06-01,2025,OOS,5.0,6.1,21.0,27,4.2,,0.1998,4.2,False,1.0,1.0,1.0,1.086,4.5,UNDER,0.0338,2-5%,0.3886,0.6114,0.4092,0.4224,0.5776,-162.0,,False,False,True,False,2
Tyler Anderson,542881.0,LAA,ATL,2025-07-01,2025,OOS,5.05,6.0,24.4,24,5.24,7.0,0.2148,4.82,True,1.029,1.078,1.0,0.974,4.5,OVER,0.1648,5%+,0.581,0.419,0.5998,0.4162,0.5838,-165.0,1.0,False,True,False,False,6
Grant Holmes,656550.0,ATL,LAA,2025-07-01,2025,OOS,5.26,6.0,23.6,25,10.53,10.0,0.4465,4.49,True,1.094,1.08,1.0,1.18,7.5,OVER,0.3157,5%+,0.7524,0.2476,0.8238,0.4367,0.5633,-143.0,1.0,True,True,True,True,5
Clayton Kershaw,477132.0,LAD,ARI,2023-08-29,2023,TRAIN,4.82,5.0,18.8,20,4.34,,0.2302,3.91,True,0.927,0.969,1.0,1.0,5.5,UNDER,0.179,5%+,0.2752,0.7248,0.27,0.4542,0.5458,-350.0,,False,True,False,False,8
Merrill Kelly,518876.0,AZ,LAD,2023-08-29,2023,TRAIN,5.99,5.0,24.5,27,8.73,,0.3558,4.1,True,1.072,1.08,1.0,0.968,4.5,OVER,0.3416,5%+,0.8926,0.1074,0.9352,0.5511,0.4489,-325.0,,True,True,False,False,8
Frankie Montas,593423.0,CIN,MIL,2024-06-16,2024,VALIDATION,4.78,5.0,28.4,21,5.38,5.0,0.1896,5.94,True,0.956,1.005,1.0,1.025,4.5,OVER,0.0621,5%+,0.54,0.46,0.6231,0.4779,0.5221,-105.0,1.0,False,True,False,False,9
Colin Rea,607067.0,MIL,CIN,2024-06-16,2024,VALIDATION,5.49,6.0,24.5,23,4.71,6.0,0.1917,4.47,True,1.022,0.92,1.0,1.083,4.5,UNDER,0.0288,2-5%,0.4874,0.5126,0.5064,0.5162,0.4838,-114.0,0.0,False,True,True,False,9
Andrew Heaney,571760.0,TEX,MIN,2024-08-16,2024,VALIDATION,4.91,4.1,21.9,20,3.53,8.0,0.1615,4.46,True,0.954,0.963,1.0,0.942,4.5,UNDER,0.2688,5%+,0.2748,0.7252,0.2807,0.5435,0.4565,106.0,0.0,False,True,False,False,6
Simeon Woods Richardson,680573.0,MIN,TEX,2024-08-16,2024,VALIDATION,4.94,5.0,22.7,20,4.64,1.0,0.2047,4.59,True,0.957,0.973,1.0,0.958,4.5,OVER,0.0308,2-5%,0.4678,0.5322,0.4946,0.437,0.563,115.0,0.0,False,True,False,False,7
Freddy Peralta,642547.0,MIL,SFG,2025-08-23,2025,OOS,5.45,5.0,23.1,20,7.61,,0.3291,4.24,True,1.047,1.08,1.0,1.0,6.5,OVER,0.1219,5%+,0.6118,0.3882,0.6364,0.4899,0.5101,-205.0,,False,True,False,False,8
Logan Webb,657277.0,SF,MIL,2025-08-23,2025,OOS,6.13,6.0,27.3,25,7.02,,0.2574,4.45,True,1.07,1.021,1.0,0.89,5.5,OVER,0.1356,5%+,0.6662,0.3338,0.7015,0.5306,0.4694,-315.0,,True,True,False,False,8
Nathan Eovaldi,543135.0,TEX,BOS,2023-07-06,2023,TRAIN,6.29,5.1,24.8,25,5.52,,0.2228,3.94,True,0.96,1.025,1.0,0.996,4.5,OVER,0.0272,2-5%,0.6072,0.3928,0.6461,0.58,0.42,-140.0,,False,False,False,False,10
Kutter Crawford,676710.0,BOS,TEX,2023-07-06,2023,TRAIN,4.87,4.0,21.0,19,4.77,,0.2277,4.3,True,0.978,1.006,1.0,1.002,4.5,OVER,0.0096,0-2%,0.479,0.521,0.5183,0.4694,0.5306,100.0,,False,True,False,False,10
Kyle Hendricks,543294.0,LAA,NYM,2025-07-22,2025,OOS,4.9,4.2,22.3,19,3.53,,0.1585,4.54,True,1.02,0.92,1.0,0.957,3.5,OVER,0.0376,2-5%,0.4642,0.5358,0.4696,0.4266,0.5734,-165.0,,False,True,False,False,8
Frankie Montas,593423.0,NYM,LAA,2025-07-22,2025,OOS,4.87,5.2,20.6,26,5.4,,0.2617,4.24,True,1.022,1.037,1.0,1.18,5.5,UNDER,0.0417,2-5%,0.438,0.562,0.4539,0.4797,0.5203,-122.0,,False,False,True,False,8
Sean Manaea,640455.0,NYM,MIN,2024-07-30,2024,VALIDATION,5.59,7.0,24.7,24,4.49,,0.182,4.41,True,0.969,0.966,1.0,0.942,4.5,UNDER,0.1631,5%+,0.4212,0.5788,0.4654,0.5843,0.4157,126.0,,False,True,False,False,8
David Festa,701581.0,MIN,NYM,2024-07-30,2024,VALIDATION,5.0,5.0,21.0,19,3.53,,0.168,4.2,False,1.0,1.0,1.0,0.997,5.5,UNDER,0.2508,5%+,0.1663,0.8337,0.146,0.4171,0.5829,-164.0,,False,False,False,False,8
Clayton Kershaw,477132.0,LAD,COL,2023-06-27,2023,TRAIN,6.45,6.0,27.3,18,8.82,,0.3232,4.23,True,1.009,1.062,1.0,1.136,6.5,OVER,0.2724,5%+,0.7114,0.2886,0.7762,0.439,0.561,110.0,,False,True,True,False,10
