player_name,player_id,team,opponent,game_date,season,dataset_split,proj_ip,actual_ip,proj_tbf,actual_tbf,proj_k,actual_k,k_rate,bf_ip,statcast_available,csw_mod,whiff_mod,velo_mod,opp_k_mod,line,lean,edge,edge_bucket,model_prob_over,model_prob_under,model_prob_over_analytical,implied_prob_over,implied_prob_under,actual_odds,bet_win,seg_A,seg_B,seg_D,seg_E,n_books
Cole Ragans,666142.0,KC,KCR,2024-04-25,2024,VALIDATION,4.54,5.0,26.2,21,8.56,4.0,0.3272,5.76,True,1.057,1.08,1.0,1.0,5.5,OVER,0.2078,5%+,0.7078,0.2922,0.8551,0.5,0.5,-110.0,0.0,True,True,False,False,11
Karl Kauffmann,666154.0,COL,ARI,2023-05-29,2023,TRAIN,4.1,4.0,17.2,22,2.46,1.0,0.1429,4.2,False,1.0,1.0,1.0,1.0,3.5,UNDER,0.177,5%+,0.245,0.755,0.2339,0.422,0.578,-165.0,1.0,False,False,False,False,10
Ryne Nelson,669194.0,AZ,ARI,2023-05-29,2023,TRAIN,5.14,5.0,22.3,24,3.84,1.0,0.1724,4.34,True,0.962,0.92,1.0,1.0,4.5,UNDER,0.1306,5%+,0.3286,0.6714,0.3402,0.4592,0.5408,-135.0,1.0,False,True,False,False,10
Patrick Corbin,571578.0,TEX,DET,2025-07-18,2025,OOS,5.64,5.2,24.7,21,5.88,,0.2383,4.37,True,1.024,1.08,1.0,1.068,4.5,OVER,0.1837,5%+,0.6622,0.3378,0.6986,0.4785,0.5215,-102.0,,False,True,True,False,7
Reese Olson,681857.0,DET,TEX,2025-07-18,2025,OOS,5.11,5.0,22.4,18,5.02,,0.2238,4.38,True,1.031,1.08,1.0,0.98,4.5,UNDER,0.0038,0-2%,0.519,0.481,0.5622,0.5228,0.4772,-235.0,,False,True,False,False,7
Zack Littell,641793.0,TB,MIN,2025-07-04,2025,OOS,6.2,6.0,24.8,23,4.87,,0.1961,4.0,True,1.008,1.019,1.0,1.002,4.5,OVER,0.0771,5%+,0.5102,0.4898,0.5356,0.4331,0.5669,114.0,,False,True,False,False,7
Chris Paddack,663978.0,MIN,TBR,2025-07-04,2025,OOS,5.0,5.0,22.6,20,2.8,,0.1238,4.52,True,0.9,0.92,1.0,1.0,3.5,UNDER,0.2223,5%+,0.2938,0.7062,0.3073,0.5161,0.4839,-250.0,,False,True,False,False,7
Nick Pivetta,601713.0,BOS,CHW,2023-09-23,2023,TRAIN,5.17,7.0,23.6,24,7.23,,0.306,4.57,False,1.0,1.0,1.0,1.0,6.5,OVER,0.0418,2-5%,0.5464,0.4536,0.5839,0.5046,0.4954,-240.0,,False,False,False,False,9
Dylan Cease,656302.0,CWS,BOS,2023-09-23,2023,TRAIN,5.34,7.0,27.5,27,7.28,,0.2643,5.15,False,1.0,1.0,1.0,0.996,6.5,OVER,0.0819,5%+,0.5476,0.4524,0.5906,0.4657,0.5343,100.0,,False,False,False,False,9
Sean Manaea,640455.0,SF,SFG,2023-05-05,2023,TRAIN,3.32,5.0,16.7,22,3.79,,0.2266,5.04,True,0.967,1.004,1.0,1.0,5.5,UNDER,0.3185,5%+,0.248,0.752,0.1823,0.5665,0.4335,-138.0,,False,False,False,False,7
Corbin Burnes,669203.0,MIL,SFG,2023-05-05,2023,TRAIN,5.61,6.0,23.8,25,5.43,,0.2283,4.24,True,1.063,1.08,1.0,1.0,6.5,UNDER,0.2059,5%+,0.3088,0.6912,0.3024,0.5147,0.4853,-105.0,,True,True,False,False,7
Tobias Myers,668964.0,MIL,PIT,2024-07-10,2024,VALIDATION,5.69,8.0,23.8,28,5.12,6.0,0.2153,4.18,True,1.011,0.972,1.0,1.102,4.5,UNDER,0.0345,2-5%,0.5454,0.4546,0.5796,0.5799,0.4201,-166.0,0.0,False,True,True,False,8
Merrill Kelly,518876.0,TEX,ARI,2025-08-13,2025,OOS,5.33,6.0,23.0,25,4.47,5.0,0.1941,4.32,True,0.958,0.964,1.0,1.0,5.5,UNDER,0.206,5%+,0.2775,0.7225,0.2917,0.4836,0.5164,-127.0,1.0,False,True,False,False,7
Zac Gallen,668678.0,AZ,TEX,2025-08-13,2025,OOS,5.87,5.0,25.8,23,4.36,1.0,0.1692,4.39,True,0.952,0.92,1.0,0.98,5.5,UNDER,0.1689,5%+,0.2665,0.7335,0.2733,0.4354,0.5646,-152.0,1.0,False,True,False,False,8
Andrew Abbott,671096.0,CIN,CLE,2025-05-18,2025,OOS,5.0,5.0,20.5,22,6.62,5.0,0.3221,4.11,True,1.008,1.054,1.0,0.97,4.5,OVER,0.694,5%+,0.7357,0.2643,0.7891,0.0417,0.9583,100.0,1.0,False,True,False,False,2
Luis Ortiz,682847.0,CLE,CIN,2025-05-18,2025,OOS,5.54,5.0,25.5,23,8.09,7.0,0.3177,4.59,True,1.035,1.08,1.0,1.044,5.5,OVER,0.2704,5%+,0.7704,0.2296,0.8168,0.5,0.5,-115.0,1.0,False,True,False,False,2
Hunter Brown,686613.0,HOU,BOS,2025-08-01,2025,OOS,5.24,7.0,22.2,27,7.27,6.0,0.327,4.24,True,1.002,1.08,1.0,1.016,6.5,OVER,0.1065,5%+,0.5524,0.4476,0.59,0.4459,0.5541,-455.0,0.0,False,True,False,False,8
Jack Leiter,683004.0,TEX,CHW,2024-08-28,2024,VALIDATION,2.86,4.0,18.3,21,1.99,,0.1092,6.39,True,0.961,0.939,1.0,1.0,4.5,UNDER,0.3765,5%+,0.0904,0.9096,0.0521,0.4669,0.5331,-130.0,,False,False,False,False,1
Yu Darvish,506433.0,SD,WSN,2025-07-19,2025,OOS,3.77,5.0,15.9,20,2.92,1.0,0.1843,4.2,False,1.0,1.0,1.0,1.0,4.5,UNDER,0.3041,5%+,0.2011,0.7989,0.1718,0.5052,0.4948,-115.0,1.0,False,False,False,False,8
Mitchell Parker,680730.0,WSH,WSN,2025-07-19,2025,OOS,5.3,6.0,25.1,24,2.88,4.0,0.1149,4.73,True,1.013,0.932,1.0,1.0,3.5,UNDER,0.1052,5%+,0.3142,0.6858,0.326,0.4194,0.5806,-455.0,0.0,False,False,False,False,8
Tyler Anderson,542881.0,LAA,OAK,2025-08-16,2025,OOS,5.05,4.0,23.0,19,3.87,,0.1686,4.55,True,0.994,0.993,1.0,1.0,4.5,UNDER,0.1165,5%+,0.3234,0.6766,0.3465,0.4399,0.5601,-154.0,,False,True,False,False,8
George Kirby,669923.0,SEA,OAK,2023-05-04,2023,TRAIN,6.43,7.0,26.4,28,5.43,,0.2055,4.11,True,1.003,0.92,1.0,1.116,5.5,UNDER,0.0265,2-5%,0.4362,0.5638,0.4588,0.4627,0.5373,-150.0,,False,True,True,False,10
Sean Burke,680732.0,CWS,DET,2024-09-28,2024,VALIDATION,5.0,5.0,21.0,19,6.93,6.0,0.33,4.2,False,1.0,1.0,1.0,1.085,4.5,OVER,0.2319,5%+,0.7506,0.2494,0.8206,0.5188,0.4812,-265.0,1.0,False,False,True,False,4
Beau Brieske,689225.0,DET,CHW,2024-09-28,2024,VALIDATION,2.0,2.0,13.2,7,3.19,1.0,0.2425,6.58,True,1.024,0.92,1.0,1.0,1.5,OVER,0.4046,5%+,0.7391,0.2609,0.8279,0.3344,0.6656,175.0,0.0,False,True,False,False,3
Chris Bassitt,605135.0,TOR,CHW,2025-06-22,2025,OOS,6.1,6.0,27.6,20,4.38,7.0,0.1585,4.53,True,0.951,0.92,1.0,1.0,6.5,UNDER,0.3864,5%+,0.1756,0.8244,0.1539,0.562,0.438,115.0,0.0,False,True,False,False,1
Adrian Houser,605288.0,CWS,TOR,2025-06-22,2025,OOS,5.89,6.1,23.8,29,3.15,4.0,0.1323,4.05,True,0.935,0.92,1.0,0.82,2.5,OVER,0.0806,5%+,0.5806,0.4194,0.6095,0.5,0.5,-120.0,1.0,False,True,False,False,2
Lance Lynn,458681.0,CWS,KCR,2023-05-10,2023,TRAIN,5.63,5.0,26.1,26,8.83,,0.3386,4.64,True,1.058,1.08,1.0,1.0,5.5,OVER,0.2843,5%+,0.8186,0.1814,0.8738,0.5343,0.4657,-135.0,,True,True,False,False,10
Brad Keller,641745.0,KC,KCR,2023-05-10,2023,TRAIN,4.57,5.0,22.5,20,2.61,,0.116,4.92,True,0.96,0.929,1.0,1.0,3.5,UNDER,0.1686,5%+,0.2649,0.7351,0.2662,0.4335,0.5665,-155.0,,False,True,False,False,10
Miles Mikolas,571945.0,STL,TOR,2025-06-10,2025,OOS,5.3,5.0,22.9,24,2.53,,0.1105,4.32,True,0.997,0.92,1.0,0.82,2.5,UNDER,0.0589,5%+,0.4614,0.5386,0.4649,0.5203,0.4797,104.0,,False,True,False,False,7
Chris Bassitt,605135.0,TOR,STL,2025-06-10,2025,OOS,5.38,7.0,24.5,29,4.46,,0.1818,4.56,True,0.957,0.922,1.0,0.978,4.5,UNDER,0.0511,5%+,0.4332,0.5668,0.4599,0.4843,0.5157,-265.0,,False,True,False,False,8
Kyle Hendricks,543294.0,LAA,OAK,2025-06-11,2025,OOS,5.58,6.0,25.6,25,3.6,3.0,0.1408,4.58,True,1.008,0.92,1.0,1.0,3.5,UNDER,0.1221,5%+,0.4646,0.5354,0.485,0.5867,0.4133,-480.0,1.0,False,True,False,False,8
JP Sears,676664.0,ATH,LAA,2025-06-11,2025,OOS,4.57,5.1,21.7,20,2.79,9.0,0.1284,4.76,True,0.9,0.92,1.0,1.18,4.5,UNDER,0.275,5%+,0.1709,0.8291,0.1507,0.4459,0.5541,-275.0,0.0,False,True,True,False,8
Tanner Houck,656557.0,BOS,SEA,2023-05-15,2023,TRAIN,5.49,5.0,24.1,21,5.29,,0.2191,4.39,True,1.005,1.018,1.0,1.148,4.5,OVER,0.0442,2-5%,0.574,0.426,0.6086,0.5298,0.4702,-115.0,,False,True,True,False,9
George Kirby,669923.0,SEA,BOS,2023-05-15,2023,TRAIN,7.01,6.2,27.7,27,5.09,,0.1837,3.95,True,0.969,0.92,1.0,0.996,4.5,OVER,0.1084,5%+,0.5384,0.4616,0.5748,0.43,0.57,-170.0,,False,True,False,False,10
Zach Davies,605200.0,AZ,ARI,2023-06-28,2023,TRAIN,3.92,7.0,20.8,24,3.29,,0.1579,5.31,True,1.004,0.987,1.0,1.0,3.5,UNDER,0.1027,5%+,0.3872,0.6128,0.4179,0.4899,0.5101,-120.0,,False,True,False,False,9
Zachary Davies,605200.0,AZ,ARI,2023-06-28,2023,TRAIN,3.92,7.0,20.8,24,3.29,,0.1579,5.31,True,1.004,0.987,1.0,1.0,3.5,UNDER,0.0999,5%+,0.3976,0.6024,0.4179,0.4975,0.5025,-120.0,,False,True,False,False,2
Zach Eflin,621107.0,TB,ARI,2023-06-28,2023,TRAIN,5.68,7.0,23.1,28,6.42,,0.2784,4.06,True,1.039,1.012,1.0,1.0,4.5,OVER,0.2429,5%+,0.7327,0.2673,0.7677,0.4899,0.5101,-115.0,,False,True,False,False,11
Freddy Peralta,642547.0,MIL,PIT,2023-06-30,2023,TRAIN,5.44,5.1,24.1,21,8.09,,0.3361,4.43,True,1.045,1.08,1.0,1.081,5.5,OVER,0.1748,5%+,0.7472,0.2528,0.817,0.5724,0.4276,-335.0,,False,True,True,False,11
O. Bido,674370.0,PIT,MIL,2023-06-30,2023,TRAIN,5.0,3.1,22.6,18,5.62,,0.2487,4.52,True,1.011,0.92,1.0,1.032,4.5,OVER,0.0862,5%+,0.6308,0.3692,0.6612,0.5446,0.4554,-140.0,,False,False,False,False,1
Osvaldo Bido,674370.0,PIT,MIL,2023-06-30,2023,TRAIN,5.0,3.1,22.6,18,5.62,,0.2487,4.52,True,1.011,0.92,1.0,1.032,4.5,OVER,0.0813,5%+,0.6272,0.3728,0.6612,0.5459,0.4541,-155.0,,False,False,False,False,10
Julio Urías,628711.0,LAD,BAL,2023-07-19,2023,TRAIN,5.04,5.0,22.7,25,4.71,,0.2072,4.51,True,0.972,0.92,1.0,0.994,5.5,UNDER,0.173,5%+,0.327,0.673,0.3331,0.5,0.5,-115.0,,False,True,False,False,1
Dean Kremer,665152.0,BAL,LAD,2023-07-19,2023,TRAIN,5.47,4.2,24.0,22,7.97,,0.3316,4.39,True,1.058,1.08,1.0,0.968,4.5,OVER,0.3139,5%+,0.824,0.176,0.8988,0.5101,0.4899,-305.0,,True,False,False,False,4
Nick Pivetta,601713.0,SD,SDP,2025-07-13,2025,OOS,5.9,6.2,24.0,27,7.7,8.0,0.3203,4.07,True,1.041,0.997,1.0,1.0,5.5,OVER,0.156,5%+,0.732,0.268,0.7794,0.576,0.424,-161.0,1.0,False,True,False,False,8
Max Scherzer,453286.0,TOR,NYY,2025-09-07,2025,OOS,5.66,4.1,23.3,20,3.79,,0.1626,4.12,True,0.986,0.92,1.0,1.051,3.5,OVER,0.3486,5%+,0.4872,0.5128,0.5249,0.1386,0.8614,-120.0,,False,True,True,False,2
Max Fried,608331.0,NYY,TOR,2025-09-07,2025,OOS,6.15,7.0,27.3,28,5.65,,0.2067,4.45,True,1.053,1.08,1.0,0.82,5.5,OVER,0.3606,5%+,0.4694,0.5306,0.4967,0.1088,0.8912,-125.0,,False,True,False,False,2
Freddy Peralta,642547.0,MIL,COL,2023-08-07,2023,TRAIN,5.69,7.0,24.0,22,11.01,13.0,0.4597,4.21,True,1.057,1.08,1.0,1.136,8.5,OVER,0.282,5%+,0.7254,0.2746,0.7691,0.4434,0.5566,120.0,1.0,True,True,True,True,9
Peter Lambert,663567.0,COL,MIL,2023-08-07,2023,TRAIN,4.82,3.2,19.7,19,2.26,4.0,0.1149,4.09,True,0.961,0.92,1.0,1.032,3.5,UNDER,0.1846,5%+,0.2241,0.7759,0.1935,0.4087,0.5913,-400.0,0.0,False,False,False,False,9
Kyle Freeland,607536.0,COL,SDP,2025-04-13,2025,OOS,5.0,5.0,20.8,24,4.96,2.0,0.2384,4.16,True,1.072,1.045,1.0,1.0,3.5,OVER,0.144,5%+,0.6898,0.3102,0.73,0.5458,0.4542,-137.0,0.0,True,False,False,False,8
Michael King,650633.0,SD,SDP,2025-04-13,2025,OOS,4.22,9.0,21.1,29,6.44,8.0,0.3059,4.99,True,1.011,1.08,1.0,1.0,7.5,UNDER,0.2113,5%+,0.314,0.686,0.3187,0.5253,0.4747,-435.0,0.0,False,False,False,False,8
Kyle Gibson,502043.0,STL,ATL,2024-07-20,2024,VALIDATION,5.07,6.2,22.8,24,7.14,6.0,0.3132,4.49,True,1.026,1.08,1.0,1.064,4.5,OVER,0.1599,5%+,0.7592,0.2408,0.8392,0.5993,0.4007,-175.0,1.0,False,True,True,False,1
Chris Paddack,663978.0,DET,MIN,2025-08-17,2025,OOS,5.23,5.2,22.0,28,3.47,4.0,0.1579,4.2,True,0.964,0.92,1.0,1.002,4.5,UNDER,0.169,5%+,0.2687,0.7313,0.2689,0.4378,0.5622,-152.0,1.0,False,True,False,False,8
David Festa,701581.0,MIN,DET,2025-06-27,2025,OOS,4.2,5.2,20.3,20,5.66,6.0,0.2785,4.84,True,0.96,1.08,1.0,1.068,4.5,OVER,0.1374,5%+,0.6156,0.3844,0.6669,0.4782,0.5218,-104.0,1.0,False,True,True,False,6
Yusei Kikuchi,579328.0,HOU,SEA,2024-09-25,2024,VALIDATION,6.18,6.0,26.2,24,10.32,8.0,0.3943,4.23,True,1.073,1.08,1.0,1.18,6.5,OVER,0.3842,5%+,0.8297,0.1703,0.8885,0.4455,0.5545,116.0,1.0,True,False,True,False,7
George Kirby,669923.0,SEA,HOU,2024-09-25,2024,VALIDATION,5.78,6.0,24.7,24,3.8,6.0,0.1542,4.27,True,0.988,0.964,1.0,0.859,4.5,UNDER,0.2347,5%+,0.3222,0.6778,0.3327,0.5569,0.4431,-184.0,0.0,False,True,False,False,7
Bailey Ober,641927.0,MIN,SEA,2024-06-28,2024,VALIDATION,6.1,6.0,26.7,22,9.44,9.0,0.3539,4.37,True,1.061,1.08,1.0,1.18,6.5,OVER,0.2641,5%+,0.75,0.25,0.8301,0.4859,0.5141,-111.0,1.0,True,True,True,True,9
Logan Gilbert,669302.0,SEA,MIN,2024-06-28,2024,VALIDATION,7.17,6.0,27.8,23,7.72,3.0,0.2774,3.89,True,1.084,1.08,1.0,0.942,6.5,OVER,0.1866,5%+,0.6092,0.3908,0.6518,0.4226,0.5774,126.0,0.0,True,True,False,False,9
Chris Bassitt,605135.0,TOR,SEA,2024-04-09,2024,VALIDATION,4.64,6.2,19.5,27,4.31,8.0,0.2213,4.2,False,1.0,1.0,1.0,1.18,5.5,UNDER,0.2861,5%+,0.2627,0.7373,0.2654,0.5488,0.4512,-215.0,0.0,False,False,True,False,10
George Kirby,669923.0,SEA,TOR,2024-04-09,2024,VALIDATION,4.79,4.0,20.1,20,3.81,3.0,0.1893,4.2,False,1.0,1.0,1.0,0.901,4.5,UNDER,0.2179,5%+,0.3158,0.6842,0.3344,0.5337,0.4663,-230.0,1.0,False,False,False,False,10
Paul Skenes,694973.0,PIT,DET,2024-05-29,2024,VALIDATION,5.0,6.0,20.4,22,8.93,,0.439,4.07,True,1.061,1.08,1.0,1.085,7.5,OVER,0.0908,5%+,0.6042,0.3958,0.6682,0.5134,0.4866,-120.0,,True,False,True,False,6
Blake Snell,605483.0,SF,SFG,2024-09-11,2024,VALIDATION,4.67,5.0,21.3,21,8.14,,0.3818,4.57,True,1.1,1.08,1.0,1.0,7.5,OVER,0.0645,5%+,0.4974,0.5026,0.567,0.4329,0.5671,-159.0,,True,True,False,False,8
Colin Rea,607067.0,MIL,SFG,2024-09-11,2024,VALIDATION,5.31,4.0,23.1,23,4.24,,0.1838,4.35,True,0.932,0.92,1.0,1.0,4.5,UNDER,0.1163,5%+,0.3938,0.6062,0.4189,0.5101,0.4899,-113.0,,False,True,False,False,8
Joe Ryan,657746.0,MIN,OAK,2025-08-19,2025,OOS,5.91,4.0,23.4,20,6.21,6.0,0.2656,3.96,True,1.027,0.98,1.0,1.0,6.5,UNDER,0.1505,5%+,0.4036,0.5964,0.4271,0.5541,0.4459,111.0,1.0,False,True,False,False,8
Jacob Lopez,682052.0,ATH,MIN,2025-08-19,2025,OOS,5.94,6.0,25.4,24,8.1,8.0,0.319,4.28,True,1.004,1.039,1.0,1.002,5.5,OVER,0.2326,5%+,0.7412,0.2588,0.8178,0.5086,0.4914,-119.0,1.0,False,True,False,False,8
Michael Lorenzen,547179.0,PHI,WSN,2023-08-18,2023,TRAIN,7.03,3.1,27.3,19,5.45,1.0,0.1997,3.88,True,0.959,0.964,1.0,1.0,3.5,OVER,0.1573,5%+,0.7435,0.2565,0.7925,0.5862,0.4138,-1100.0,0.0,False,True,False,False,9
Joan Adon,672851.0,WSH,WSN,2023-08-18,2023,TRAIN,4.59,4.0,19.3,20,5.44,3.0,0.2821,4.2,False,1.0,1.0,1.0,1.0,4.5,OVER,0.1358,5%+,0.582,0.418,0.6326,0.4462,0.5538,132.0,0.0,False,False,False,False,9
Steven Matz,571927.0,STL,DET,2023-05-07,2023,TRAIN,4.83,5.1,23.0,21,5.69,2.0,0.2469,4.77,True,0.989,1.057,1.0,1.095,5.5,UNDER,0.0702,5%+,0.4568,0.5432,0.503,0.527,0.473,100.0,1.0,False,True,True,False,10
Jordan Montgomery,656756.0,STL,CIN,2023-05-22,2023,TRAIN,5.64,4.0,25.6,21,6.37,,0.2491,4.54,True,1.031,1.027,1.0,1.096,5.5,OVER,0.0949,5%+,0.575,0.425,0.6122,0.4801,0.5199,-105.0,,False,True,True,False,9
Ryan Weathers,677960.0,MIA,LAD,2024-09-18,2024,VALIDATION,5.4,4.1,22.4,22,6.87,5.0,0.306,4.16,True,1.003,1.08,1.0,0.958,3.5,OVER,0.2607,5%+,0.8023,0.1977,0.9111,0.5416,0.4584,-137.0,1.0,False,True,False,False,6
Landon Knack,689017.0,LAD,MIA,2024-09-18,2024,VALIDATION,4.41,5.0,20.2,19,6.07,7.0,0.3005,4.59,True,1.018,1.039,1.0,1.066,4.5,OVER,0.1131,5%+,0.6724,0.3276,0.7247,0.5593,0.4407,-335.0,1.0,False,True,True,False,7
Logan Gilbert,669302.0,SEA,LAA,2024-07-14,2024,VALIDATION,6.45,7.0,25.2,23,6.61,9.0,0.2618,3.91,True,1.047,1.08,1.0,1.043,5.5,OVER,0.0934,5%+,0.6114,0.3886,0.6465,0.518,0.482,-113.0,1.0,False,True,False,False,9
Kyle Freeland,607536.0,COL,CHW,2024-06-30,2024,VALIDATION,4.77,6.2,27.0,28,3.09,,0.1146,5.65,True,0.965,0.923,1.0,1.0,3.5,UNDER,0.222,5%+,0.365,0.635,0.3729,0.587,0.413,-385.0,,False,True,False,False,9
Garrett Crochet,676979.0,CWS,CHW,2024-06-30,2024,VALIDATION,6.09,7.0,24.4,26,10.18,,0.4172,4.01,True,1.1,1.08,1.0,1.0,8.5,OVER,0.1003,5%+,0.6544,0.3456,0.6872,0.5541,0.4459,-152.0,,True,True,False,False,8
Lance Lynn,458681.0,STL,CHW,2024-05-04,2024,VALIDATION,5.46,5.0,25.0,22,4.73,4.0,0.1891,4.59,True,0.966,1.025,1.0,1.0,5.5,UNDER,0.1172,5%+,0.3266,0.6734,0.3374,0.4438,0.5562,-335.0,1.0,False,True,False,False,11
Erick Fedde,607200.0,CWS,STL,2024-05-04,2024,VALIDATION,6.13,4.1,26.2,22,6.86,2.0,0.262,4.27,True,0.976,0.923,1.0,0.975,4.5,OVER,0.1908,5%+,0.7609,0.2391,0.8135,0.5701,0.4299,-375.0,0.0,False,True,False,False,11
Max Fried,608331.0,ATL,NYY,2023-08-14,2023,TRAIN,5.28,6.0,21.7,24,7.18,2.0,0.3309,4.11,True,1.05,1.08,1.0,1.068,5.5,OVER,0.164,5%+,0.666,0.334,0.7217,0.502,0.498,-250.0,0.0,False,True,True,False,10
Clarke Schmidt,657376.0,NYY,ATL,2023-08-14,2023,TRAIN,5.19,2.1,22.7,18,4.23,3.0,0.1866,4.37,True,1.01,0.975,1.0,0.923,4.5,UNDER,0.0761,5%+,0.3986,0.6014,0.4153,0.4747,0.5253,-130.0,1.0,False,True,False,False,9
Tyler Anderson,542881.0,LAA,TEX,2023-06-12,2023,TRAIN,5.19,6.0,24.0,28,3.05,7.0,0.1272,4.62,True,0.943,0.92,1.0,1.002,4.5,UNDER,0.2092,5%+,0.207,0.793,0.1932,0.4162,0.5838,-385.0,0.0,False,True,False,False,11
Dane Dunning,641540.0,TEX,LAA,2023-06-12,2023,TRAIN,5.42,5.0,24.0,24,3.64,3.0,0.1514,4.43,True,0.989,0.92,1.0,1.103,4.5,UNDER,0.1267,5%+,0.2984,0.7016,0.3015,0.4251,0.5749,-160.0,1.0,False,True,True,False,11
MacKenzie Gore,669022.0,WSH,SDP,2024-06-25,2024,VALIDATION,5.43,5.0,25.4,24,7.67,1.0,0.3017,4.68,True,0.961,1.064,1.0,1.0,5.5,OVER,0.1794,5%+,0.7036,0.2964,0.7765,0.5242,0.4758,-118.0,0.0,False,True,False,False,9
Adam Mazur,800049.0,SD,SDP,2024-06-25,2024,VALIDATION,3.85,5.0,19.2,20,2.24,0.0,0.1167,4.99,True,0.921,0.92,1.0,1.0,3.5,UNDER,0.7685,5%+,0.2062,0.7938,0.1885,0.9747,0.0253,-670.0,1.0,False,False,False,False,9
Bailey Ober,641927.0,MIN,CIN,2024-09-13,2024,VALIDATION,5.52,6.2,24.1,27,6.92,,0.2866,4.38,True,1.012,1.044,1.0,1.083,5.5,OVER,0.0731,5%+,0.6272,0.3728,0.6887,0.5541,0.4459,-315.0,,False,True,True,False,7
Julian Aguiar,687924.0,CIN,MIN,2024-09-13,2024,VALIDATION,3.83,6.1,18.6,24,1.67,,0.0898,4.85,True,0.92,0.92,1.0,0.942,3.5,UNDER,0.4294,5%+,0.1247,0.8753,0.0889,0.5541,0.4459,114.0,,False,True,False,False,7
Tyler Anderson,542881.0,LAA,TEX,2024-09-07,2024,VALIDATION,5.42,5.0,24.7,19,4.51,,0.1824,4.56,True,1.019,1.08,1.0,0.958,4.5,UNDER,0.0516,5%+,0.4494,0.5506,0.4693,0.501,0.499,-240.0,,False,True,False,False,8
Jack Leiter,683004.0,TEX,LAA,2024-09-07,2024,VALIDATION,3.45,5.0,22.2,20,2.69,,0.1212,6.43,True,0.963,0.952,1.0,1.043,4.5,UNDER,0.3805,5%+,0.1816,0.8184,0.1351,0.5622,0.4378,114.0,,False,True,False,False,8
Jesus Luzardo,666200.0,MIA,WSN,2023-05-16,2023,TRAIN,5.58,6.0,26.0,23,6.12,7.0,0.2354,4.65,True,1.003,1.022,1.0,1.0,5.5,UNDER,0.008,0-2%,0.5438,0.4562,0.5732,0.5518,0.4482,110.0,0.0,False,True,False,False,9
Jesús Luzardo,666200.0,MIA,WSN,2023-05-16,2023,TRAIN,5.58,6.0,26.0,23,6.12,7.0,0.2354,4.65,True,1.003,1.022,1.0,1.0,5.5,UNDER,0.0139,0-2%,0.5402,0.4598,0.5732,0.5541,0.4459,110.0,0.0,False,True,False,False,1
Josiah Gray,680686.0,WSH,MIA,2023-05-16,2023,TRAIN,5.95,7.0,25.5,31,5.05,5.0,0.1983,4.28,True,0.99,0.997,1.0,0.951,4.5,UNDER,0.4343,5%+,0.5328,0.4672,0.5689,0.9671,0.0329,105.0,0.0,False,True,False,False,10
Dustin May,669160.0,LAD,LAA,2025-05-16,2025,OOS,5.61,5.0,24.7,24,5.45,8.0,0.2206,4.4,True,0.982,0.946,1.0,1.18,5.5,UNDER,0.0046,0-2%,0.4546,0.5454,0.4622,0.4592,0.5408,-140.0,0.0,False,True,True,False,6
Jack Kochanowicz,686799.0,LAA,LAD,2025-05-16,2025,OOS,5.41,6.2,24.7,25,2.74,5.0,0.1111,4.57,True,0.917,0.92,1.0,0.976,2.5,OVER,0.0014,0-2%,0.4932,0.5068,0.5172,0.4918,0.5082,-125.0,1.0,False,True,False,False,6
Brady Singer,663903.0,KC,KCR,2023-06-27,2023,TRAIN,5.3,6.0,25.8,23,4.62,,0.1792,4.86,True,1.012,0.961,1.0,1.0,3.5,OVER,0.1573,5%+,0.637,0.363,0.6769,0.4797,0.5203,-105.0,,False,True,False,False,11
Keider Montero,672456.0,DET,KCR,2024-08-01,2024,VALIDATION,5.33,7.0,23.7,27,3.9,3.0,0.1645,4.46,True,1.032,0.924,1.0,1.0,3.5,UNDER,0.0294,2-5%,0.5328,0.4672,0.5475,0.5622,0.4378,-205.0,1.0,False,True,False,False,8
Kevin Gausman,592332.0,TOR,MIL,2023-06-01,2023,TRAIN,6.4,6.2,28.4,25,9.25,,0.3258,4.44,True,1.018,1.041,1.0,1.032,9.5,UNDER,0.1635,5%+,0.4306,0.5694,0.4456,0.5941,0.4059,130.0,,False,True,False,False,1
Simeon Woods Richardson,680573.0,MIN,PIT,2024-06-08,2024,VALIDATION,4.64,6.1,20.3,26,3.6,6.0,0.1777,4.37,True,0.949,0.92,1.0,1.102,4.5,UNDER,0.1686,5%+,0.2787,0.7213,0.2943,0.4473,0.5527,-140.0,0.0,False,True,True,False,8
Chris Paddack,663978.0,MIN,BAL,2024-04-16,2024,VALIDATION,4.18,5.1,17.6,30,2.9,2.0,0.1652,4.2,False,1.0,1.0,1.0,0.976,4.5,UNDER,0.2683,5%+,0.1914,0.8086,0.1684,0.4596,0.5404,-135.0,1.0,False,False,False,False,10
Grayson Rodriguez,680570.0,BAL,MIN,2024-04-16,2024,VALIDATION,5.0,6.0,21.3,23,6.6,6.0,0.3093,4.27,True,1.051,1.08,1.0,0.942,6.5,UNDER,0.0551,5%+,0.4652,0.5348,0.4884,0.5203,0.4797,-200.0,1.0,False,False,False,False,10
Matthew Liberatore,669461.0,STL,PIT,2025-05-06,2025,OOS,5.33,7.0,21.4,27,4.87,,0.2275,4.02,True,1.04,0.986,1.0,1.05,4.5,UNDER,0.0791,5%+,0.4948,0.5052,0.5365,0.5739,0.4261,-435.0,,False,True,True,False,6
