signal_type,market,archetype,early_N,early_resid,early_ROI,late_N,late_resid,late_ROI,stability,midtier_resid,elite_resid,skill_check,conf60_resid,style_check
Q1,top_20,STYLE_03,16589,9.116826412767473,43.00705728219953,2751,1.3565133730551948,6.130896502809513,STABLE,6.890914453001115,13.106848294053966,MIDTIER_ROBUST,8.141269321865995,STYLE_DRIVEN
Q1,top_20,STYLE_04,4099,3.97526153830705,21.666790423799,1066,3.6820409557418854,18.893218650125498,STABLE,3.7138821225889496,12.687362021419125,MIDTIER_ROBUST,3.454624738192196,STYLE_DRIVEN
Q1,top_10,STYLE_03,16339,3.4819630531808263,29.430615284817364,2809,0.17601273808010404,1.5163655360530992,STABLE,2.684943709879387,4.912687031553316,MIDTIER_ROBUST,3.2041858121181086,STYLE_DRIVEN
Q1,top_5,STYLE_03,16638,1.7748563889371072,28.931202244728183,2790,0.19675236519656136,3.2770407924569644,STABLE,1.2140234760329411,3.010189960617854,MIDTIER_ROBUST,1.654315983496631,STYLE_DRIVEN
