engine,player_name,player_id,game_date,season,dataset_split,team,opponent,p_k,bf_mean,bf_std,beta_concentration,proj_k,actual_bf,actual_k,line,lean,edge,edge_bucket,model_prob_over,model_prob_under,implied_prob_over,implied_prob_under,actual_odds,bet_win,odds_flag,statcast_available,seg_A,seg_D,seg_E,n_books
BetaBinomial,Max Fried,608331.0,2024-09-11,2024,VALIDATION,ATL,WSN,0.2346,28.1,5.61,17.2,6.6,27,,5.5,OVER,0.0586,5%+,0.5628,0.4372,0.5042,0.4958,-115.0,,False,True,False,False,False,8
BetaBinomial,Jake Irvin,663623.0,2024-09-11,2024,VALIDATION,WSH,WSN,0.1801,23.8,4.04,14.5,4.28,21,,4.5,UNDER,0.1281,5%+,0.4042,0.5958,0.5323,0.4677,100.0,,False,True,False,False,False,8
BetaBinomial,Kyle Harrison,690986.0,2024-06-04,2024,VALIDATION,SF,ARI,0.1975,24.0,3.79,19.3,4.74,25,5.0,4.5,OVER,0.01,0-2%,0.479,0.521,0.469,0.531,100.0,1.0,False,True,False,False,False,9
BetaBinomial,Tyler Anderson,542881.0,2024-05-22,2024,VALIDATION,LAA,HOU,0.1685,26.2,4.31,31.8,4.41,31,4.0,3.5,OVER,0.0954,5%+,0.5796,0.4204,0.4842,0.5158,-105.0,1.0,False,True,False,False,False,10
BetaBinomial,Hunter Brown,686613.0,2024-05-22,2024,VALIDATION,HOU,LAA,0.2573,43.0,16.72,13.4,11.08,23,3.0,5.5,OVER,0.2696,5%+,0.7517,0.2483,0.4821,0.5179,100.0,0.0,False,True,False,False,False,10
BetaBinomial,Trevor Williams,592866.0,2023-08-13,2023,TRAIN,WSH,WSN,0.1789,22.3,5.85,11.7,3.98,21,,4.5,UNDER,0.1664,5%+,0.3582,0.6418,0.5246,0.4754,-105.0,,False,True,False,False,False,2
BetaBinomial,Cade Povich,700249.0,2024-09-27,2024,VALIDATION,BAL,MIN,0.2728,24.5,8.39,13.2,6.67,20,2.0,4.5,OVER,0.175,5%+,0.6342,0.3658,0.4592,0.5408,100.0,0.0,False,True,False,False,False,7
BetaBinomial,Brayan Bello,678394.0,2023-09-15,2023,TRAIN,BOS,TOR,0.1737,23.2,4.46,30.3,4.02,24,,4.5,UNDER,0.1288,5%+,0.3752,0.6248,0.504,0.496,-120.0,,False,True,False,False,False,8
BetaBinomial,Zac Gallen,668678.0,2025-07-27,2025,OOS,AZ,PIT,0.2476,25.7,3.46,20.3,6.36,25,5.0,5.5,OVER,0.1207,5%+,0.5652,0.4348,0.4445,0.5555,100.0,0.0,False,True,True,False,False,2
BetaBinomial,Paul Skenes,694973.0,2025-07-27,2025,OOS,PIT,ARI,0.3162,22.1,4.81,27.1,6.99,23,9.0,7.5,UNDER,0.1199,5%+,0.4004,0.5996,0.5203,0.4797,-105.0,0.0,False,True,True,False,False,1
BetaBinomial,Davis Martin,663436.0,2025-05-31,2025,OOS,CWS,BAL,0.1517,26.4,3.75,33.5,4.01,23,,3.5,OVER,0.0237,2-5%,0.536,0.464,0.5123,0.4877,-286.0,,False,True,False,True,False,6
BetaBinomial,Dean Kremer,665152.0,2025-05-31,2025,OOS,BAL,CHW,0.1862,25.0,4.44,22.0,4.66,26,,4.5,UNDER,0.0408,2-5%,0.469,0.531,0.5098,0.4902,-295.0,,False,True,False,False,False,5
BetaBinomial,Zack Thompson,668868.0,2023-09-03,2023,TRAIN,STL,PIT,0.2776,20.3,2.57,50.0,5.64,27,6.0,4.5,OVER,0.1232,5%+,0.6586,0.3414,0.5354,0.4646,-286.0,1.0,False,True,False,True,False,7
BetaBinomial,Johan Oviedo,670912.0,2023-09-03,2023,TRAIN,PIT,STL,0.1914,26.0,6.7,20.9,4.98,22,2.0,4.5,UNDER,0.0061,0-2%,0.487,0.513,0.4931,0.5069,-190.0,1.0,False,True,False,False,False,9
BetaBinomial,Corbin Burnes,669203.0,2025-04-30,2025,OOS,AZ,NYM,0.2051,24.5,3.52,8.0,5.02,26,3.0,5.5,UNDER,0.0469,2-5%,0.381,0.619,0.4279,0.5721,-154.0,1.0,False,True,False,False,False,8
BetaBinomial,Miles Mikolas,571945.0,2024-08-22,2024,VALIDATION,STL,MIL,0.1729,22.5,4.13,26.1,3.9,22,,4.5,UNDER,0.0468,2-5%,0.343,0.657,0.3898,0.6102,-185.0,,False,True,False,False,False,7
BetaBinomial,Freddy Peralta,642547.0,2024-08-22,2024,VALIDATION,MIL,STL,0.2145,24.1,3.64,15.3,5.17,21,,5.5,UNDER,0.1492,5%+,0.3946,0.6054,0.5438,0.4562,-205.0,,False,True,False,False,False,7
BetaBinomial,Brayan Bello,678394.0,2025-08-27,2025,OOS,BOS,BAL,0.1985,25.7,4.66,23.9,5.1,27,6.0,4.5,UNDER,0.0446,2-5%,0.5212,0.4788,0.5658,0.4342,-180.0,0.0,False,True,False,True,False,8
BetaBinomial,Tylor Megill,656731.0,2025-05-27,2025,OOS,NYM,CHW,0.3311,20.9,5.19,15.6,6.92,24,,6.5,OVER,0.0601,5%+,0.488,0.512,0.4279,0.5721,120.0,,False,True,True,False,False,6
BetaBinomial,Jonathan Cannon,686563.0,2025-05-27,2025,OOS,CWS,NYM,0.1474,24.9,4.52,28.0,3.67,28,,4.5,UNDER,0.0767,5%+,0.3206,0.6794,0.3973,0.6027,-385.0,,False,True,False,False,False,6
BetaBinomial,Max Fried,608331.0,2024-06-29,2024,VALIDATION,ATL,PIT,0.2528,27.4,6.75,17.7,6.93,27,,5.5,OVER,0.0698,5%+,0.594,0.406,0.5242,0.4758,-116.0,,False,True,False,True,False,9
BetaBinomial,Paul Skenes,694973.0,2024-06-29,2024,VALIDATION,PIT,ATL,0.347,24.7,3.55,13.4,8.58,24,,7.5,OVER,0.0855,5%+,0.5674,0.4326,0.4819,0.5181,108.0,,False,True,False,True,False,9
BetaBinomial,Max Scherzer,453286.0,2025-09-19,2025,OOS,TOR,KCR,0.2192,21.1,4.46,11.5,4.62,10,2.0,4.5,UNDER,0.0767,5%+,0.4418,0.5582,0.5185,0.4815,-104.0,1.0,False,True,False,False,False,8
BetaBinomial,Michael Lorenzen,547179.0,2025-09-19,2025,OOS,KC,KCR,0.219,23.3,5.4,33.7,5.11,29,4.0,3.5,OVER,0.228,5%+,0.6974,0.3026,0.4694,0.5306,100.0,1.0,False,True,False,False,False,8
BetaBinomial,Sonny Gray,543243.0,2025-07-29,2025,OOS,STL,MIA,0.2568,20.3,8.33,19.3,5.22,23,5.0,5.5,UNDER,0.0982,5%+,0.4018,0.5982,0.5,0.5,-295.0,1.0,False,True,True,False,False,8
BetaBinomial,Sandy Alcantara,645261.0,2025-07-29,2025,OOS,MIA,STL,0.1465,26.6,3.67,19.6,3.9,21,4.0,3.5,UNDER,0.0728,5%+,0.5,0.5,0.5728,0.4272,-220.0,0.0,False,True,False,False,False,8
BetaBinomial,Max Fried,608331.0,2025-06-25,2025,OOS,NYY,CIN,0.2628,25.5,3.32,19.8,6.71,25,7.0,5.5,OVER,0.0379,2-5%,0.6048,0.3952,0.5669,0.4331,-162.0,1.0,False,True,False,False,False,7
BetaBinomial,Brady Singer,663903.0,2025-06-25,2025,OOS,CIN,NYY,0.1998,24.4,5.7,17.5,4.87,26,9.0,4.5,UNDER,0.0845,5%+,0.4862,0.5138,0.5707,0.4293,120.0,0.0,False,True,False,True,False,7
BetaBinomial,Garrett Crochet,676979.0,2025-04-13,2025,OOS,BOS,CHW,0.2328,21.3,4.26,50.0,4.95,24,,7.5,UNDER,0.3238,5%+,0.1762,0.8238,0.5,0.5,-108.0,,False,True,False,False,False,8
BetaBinomial,Shane Smith,681343.0,2025-04-13,2025,OOS,CWS,CHW,0.2068,21.0,4.2,50.0,4.34,24,,5.5,UNDER,0.1434,5%+,0.2942,0.7058,0.4376,0.5624,-156.0,,False,False,False,False,False,8
BetaBinomial,Justin Verlander,434378.0,2025-07-18,2025,OOS,SF,TOR,0.1925,23.7,5.09,18.7,4.57,18,,3.5,OVER,0.0043,0-2%,0.58,0.42,0.5757,0.4243,-150.0,,False,True,False,False,False,8
BetaBinomial,Chris Bassitt,605135.0,2025-07-18,2025,OOS,TOR,SFG,0.1949,24.8,7.44,20.9,4.83,27,,5.5,UNDER,0.1062,5%+,0.353,0.647,0.4592,0.5408,-130.0,,False,True,False,False,False,8
BetaBinomial,Yusei Kikuchi,579328.0,2025-07-02,2025,OOS,LAA,ATL,0.3171,27.2,3.8,16.6,8.63,24,,5.5,OVER,0.2557,5%+,0.7557,0.2443,0.5,0.5,-115.0,,False,True,False,False,False,8
BetaBinomial,Didier Fuentes,800311.0,2025-07-02,2025,OOS,ATL,LAA,0.1291,17.4,4.2,50.0,2.24,18,,4.5,UNDER,0.3722,5%+,0.1196,0.8804,0.4918,0.5082,-286.0,,False,False,False,True,False,8
BetaBinomial,Marco Gonzales,594835.0,2023-05-28,2023,TRAIN,SEA,PIT,0.1444,25.4,9.32,9.2,3.67,23,4.0,4.5,UNDER,0.1349,5%+,0.315,0.685,0.4499,0.5501,-140.0,1.0,False,True,False,True,False,10
BetaBinomial,Luis Ortiz,682847.0,2023-05-28,2023,TRAIN,PIT,SEA,0.1366,25.6,5.12,50.0,3.5,24,6.0,4.5,UNDER,0.2398,5%+,0.2848,0.7152,0.5246,0.4754,-190.0,0.0,False,True,False,True,False,7
BetaBinomial,Alex Cobb,502171.0,2023-08-18,2023,TRAIN,SF,ATL,0.1649,23.8,3.87,13.3,3.93,28,3.0,4.5,UNDER,0.0557,5%+,0.3652,0.6348,0.4209,0.5791,-390.0,1.0,False,True,False,False,False,10
BetaBinomial,Spencer Strider,675911.0,2023-08-18,2023,TRAIN,ATL,SFG,0.3139,25.1,6.11,25.4,7.9,23,10.0,8.5,UNDER,0.0609,5%+,0.4044,0.5956,0.4653,0.5347,-285.0,0.0,False,True,True,False,False,10
BetaBinomial,Dean Kremer,665152.0,2025-06-29,2025,OOS,BAL,TBR,0.1968,23.7,3.5,20.6,4.67,24,6.0,4.5,UNDER,0.0285,2-5%,0.4664,0.5336,0.4949,0.5051,-120.0,0.0,False,True,False,False,False,2
BetaBinomial,Zack Littell,641793.0,2024-09-19,2024,VALIDATION,TB,TBR,0.1829,22.3,3.94,36.2,4.08,22,7.0,4.5,UNDER,0.1731,5%+,0.381,0.619,0.5541,0.4459,114.0,0.0,False,True,False,False,False,7
BetaBinomial,Brayan Bello,678394.0,2024-09-19,2024,VALIDATION,BOS,TBR,0.1786,24.0,4.65,15.3,4.28,24,7.0,5.5,UNDER,0.2427,5%+,0.2996,0.7004,0.5423,0.4577,-200.0,0.0,False,True,False,False,False,7
BetaBinomial,Lucas Giolito,608337.0,2025-05-24,2025,OOS,BOS,BAL,0.1837,23.5,7.27,50.0,4.32,25,,5.5,UNDER,0.1721,5%+,0.2924,0.7076,0.4645,0.5355,-130.0,,False,True,False,True,False,1
BetaBinomial,Yusei Kikuchi,579328.0,2023-08-22,2023,TRAIN,TOR,BAL,0.2609,24.9,4.17,27.5,6.51,22,6.0,6.5,OVER,0.0484,2-5%,0.4684,0.5316,0.42,0.58,-345.0,0.0,False,True,True,False,False,10
BetaBinomial,Grayson Rodriguez,680570.0,2023-08-22,2023,TRAIN,BAL,TOR,0.2217,25.3,5.32,17.2,5.61,26,5.0,5.5,UNDER,0.0962,5%+,0.4568,0.5432,0.553,0.447,-158.0,1.0,False,True,False,False,False,10
BetaBinomial,Nathan Eovaldi,543135.0,2025-08-11,2025,OOS,TEX,ARI,0.2533,25.1,7.22,46.7,6.36,24,3.0,6.5,UNDER,0.0297,2-5%,0.4356,0.5644,0.4653,0.5347,-135.0,1.0,False,True,False,False,False,8
BetaBinomial,Ryne Nelson,669194.0,2025-08-11,2025,OOS,AZ,TEX,0.2253,23.4,3.58,17.5,5.26,23,6.0,4.5,OVER,0.0442,2-5%,0.5416,0.4584,0.4974,0.5026,-111.0,1.0,False,True,False,False,False,8
BetaBinomial,Matthew Boyd,571510.0,2023-05-29,2023,TRAIN,DET,TEX,0.2074,22.0,7.6,18.2,4.55,26,,5.5,UNDER,0.2542,5%+,0.321,0.679,0.5752,0.4248,120.0,,False,True,False,False,False,1
BetaBinomial,Michael Wacha,608379.0,2025-05-31,2025,OOS,KC,KCR,0.1563,24.6,2.94,28.1,3.84,23,6.0,4.5,UNDER,0.1613,5%+,0.3372,0.6628,0.4985,0.5015,-625.0,0.0,False,True,False,False,False,5
BetaBinomial,Tarik Skubal,669373.0,2025-05-31,2025,OOS,DET,KCR,0.3831,26.0,4.61,14.3,9.98,22,7.0,6.5,OVER,0.1912,5%+,0.7606,0.2394,0.5695,0.4305,-150.0,1.0,False,True,True,False,False,5
BetaBinomial,Clarke Schmidt,657376.0,2023-07-29,2023,TRAIN,NYY,BAL,0.2312,23.7,2.28,16.7,5.49,22,,4.5,OVER,0.158,5%+,0.584,0.416,0.426,0.574,-195.0,,False,True,True,False,False,10
BetaBinomial,Tyler Wells,669330.0,2023-07-29,2023,TRAIN,BAL,NYY,0.2232,21.4,6.01,21.9,4.77,14,,4.5,UNDER,0.0848,5%+,0.4598,0.5402,0.5446,0.4554,105.0,,False,True,False,True,False,10
BetaBinomial,Patrick Corbin,571578.0,2025-06-30,2025,OOS,TEX,BAL,0.226,23.4,4.52,15.1,5.3,27,6.0,4.5,UNDER,0.0491,2-5%,0.5344,0.4656,0.5835,0.4165,-166.0,0.0,False,True,False,True,False,7
BetaBinomial,Trevor Rogers,669432.0,2025-06-30,2025,OOS,BAL,TEX,0.2077,23.5,4.71,50.0,4.89,22,5.0,4.5,OVER,0.0991,5%+,0.522,0.478,0.4229,0.5771,-195.0,1.0,False,True,False,False,False,7
BetaBinomial,Luis Ortiz,682847.0,2023-07-04,2023,TRAIN,PIT,LAD,0.15,23.8,8.81,15.0,3.58,20,3.0,3.5,UNDER,0.1025,5%+,0.4196,0.5804,0.5221,0.4779,105.0,1.0,False,True,False,False,False,9
BetaBinomial,Emmet Sheehan,686218.0,2023-07-04,2023,TRAIN,LAD,PIT,0.199,18.7,3.73,50.0,3.71,19,4.0,5.5,UNDER,0.2957,5%+,0.2119,0.7881,0.5076,0.4924,-250.0,1.0,False,True,False,True,False,9
BetaBinomial,Alex Cobb,502171.0,2023-06-08,2023,TRAIN,SF,COL,0.2503,27.5,9.32,21.2,6.89,25,7.0,4.5,OVER,0.1915,5%+,0.6712,0.3288,0.4797,0.5203,-265.0,1.0,False,True,False,True,False,11
BetaBinomial,Chase Anderson,502624.0,2023-06-08,2023,TRAIN,COL,SFG,0.1321,19.6,3.93,50.0,2.59,23,7.0,3.5,UNDER,0.2062,5%+,0.2717,0.7283,0.4779,0.5221,-130.0,0.0,False,True,False,False,False,10
BetaBinomial,Andrew Heaney,571760.0,2024-06-19,2024,VALIDATION,TEX,NYM,0.227,23.8,6.22,14.4,5.39,24,9.0,4.5,UNDER,0.0288,2-5%,0.5472,0.4528,0.576,0.424,124.0,0.0,False,True,False,False,False,9
BetaBinomial,Sean Manaea,640455.0,2024-06-19,2024,VALIDATION,NYM,TEX,0.2616,21.1,3.66,14.7,5.53,23,6.0,5.5,OVER,0.0389,2-5%,0.4576,0.5424,0.4187,0.5813,124.0,1.0,False,True,False,False,False,9
BetaBinomial,Cole Ragans,666142.0,2023-09-28,2023,TRAIN,KC,DET,0.2994,24.0,2.17,14.5,7.19,27,,6.5,OVER,0.0705,5%+,0.5374,0.4626,0.4669,0.5331,102.0,,False,False,False,True,False,1
BetaBinomial,Sawyer Gipson-Long,687830.0,2023-09-28,2023,TRAIN,DET,KCR,0.3177,20.0,4.0,50.0,6.35,22,,5.5,OVER,0.1282,5%+,0.591,0.409,0.4628,0.5372,104.0,,False,False,False,False,False,1
BetaBinomial,Bailey Falter,663559.0,2025-07-18,2025,OOS,PIT,CHW,0.1431,20.5,7.82,20.3,2.93,18,,3.5,UNDER,0.1725,5%+,0.3244,0.6756,0.4969,0.5031,-110.0,,False,True,False,False,False,8
BetaBinomial,Jonathan Cannon,686563.0,2025-07-18,2025,OOS,CWS,PIT,0.1914,21.8,5.43,21.4,4.17,26,,3.5,UNDER,0.0192,0-2%,0.5254,0.4746,0.5446,0.4554,100.0,,False,True,False,False,False,8
BetaBinomial,Sonny Gray,543243.0,2023-06-15,2023,TRAIN,MIN,DET,0.2052,24.8,3.79,8.4,5.09,18,3.0,6.5,UNDER,0.1801,5%+,0.2996,0.7004,0.4797,0.5203,-245.0,1.0,False,True,False,True,False,11
BetaBinomial,Matt Boyd,571510.0,2023-06-15,2023,TRAIN,DET,MIN,0.3007,23.7,6.49,13.8,7.13,24,8.0,5.5,OVER,0.1488,5%+,0.6132,0.3868,0.4644,0.5356,104.0,1.0,False,True,False,True,False,2
BetaBinomial,Matthew Boyd,571510.0,2023-06-15,2023,TRAIN,DET,MIN,0.3007,23.7,6.49,13.8,7.13,24,8.0,5.5,OVER,0.149,5%+,0.6054,0.3946,0.4564,0.5436,110.0,1.0,False,True,False,True,False,9
BetaBinomial,Clarke Schmidt,657376.0,2023-05-19,2023,TRAIN,NYY,CIN,0.2721,23.0,5.07,36.3,6.26,20,6.0,5.5,OVER,0.0517,5%+,0.5664,0.4336,0.5147,0.4853,-125.0,1.0,False,True,False,True,False,7
BetaBinomial,Bailey Ober,641927.0,2025-08-02,2025,OOS,MIN,CLE,0.1824,27.5,6.39,44.6,5.02,22,4.0,3.5,OVER,0.0868,5%+,0.674,0.326,0.5872,0.4128,-170.0,1.0,False,True,False,False,False,6
BetaBinomial,Tanner Bibee,676440.0,2025-08-02,2025,OOS,CLE,MIN,0.2406,24.8,5.46,27.3,5.98,24,5.0,5.5,OVER,0.0188,0-2%,0.5328,0.4672,0.514,0.486,-108.0,0.0,False,True,False,False,False,8
BetaBinomial,Michael Lorenzen,547179.0,2025-05-04,2025,OOS,KC,BAL,0.1933,24.7,3.31,29.2,4.78,22,,5.5,OVER,0.3163,5%+,0.358,0.642,0.0417,0.9583,-166.0,,True,True,False,True,False,3
BetaBinomial,Joe Musgrove,605397.0,2024-09-02,2024,VALIDATION,SD,SDP,0.258,22.6,6.2,12.3,5.82,23,8.0,6.5,UNDER,0.0724,5%+,0.3654,0.6346,0.4378,0.5622,-130.0,0.0,False,True,True,False,False,8
BetaBinomial,Jameson Taillon,592791.0,2023-07-02,2023,TRAIN,CHC,CLE,0.1607,23.6,6.36,7.9,3.79,24,6.0,3.5,UNDER,0.1118,5%+,0.4358,0.5642,0.5476,0.4524,105.0,0.0,False,True,False,False,False,4
BetaBinomial,Aaron Civale,650644.0,2023-07-02,2023,TRAIN,CLE,CHC,0.2289,24.4,5.52,31.5,5.59,24,2.0,4.5,OVER,0.0919,5%+,0.6034,0.3966,0.5115,0.4885,-118.0,0.0,False,True,False,False,False,4
BetaBinomial,Jordan Montgomery,656756.0,2023-06-20,2023,TRAIN,STL,WSN,0.2319,24.9,3.15,34.0,5.78,25,,4.5,OVER,0.153,5%+,0.6356,0.3644,0.4826,0.5174,-105.0,,False,True,False,False,False,10
BetaBinomial,MacKenzie Gore,669022.0,2023-06-20,2023,TRAIN,WSH,WSN,0.2373,23.7,4.42,21.6,5.61,28,,5.5,UNDER,0.0615,5%+,0.4716,0.5284,0.5331,0.4669,-240.0,,False,True,False,False,False,9
BetaBinomial,Mackenzie Gore,669022.0,2023-06-20,2023,TRAIN,WSH,WSN,0.2373,23.7,4.42,21.6,5.61,28,,5.5,UNDER,0.4271,5%+,0.4604,0.5396,0.8875,0.1125,-115.0,,True,True,False,False,False,2
BetaBinomial,Bailey Falter,663559.0,2024-07-30,2024,VALIDATION,PIT,HOU,0.1551,19.7,7.64,19.3,3.06,21,3.0,2.5,UNDER,0.0908,5%+,0.502,0.498,0.5928,0.4072,135.0,0.0,False,True,False,False,False,6
BetaBinomial,Hunter Brown,686613.0,2024-07-30,2024,VALIDATION,HOU,PIT,0.2487,30.5,5.03,35.3,7.58,27,8.0,6.5,OVER,0.0818,5%+,0.591,0.409,0.5092,0.4908,-118.0,1.0,False,True,False,True,False,7
BetaBinomial,Carlos Carrasco,471911.0,2025-04-14,2025,OOS,NYY,KCR,0.1966,19.7,4.2,50.0,3.87,18,4.0,3.5,OVER,0.0338,2-5%,0.5174,0.4826,0.4836,0.5164,-102.0,1.0,False,False,False,False,False,8
BetaBinomial,Seth Lugo,607625.0,2025-04-14,2025,OOS,KC,NYY,0.1877,20.4,4.09,50.0,3.83,28,4.0,5.5,UNDER,0.2103,5%+,0.2379,0.7621,0.4482,0.5518,-275.0,1.0,False,True,False,True,False,8
BetaBinomial,Chris Paddack,663978.0,2025-04-18,2025,OOS,MIN,ATL,0.153,21.3,5.17,50.0,3.25,20,6.0,4.5,UNDER,0.1608,5%+,0.2568,0.7432,0.4176,0.5824,-154.0,0.0,False,True,False,False,False,8
BetaBinomial,Bryce Elder,693821.0,2025-04-18,2025,OOS,ATL,MIN,0.1734,21.0,4.2,50.0,3.64,24,3.0,4.5,UNDER,0.2012,5%+,0.2906,0.7094,0.4918,0.5082,-305.0,1.0,False,False,False,False,False,8
BetaBinomial,Kevin Gausman,592332.0,2023-07-08,2023,TRAIN,TOR,DET,0.3498,25.0,4.76,10.1,8.75,24,,7.5,OVER,0.0085,0-2%,0.5626,0.4374,0.5541,0.4459,-145.0,,False,True,False,True,False,4
BetaBinomial,Matt Manning,666159.0,2023-07-08,2023,TRAIN,DET,TOR,0.1495,22.3,4.45,50.0,3.33,23,,3.5,UNDER,0.1655,5%+,0.412,0.588,0.5775,0.4225,-180.0,,False,True,False,False,False,4
BetaBinomial,Frankie Montas,593423.0,2024-08-31,2024,VALIDATION,MIL,CIN,0.2356,26.5,5.24,35.8,6.25,26,,5.5,OVER,0.5303,5%+,0.5558,0.4442,0.0255,0.9745,100.0,,True,True,False,True,False,7
BetaBinomial,Taijuan Walker,592836.0,2025-04-25,2025,OOS,PHI,CHC,0.1763,20.8,3.99,50.0,3.66,17,4.0,3.5,OVER,0.0069,0-2%,0.4894,0.5106,0.4825,0.5175,-106.0,1.0,False,True,False,False,False,7
BetaBinomial,Colin Rea,607067.0,2025-04-25,2025,OOS,CHC,PHI,0.2622,15.9,4.2,50.0,4.16,20,7.0,3.5,UNDER,0.0252,2-5%,0.5626,0.4374,0.5878,0.4122,-480.0,0.0,False,False,False,False,False,8
BetaBinomial,Jose Quintana,500779.0,2023-08-29,2023,TRAIN,NYM,TEX,0.178,25.4,4.32,55.6,4.52,22,,4.5,UNDER,0.098,5%+,0.4592,0.5408,0.5572,0.4428,110.0,,False,True,False,False,False,8
BetaBinomial,José Quintana,500779.0,2023-08-29,2023,TRAIN,NYM,TEX,0.178,25.4,4.32,55.6,4.52,22,,3.5,UNDER,0.0767,5%+,0.6266,0.3734,0.7033,0.2967,210.0,,False,True,False,False,False,1
BetaBinomial,Andrew Heaney,571760.0,2023-08-29,2023,TRAIN,TEX,NYM,0.2117,18.2,7.32,11.7,3.86,21,,5.5,UNDER,0.2034,5%+,0.2606,0.7394,0.4641,0.5359,-275.0,,False,True,False,False,False,9
BetaBinomial,Michael King,650633.0,2025-04-19,2025,OOS,SD,HOU,0.2761,24.4,13.6,50.0,6.73,23,7.0,6.5,OVER,0.0427,2-5%,0.4706,0.5294,0.4279,0.5721,-146.0,1.0,False,True,False,False,False,7
BetaBinomial,Hayden Wesneski,669713.0,2025-04-19,2025,OOS,HOU,SDP,0.307,19.1,3.82,50.0,5.87,22,4.0,4.5,OVER,0.1477,5%+,0.6808,0.3192,0.5331,0.4669,-130.0,0.0,False,True,False,False,False,7
BetaBinomial,Grant Holmes,656550.0,2025-04-14,2025,OOS,ATL,TOR,0.198,16.8,4.2,50.0,3.33,26,4.0,4.5,UNDER,0.1641,5%+,0.2608,0.7392,0.4248,0.5752,-385.0,1.0,False,False,False,False,False,8
BetaBinomial,Easton Lucas,687922.0,2025-04-14,2025,OOS,TOR,ATL,0.2673,21.0,4.2,50.0,5.61,23,3.0,3.5,OVER,0.1605,5%+,0.76,0.24,0.5995,0.4005,-420.0,0.0,False,False,False,False,False,8
BetaBinomial,Austin Gomber,596295.0,2024-08-02,2024,VALIDATION,COL,SDP,0.2009,22.5,6.45,34.7,4.52,27,6.0,3.5,OVER,0.154,5%+,0.5968,0.4032,0.4428,0.5572,114.0,1.0,False,True,False,False,False,8
BetaBinomial,Griffin Canning,656288.0,2024-06-18,2024,VALIDATION,LAA,MIL,0.1404,25.4,2.4,25.8,3.57,24,4.0,4.5,UNDER,0.2262,5%+,0.3146,0.6854,0.5408,0.4592,102.0,1.0,False,True,False,False,False,8
BetaBinomial,Tobias Myers,668964.0,2024-06-18,2024,VALIDATION,MIL,LAA,0.2151,23.6,6.51,54.7,5.07,24,6.0,4.5,OVER,0.1099,5%+,0.5402,0.4598,0.4303,0.5697,120.0,1.0,False,True,False,False,False,8
BetaBinomial,Michael King,650633.0,2024-08-24,2024,VALIDATION,SD,SDP,0.3162,23.8,3.18,19.0,7.52,23,,6.5,OVER,0.0638,5%+,0.5838,0.4162,0.52,0.48,-134.0,,False,True,True,False,False,7
BetaBinomial,David Peterson,656849.0,2024-08-24,2024,VALIDATION,NYM,SDP,0.2324,25.1,4.11,19.3,5.83,29,,4.5,OVER,0.1681,5%+,0.6096,0.3904,0.4415,0.5585,112.0,,False,True,True,False,False,7
BetaBinomial,Steven Matz,571927.0,2024-04-23,2024,VALIDATION,STL,ARI,0.144,22.1,4.53,50.0,3.18,22,4.0,4.5,UNDER,0.1773,5%+,0.2464,0.7536,0.4237,0.5763,-335.0,1.0,False,True,False,False,False,10
BetaBinomial,Tommy Henry,674072.0,2024-04-23,2024,VALIDATION,AZ,STL,0.19,23.1,2.7,50.0,4.38,23,6.0,4.5,OVER,0.0396,2-5%,0.437,0.563,0.3974,0.6026,-160.0,1.0,False,True,False,False,False,8
BetaBinomial,Zac Gallen,668678.0,2023-07-02,2023,TRAIN,AZ,LAA,0.2336,27.6,5.36,9.2,6.45,27,,5.5,UNDER,0.0637,5%+,0.5162,0.4838,0.5799,0.4201,-144.0,,False,True,True,True,True,11
BetaBinomial,Reid Detmers,672282.0,2023-07-02,2023,TRAIN,LAA,ARI,0.3089,26.3,4.4,15.9,8.14,23,,6.5,OVER,0.6006,5%+,0.6178,0.3822,0.0172,0.9828,105.0,,True,True,False,False,False,11
BetaBinomial,Matthew Boyd,571510.0,2024-08-25,2024,VALIDATION,CLE,TEX,0.1952,21.0,4.2,50.0,4.1,22,,5.5,UNDER,0.1607,5%+,0.2553,0.7447,0.416,0.584,-164.0,,False,False,False,False,False,1
BetaBinomial,Cody Bradford,674003.0,2024-08-25,2024,VALIDATION,TEX,CLE,0.2313,23.9,5.77,15.9,5.53,23,,4.5,OVER,0.1269,5%+,0.5468,0.4532,0.4199,0.5801,124.0,,False,True,True,False,False,1
BetaBinomial,Aaron Nola,605400.0,2023-09-02,2023,TRAIN,PHI,MIL,0.3029,26.1,4.73,24.2,7.9,24,5.0,6.5,OVER,0.1767,5%+,0.6142,0.3858,0.4375,0.5625,115.0,0.0,False,True,False,False,False,9
BetaBinomial,Colin Rea,607067.0,2023-09-02,2023,TRAIN,MIL,PHI,0.235,23.0,3.38,16.4,5.4,16,6.0,4.5,OVER,0.1185,5%+,0.5514,0.4486,0.4329,0.5671,115.0,1.0,False,True,False,True,False,7
BetaBinomial,Spencer Arrighetti,681293.0,2024-04-24,2024,VALIDATION,HOU,CHC,0.2085,15.0,4.2,50.0,3.13,20,7.0,5.5,UNDER,0.2373,5%+,0.1412,0.8588,0.3785,0.6215,-205.0,0.0,False,False,False,False,False,10
BetaBinomial,Ben Lively,594902.0,2024-08-12,2024,VALIDATION,CLE,CHC,0.1816,23.4,2.77,25.1,4.24,20,1.0,4.5,OVER,0.4044,5%+,0.4132,0.5868,0.0088,0.9912,-275.0,0.0,True,True,False,False,False,7
