game_pk,date,season,home_team,away_team,away_1st_runs,home_1st_runs,total_1st_runs,nrfi,yrfi,actual_total,actual_f5_total,home_score,away_score,venue_name,park_factor_runs,park_factor_hr,temperature,wind_speed,dome,closing_total,closing_f5_total,home_total_line,away_total_line,tt_min,tt_max,tt_dispersion,tt_sum,both_below_4,one_below_3_5
717000,2023-08-14,2023,MIA,HOU,0,0,0,1,0,6,2.0,5,1,loanDepot park,98,98,72.0,0.0,0,7.5,4.0,3.5,4.5,3.5,4.5,1.0,8.0,False,True
717001,2023-08-14,2023,ATL,NYY,1,1,2,0,1,14,10.0,11,3,Truist Park,102,102,86.7,4.8,0,9.0,5.0,5.5,3.5,3.5,5.5,2.0,9.0,False,True
716995,2023-08-14,2023,STL,OAK,0,0,0,1,0,12,5.0,7,5,Busch Stadium,97,97,79.1,11.1,0,9.0,5.0,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716997,2023-08-14,2023,TEX,LAA,0,0,0,1,0,12,5.0,12,0,Globe Life Field,107,107,72.0,0.0,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716994,2023-08-14,2023,KCR,SEA,0,3,3,0,1,13,4.0,7,6,Kauffman Stadium,100,100,73.2,11.7,0,8.5,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
716996,2023-08-14,2023,SDP,BAL,0,0,0,1,0,5,4.0,1,4,Petco Park,95,95,72.0,11.0,0,8.0,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716999,2023-08-14,2023,SFG,TBR,0,0,0,1,0,12,6.0,2,10,Oracle Park,96,96,62.2,14.3,0,7.5,3.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
716992,2023-08-15,2023,CIN,CLE,2,0,2,0,1,3,2.0,0,3,Great American Ball Park,107,107,73.0,11.1,0,9.5,5.0,4.5,4.5,4.5,4.5,0.0,9.0,False,False
716991,2023-08-15,2023,MIA,HOU,0,0,0,1,0,11,9.0,5,6,loanDepot park,98,98,72.0,0.0,0,9.0,5.0,3.5,4.5,3.5,4.5,1.0,8.0,False,True
716993,2023-08-15,2023,WSN,BOS,1,0,1,0,1,9,9.0,4,5,Nationals Park,101,101,82.5,4.8,0,9.5,5.0,3.5,5.5,3.5,5.5,2.0,9.0,False,True
716990,2023-08-15,2023,TOR,PHI,0,0,0,1,0,3,0.0,2,1,Rogers Centre,105,105,72.0,0.0,0,7.5,4.0,3.5,3.5,3.5,3.5,0.0,7.0,True,True
716988,2023-08-15,2023,NYM,PIT,0,1,1,0,1,11,2.0,4,7,Citi Field,94,94,77.0,7.2,0,9.0,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716987,2023-08-15,2023,ATL,NYY,0,3,3,0,1,5,5.0,5,0,Truist Park,102,102,81.5,4.5,0,10.5,6.0,5.5,4.5,4.5,5.5,1.0,10.0,False,False
716983,2023-08-15,2023,MIN,DET,0,0,0,1,0,8,2.0,5,3,Target Field,99,99,78.3,8.4,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716984,2023-08-15,2023,STL,OAK,0,4,4,0,1,8,5.0,6,2,Busch Stadium,97,97,73.7,7.6,0,9.5,5.5,5.5,3.5,3.5,5.5,2.0,9.0,False,True
716985,2023-08-15,2023,TEX,LAA,0,0,0,1,0,10,5.0,7,3,Globe Life Field,107,107,72.0,0.0,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716986,2023-08-15,2023,CHC,CHW,1,2,3,0,1,8,6.0,3,5,Wrigley Field,103,103,68.4,4.0,0,9.0,5.0,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716981,2023-08-15,2023,KCR,SEA,0,0,0,1,0,18,12.0,8,10,Kauffman Stadium,100,100,75.3,3.8,0,9.5,5.0,3.5,4.5,3.5,4.5,1.0,8.0,False,True
716978,2023-08-15,2023,COL,ARI,0,0,0,1,0,13,3.0,5,8,Coors Field,117,117,89.6,4.3,0,12.5,6.5,5.5,6.5,5.5,6.5,1.0,12.0,False,False
716980,2023-08-15,2023,SDP,BAL,0,5,5,0,1,13,10.0,10,3,Petco Park,95,95,74.0,10.3,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716989,2023-08-15,2023,SFG,TBR,0,0,0,1,0,7,0.0,7,0,Oracle Park,96,96,62.3,12.9,0,8.5,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
716979,2023-08-15,2023,LAD,MIL,1,0,1,0,1,8,2.0,6,2,Dodger Stadium,95,95,76.9,5.4,0,9.0,5.0,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716974,2023-08-16,2023,NYM,PIT,0,0,0,1,0,11,8.0,8,3,Citi Field,94,94,75.7,5.6,0,8.5,4.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
716976,2023-08-16,2023,MIN,DET,0,1,1,0,1,15,7.0,7,8,Target Field,99,99,80.7,13.6,0,8.0,5.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716977,2023-08-16,2023,COL,ARI,2,1,3,0,1,16,5.0,7,9,Coors Field,117,117,93.7,8.7,0,12.0,6.5,5.5,6.5,5.5,6.5,1.0,12.0,False,False
716975,2023-08-16,2023,SFG,TBR,1,0,1,0,1,7,5.0,1,6,Oracle Park,96,96,65.8,11.7,0,8.0,4.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
716973,2023-08-16,2023,CIN,CLE,0,1,1,0,1,9,8.0,7,2,Great American Ball Park,107,107,78.6,5.0,0,9.5,5.5,5.5,3.5,3.5,5.5,2.0,9.0,False,True
716972,2023-08-16,2023,MIA,HOU,5,2,7,0,1,17,11.0,5,12,loanDepot park,98,98,72.0,0.0,0,8.0,4.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
716969,2023-08-16,2023,STL,OAK,4,0,4,0,1,8,6.0,0,8,Busch Stadium,97,97,79.6,6.2,0,9.0,5.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716982,2023-08-16,2023,WSN,BOS,0,0,0,1,0,8,2.0,6,2,Nationals Park,101,101,82.3,3.9,0,9.0,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
716967,2023-08-16,2023,TOR,PHI,0,0,0,1,0,13,9.0,4,9,Rogers Centre,105,105,72.0,0.0,0,8.0,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716970,2023-08-16,2023,ATL,NYY,0,0,0,1,0,2,2.0,2,0,Truist Park,102,102,80.4,4.1,0,10.0,5.5,5.5,3.5,3.5,5.5,2.0,9.0,False,True
716971,2023-08-16,2023,TEX,LAA,1,0,1,0,1,2,1.0,0,2,Globe Life Field,107,107,72.0,0.0,0,9.0,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716968,2023-08-16,2023,CHC,CHW,0,0,0,1,0,7,3.0,4,3,Wrigley Field,103,103,74.8,11.1,0,10.5,5.5,5.5,4.5,4.5,5.5,1.0,10.0,False,False
716963,2023-08-16,2023,KCR,SEA,3,1,4,0,1,11,7.0,5,6,Kauffman Stadium,100,100,78.9,9.3,0,9.0,4.5,3.5,5.5,3.5,5.5,2.0,9.0,False,True
716965,2023-08-16,2023,SDP,BAL,1,0,1,0,1,7,4.0,5,2,Petco Park,95,95,75.8,11.6,0,8.0,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716962,2023-08-16,2023,LAD,MIL,0,1,1,0,1,8,5.0,7,1,Dodger Stadium,95,95,78.9,5.5,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716964,2023-08-17,2023,KCR,SEA,0,0,0,1,0,10,2.0,4,6,Kauffman Stadium,100,100,82.7,9.9,0,9.0,4.5,3.5,5.5,3.5,5.5,2.0,9.0,False,True
716966,2023-08-17,2023,WSN,BOS,0,0,0,1,0,17,7.0,10,7,Nationals Park,101,101,85.0,8.2,0,9.5,5.5,3.5,5.5,3.5,5.5,2.0,9.0,False,True
716958,2023-08-17,2023,STL,NYM,0,0,0,1,0,6,3.0,2,4,Busch Stadium,97,97,81.4,10.3,0,10.0,5.5,4.5,5.5,4.5,5.5,1.0,10.0,False,False
716957,2023-08-17,2023,SDP,ARI,0,0,0,1,0,4,4.0,1,3,Petco Park,95,95,72.9,9.0,0,8.5,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
716961,2023-08-17,2023,LAD,MIL,0,0,0,1,0,1,0.0,1,0,Dodger Stadium,95,95,73.9,7.2,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716955,2023-08-18,2023,CHC,KCR,0,0,0,1,0,7,5.0,3,4,Wrigley Field,103,103,71.4,5.5,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716956,2023-08-18,2023,CLE,DET,3,1,4,0,1,6,4.0,2,4,Progressive Field,98,98,65.9,17.0,0,7.0,3.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
716954,2023-08-18,2023,CIN,TOR,0,0,0,1,0,1,0.0,1,0,Great American Ball Park,107,107,76.6,9.2,0,10.5,5.5,4.5,5.5,4.5,5.5,1.0,10.0,False,False
716960,2023-08-18,2023,WSN,PHI,0,0,0,1,0,15,13.0,8,7,Nationals Park,101,101,80.1,10.1,0,9.0,4.5,3.5,5.5,3.5,5.5,2.0,9.0,False,True
716953,2023-08-18,2023,NYY,BOS,4,0,4,0,1,11,8.0,3,8,Yankee Stadium,103,103,74.4,14.1,0,9.5,5.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
716949,2023-08-18,2023,ATL,SFG,0,2,2,0,1,4,3.0,4,0,Truist Park,102,102,84.7,3.4,0,9.0,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716950,2023-08-18,2023,TEX,MIL,0,0,0,1,0,17,6.0,8,9,Globe Life Field,107,107,72.0,0.0,0,8.0,4.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
716948,2023-08-18,2023,HOU,SEA,0,0,0,1,0,2,1.0,0,2,Minute Maid Park,100,100,72.0,0.0,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716951,2023-08-18,2023,MIN,PIT,0,0,0,1,0,6,2.0,5,1,Target Field,99,99,74.8,9.9,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716952,2023-08-18,2023,STL,NYM,1,0,1,0,1,8,2.0,1,7,Busch Stadium,97,97,76.4,4.5,0,9.5,5.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
716947,2023-08-18,2023,COL,CHW,1,5,6,0,1,15,10.0,14,1,Coors Field,117,117,85.0,3.1,0,12.0,6.5,5.5,5.5,5.5,5.5,0.0,11.0,False,False
716945,2023-08-18,2023,LAA,TBR,1,1,2,0,1,15,10.0,6,9,Angel Stadium,97,97,81.2,7.9,0,9.5,5.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
716944,2023-08-18,2023,OAK,BAL,3,1,4,0,1,13,13.0,4,9,Oakland Coliseum,95,95,67.4,8.5,0,8.5,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
716942,2023-08-18,2023,SDP,ARI,0,0,0,1,0,4,0.0,4,0,Petco Park,95,95,73.2,8.5,0,8.5,5.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716946,2023-08-18,2023,LAD,MIA,1,1,2,0,1,14,14.0,3,11,Dodger Stadium,95,95,74.5,8.4,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716943,2023-08-19,2023,NYY,BOS,0,0,0,1,0,9,6.0,1,8,Yankee Stadium,103,103,74.4,11.8,0,8.5,6.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716937,2023-08-19,2023,CHC,KCR,0,2,2,0,1,10,7.0,6,4,Wrigley Field,103,103,77.8,15.4,0,9.0,5.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716909,2023-08-19,2023,LAD,MIA,0,0,0,1,0,4,1.0,3,1,Dodger Stadium,95,95,80.9,10.4,0,9.0,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716919,2023-08-19,2023,SDP,ARI,2,2,4,0,1,10,8.0,4,6,Petco Park,95,95,71.6,9.8,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716941,2023-08-19,2023,WSN,PHI,0,0,0,1,0,15,2.0,3,12,Nationals Park,101,101,82.4,4.0,0,9.5,5.5,3.5,5.5,3.5,5.5,2.0,9.0,False,True
716938,2023-08-19,2023,TEX,MIL,1,0,1,0,1,7,3.0,1,6,Globe Life Field,107,107,72.0,0.0,0,8.0,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716915,2023-08-19,2023,LAA,TBR,2,0,2,0,1,13,12.0,7,6,Angel Stadium,97,97,78.6,11.8,0,8.0,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
716935,2023-08-19,2023,CIN,TOR,0,0,0,1,0,7,7.0,3,4,Great American Ball Park,107,107,82.2,3.5,0,9.5,5.5,4.5,5.5,4.5,5.5,1.0,10.0,False,False
716939,2023-08-19,2023,CLE,DET,3,1,4,0,1,7,5.0,3,4,Progressive Field,98,98,70.0,2.4,0,8.0,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716932,2023-08-19,2023,HOU,SEA,1,0,1,0,1,13,8.0,3,10,Minute Maid Park,100,100,72.0,0.0,0,8.0,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716936,2023-08-19,2023,MIN,PIT,0,1,1,0,1,11,2.0,4,7,Target Field,99,99,90.6,3.0,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716940,2023-08-19,2023,STL,NYM,1,0,1,0,1,15,8.0,2,13,Busch Stadium,97,97,87.2,10.0,0,8.5,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
716934,2023-08-19,2023,ATL,SFG,1,0,1,0,1,11,8.0,6,5,Truist Park,102,102,85.8,2.6,0,9.5,5.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
716933,2023-08-19,2023,COL,CHW,1,3,4,0,1,16,11.0,11,5,Coors Field,117,117,82.9,8.4,0,11.5,6.5,5.5,5.5,5.5,5.5,0.0,11.0,False,False
716930,2023-08-19,2023,OAK,BAL,0,0,0,1,0,9,3.0,2,7,Oakland Coliseum,95,95,66.4,9.0,0,8.5,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
716920,2023-08-20,2023,HOU,SEA,2,0,2,0,1,13,12.0,6,7,Minute Maid Park,100,100,72.0,0.0,0,8.5,6.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716927,2023-08-20,2023,ATL,SFG,0,0,0,1,0,7,5.0,3,4,Truist Park,102,102,87.7,3.1,0,9.0,3.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716922,2023-08-20,2023,CLE,DET,2,0,2,0,1,5,3.0,1,4,Progressive Field,98,98,80.4,7.5,0,7.5,5.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
716924,2023-08-20,2023,CIN,TOR,1,0,1,0,1,13,11.0,3,10,Great American Ball Park,107,107,85.6,5.2,0,9.0,5.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
716923,2023-08-20,2023,MIN,PIT,0,0,0,1,0,2,1.0,2,0,Target Field,99,99,79.1,7.4,0,9.5,5.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
716921,2023-08-20,2023,STL,NYM,0,0,0,1,0,10,5.0,7,3,Busch Stadium,97,97,93.4,5.2,0,10.0,5.5,5.5,4.5,4.5,5.5,1.0,10.0,False,False
716917,2023-08-20,2023,CHC,KCR,1,2,3,0,1,7,4.0,4,3,Wrigley Field,103,103,80.4,5.2,0,9.0,5.5,5.5,3.5,3.5,5.5,2.0,9.0,False,True
716918,2023-08-20,2023,TEX,MIL,0,0,0,1,0,8,4.0,2,6,Globe Life Field,107,107,72.0,0.0,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716916,2023-08-20,2023,COL,CHW,0,0,0,1,0,15,7.0,5,10,Coors Field,117,117,86.9,3.8,0,12.0,6.5,5.5,6.5,5.5,6.5,1.0,12.0,False,False
716914,2023-08-20,2023,OAK,BAL,1,0,1,0,1,13,7.0,1,12,Oakland Coliseum,95,95,85.3,7.9,0,8.0,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
716929,2023-08-20,2023,WSN,PHI,0,4,4,0,1,7,4.0,4,3,Muncy Bank Ballpark,101,101,84.7,4.2,0,8.5,4.5,2.5,5.5,2.5,5.5,3.0,8.0,False,True
716913,2023-08-21,2023,DET,CHC,0,0,0,1,0,13,4.0,6,7,Comerica Park,99,99,75.9,13.8,0,9.0,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
716911,2023-08-21,2023,PHI,SFG,1,1,2,0,1,14,8.0,10,4,Citizens Bank Park,104,104,91.0,9.4,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716912,2023-08-21,2023,PIT,STL,0,2,2,0,1,12,9.0,11,1,PNC Park,101,101,83.8,6.5,0,10.5,5.5,4.5,5.5,4.5,5.5,1.0,10.0,False,False
716910,2023-08-21,2023,ATL,NYM,0,0,0,1,0,14,11.0,4,10,Truist Park,102,102,91.5,2.3,0,10.5,6.5,5.5,4.5,4.5,5.5,1.0,10.0,False,False
716908,2023-08-21,2023,HOU,BOS,3,1,4,0,1,13,10.0,9,4,Minute Maid Park,100,100,72.0,0.0,0,9.0,4.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
716905,2023-08-21,2023,CHW,SEA,5,1,6,0,1,16,8.0,2,14,Guaranteed Rate Field,100,100,69.8,8.4,0,8.5,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
716904,2023-08-21,2023,OAK,KCR,0,0,0,1,0,10,4.0,6,4,Oakland Coliseum,95,95,72.4,9.4,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716906,2023-08-21,2023,ARI,TEX,0,0,0,1,0,7,0.0,4,3,Chase Field,98,98,72.0,0.0,0,9.0,5.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
716907,2023-08-21,2023,SDP,MIA,0,1,1,0,1,8,6.0,6,2,Petco Park,95,95,69.8,4.0,0,8.5,5.0,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716896,2023-08-22,2023,DET,CHC,0,2,2,0,1,14,13.0,8,6,Comerica Park,99,99,72.5,6.8,0,9.0,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
716898,2023-08-22,2023,TBR,COL,0,1,1,0,1,16,5.0,12,4,Tropicana Field,97,97,72.0,0.0,1,8.5,4.5,5.5,3.5,3.5,5.5,2.0,9.0,False,True
716899,2023-08-22,2023,PHI,SFG,1,2,3,0,1,7,5.0,4,3,Citizens Bank Park,104,104,80.8,10.1,0,9.0,5.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
716901,2023-08-22,2023,PIT,STL,0,0,0,1,0,9,7.0,6,3,PNC Park,101,101,75.9,3.8,0,10.0,5.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
716902,2023-08-22,2023,BAL,TOR,0,1,1,0,1,9,6.0,3,6,Oriole Park at Camden Yards,106,106,80.5,8.3,0,8.0,4.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
716900,2023-08-22,2023,NYY,WSN,0,0,0,1,0,3,2.0,1,2,Yankee Stadium,103,103,75.1,4.3,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716897,2023-08-22,2023,CLE,LAD,2,0,2,0,1,11,5.0,8,3,Progressive Field,98,98,67.8,10.5,0,9.0,4.5,3.5,5.5,3.5,5.5,2.0,9.0,False,True
716891,2023-08-22,2023,ATL,NYM,0,0,0,1,0,5,3.0,3,2,Truist Park,102,102,92.9,4.8,0,10.5,6.5,5.5,4.5,4.5,5.5,1.0,10.0,False,False
716895,2023-08-22,2023,HOU,BOS,0,2,2,0,1,10,3.0,7,3,Minute Maid Park,100,100,72.0,0.0,0,9.0,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716893,2023-08-22,2023,CHW,SEA,0,1,1,0,1,9,5.0,3,6,Guaranteed Rate Field,100,100,79.3,9.2,0,8.5,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
716894,2023-08-22,2023,MIL,MIN,0,2,2,0,1,10,5.0,7,3,American Family Field,102,102,72.0,0.0,0,8.5,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
716892,2023-08-22,2023,LAA,CIN,1,0,1,0,1,7,7.0,3,4,Angel Stadium,97,97,76.3,6.9,0,9.5,5.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
716888,2023-08-22,2023,OAK,KCR,0,2,2,0,1,9,9.0,5,4,Oakland Coliseum,95,95,72.7,8.1,0,8.5,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
716889,2023-08-22,2023,ARI,TEX,0,0,0,1,0,9,5.0,6,3,Chase Field,98,98,72.0,0.0,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716887,2023-08-22,2023,SDP,MIA,0,0,0,1,0,3,3.0,0,3,Petco Park,95,95,71.9,8.9,0,7.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716886,2023-08-23,2023,PIT,STL,3,0,3,0,1,10,7.0,4,6,PNC Park,101,101,74.2,4.3,0,9.0,7.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
716885,2023-08-23,2023,DET,CHC,0,0,0,1,0,10,4.0,4,6,Comerica Park,99,99,73.0,10.5,0,8.0,3.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
716881,2023-08-23,2023,CHW,SEA,0,0,0,1,0,9,1.0,5,4,Guaranteed Rate Field,100,100,94.3,10.8,0,9.5,4.5,3.5,5.5,3.5,5.5,2.0,9.0,False,True
716882,2023-08-23,2023,MIL,MIN,1,2,3,0,1,15,8.0,8,7,American Family Field,102,102,72.0,0.0,0,7.5,4.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
716884,2023-08-23,2023,OAK,KCR,0,0,0,1,0,4,4.0,0,4,Oakland Coliseum,95,95,87.0,4.1,0,9.0,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
716879,2023-08-23,2023,PHI,SFG,1,0,1,0,1,14,4.0,6,8,Citizens Bank Park,104,104,80.3,4.2,0,9.0,4.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
716890,2023-08-23,2023,LAA,CIN,0,2,2,0,1,13,7.0,4,9,Angel Stadium,97,97,79.6,6.0,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716883,2023-08-23,2023,SDP,MIA,0,1,1,0,1,4,1.0,4,0,Petco Park,95,95,73.4,9.5,0,7.5,4.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
716880,2023-08-23,2023,TBR,COL,0,0,0,1,0,11,3.0,6,5,Tropicana Field,97,97,72.0,0.0,1,8.0,4.5,4.5,2.5,2.5,4.5,2.0,7.0,False,True
716874,2023-08-23,2023,BAL,TOR,0,0,0,1,0,7,2.0,7,0,Oriole Park at Camden Yards,106,106,78.6,4.6,0,8.0,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
716877,2023-08-23,2023,NYY,WSN,0,1,1,0,1,10,6.0,9,1,Yankee Stadium,103,103,70.8,8.4,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716875,2023-08-23,2023,CLE,LAD,3,1,4,0,1,7,5.0,1,6,Progressive Field,98,98,75.9,8.6,0,8.5,4.5,3.5,5.5,3.5,5.5,2.0,9.0,False,True
716876,2023-08-23,2023,ATL,NYM,0,1,1,0,1,7,1.0,7,0,Truist Park,102,102,90.4,4.0,0,10.0,5.5,5.5,4.5,4.5,5.5,1.0,10.0,False,False
716878,2023-08-23,2023,HOU,BOS,0,1,1,0,1,12,8.0,5,7,Minute Maid Park,100,100,72.0,0.0,0,8.5,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
716872,2023-08-24,2023,NYY,WSN,0,1,1,0,1,11,4.0,5,6,Yankee Stadium,103,103,72.9,10.7,0,8.5,4.0,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716869,2023-08-24,2023,TBR,COL,0,0,0,1,0,8,5.0,5,3,Tropicana Field,97,97,72.0,0.0,1,8.5,3.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716873,2023-08-24,2023,HOU,BOS,1,0,1,0,1,18,12.0,1,17,Minute Maid Park,100,100,72.0,0.0,0,9.0,4.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
716871,2023-08-24,2023,CLE,LAD,0,0,0,1,0,12,9.0,3,9,Progressive Field,98,98,80.6,4.1,0,9.0,5.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
716870,2023-08-24,2023,PIT,CHC,1,0,1,0,1,9,6.0,4,5,PNC Park,101,101,81.6,5.9,0,9.0,4.5,3.5,5.5,3.5,5.5,2.0,9.0,False,True
716865,2023-08-24,2023,BAL,TOR,0,0,0,1,0,8,7.0,5,3,Oriole Park at Camden Yards,106,106,78.6,10.0,0,9.0,4.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
716867,2023-08-24,2023,MIN,TEX,1,0,1,0,1,12,8.0,7,5,Target Field,99,99,89.7,8.0,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716864,2023-08-24,2023,CHW,OAK,0,1,1,0,1,13,8.0,5,8,Guaranteed Rate Field,100,100,83.4,15.4,0,10.0,5.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
716868,2023-08-24,2023,ARI,CIN,0,0,0,1,0,5,0.0,3,2,Chase Field,98,98,72.0,0.0,0,9.0,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716858,2023-08-25,2023,DET,HOU,0,0,0,1,0,5,1.0,4,1,Comerica Park,99,99,78.0,4.7,0,9.0,4.5,3.5,4.5,3.5,4.5,1.0,8.0,False,True
716863,2023-08-25,2023,MIA,WSN,1,0,1,0,1,11,1.0,4,7,loanDepot park,98,98,72.0,0.0,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716854,2023-08-25,2023,TBR,NYY,0,0,0,1,0,8,1.0,2,6,Tropicana Field,97,97,72.0,0.0,1,7.0,3.5,3.5,3.5,3.5,3.5,0.0,7.0,True,True
716859,2023-08-25,2023,BAL,COL,0,2,2,0,1,9,6.0,5,4,Oriole Park at Camden Yards,106,106,85.5,8.9,0,9.0,4.5,5.5,3.5,3.5,5.5,2.0,9.0,False,True
716862,2023-08-25,2023,PIT,CHC,0,2,2,0,1,3,2.0,2,1,PNC Park,101,101,79.5,7.2,0,9.0,4.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
716861,2023-08-25,2023,PHI,STL,2,0,2,0,1,9,6.0,7,2,Citizens Bank Park,104,104,89.7,5.4,0,9.5,5.5,4.5,4.5,4.5,4.5,0.0,9.0,False,False
716860,2023-08-25,2023,TOR,CLE,0,0,0,1,0,7,4.0,2,5,Rogers Centre,105,105,72.0,0.0,0,8.5,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716866,2023-08-25,2023,BOS,LAD,0,1,1,0,1,11,3.0,4,7,Fenway Park,104,104,71.6,12.6,0,10.5,5.5,4.5,5.5,4.5,5.5,1.0,10.0,False,False
716855,2023-08-25,2023,NYM,LAA,0,0,0,1,0,4,3.0,1,3,Citi Field,94,94,74.8,6.9,0,8.0,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
716856,2023-08-25,2023,CHW,OAK,0,0,0,1,0,16,13.0,4,12,Guaranteed Rate Field,100,100,74.8,5.4,0,9.0,4.5,4.5,3.5,3.5,4.5,1.0,8.0,False,True
