market,matchup,interaction_rel_pp,player_rel_pp,course_rel_pp,interaction_lift_pp,verdict
top_20,STYLE_03_x_COURSE_A,3.6889991708852867,1.8441132571699954,1.6458434675270108,1.8448859137152913,ADDITIVE
top_20,STYLE_03_x_COURSE_C,3.0295461397196863,1.8441132571699954,0.7124227204763179,1.185432882549691,ADDITIVE
top_20,STYLE_03_x_COURSE_D,1.5897579619904942,1.8441132571699954,-0.06464508955802518,-0.2543552951795012,REDUNDANT
