market,matchup,flag,N_per_season,relative_resid_pp,interaction_lift_pp,ACTUAL_ODDS_ROI,edge_filtered_ROI,stable,best_skill_band,additive,verdict
top_20,STYLE_03_x_COURSE_A,CANDIDATE,342.14285714285717,3.6889991708852867,1.8448859137152913,54.22130018207496,149.44433174420192,UNSTABLE,ELITE,ADDITIVE,NOT_READY
top_20,STYLE_03_x_COURSE_C,CANDIDATE,870.7142857142857,3.0295461397196863,1.185432882549691,44.92615851668285,122.64428449060252,UNSTABLE,ELITE,ADDITIVE,NOT_READY
top_20,STYLE_03_x_COURSE_D,WATCH,389.57142857142856,1.5897579619904942,-0.2543552951795012,38.116931439290425,140.43763255711076,UNSTABLE,ELITE,REDUNDANT,NOT_READY
