game_id,game_date,home_team,away_team,model_total,market_total,actual_total,model_edge,model_error,market_error
2024020601,2024-12-31,EDM,UTA,5.822899884585989,6.5,5,-0.677100115414011,0.822899884585989,1.5
2024020618,2025-01-03,EDM,ANA,5.570449854407263,6.5,5,-0.9295501455927369,0.5704498544072631,1.5
2024020691,2025-01-13,EDM,LAK,5.558630291005765,5.5,1,0.05863029100576522,4.558630291005765,4.5
2024020754,2025-01-21,EDM,WSH,5.441869791477734,5.5,5,-0.05813020852226636,0.44186979147773364,0.5
2024020768,2025-01-23,EDM,VAN,5.888993533162802,5.5,8,0.38899353316280205,-2.111006466837198,-2.5
2024020777,2025-01-25,EDM,BUF,6.173204878537118,6.5,5,-0.32679512146288214,1.1732048785371179,1.5
2024020797,2025-01-27,EDM,SEA,6.103550666466688,6.5,6,-0.3964493335333117,0.10355066646668831,0.5
2024020819,2025-01-30,EDM,DET,6.02996455359777,6.5,5,-0.47003544640223005,1.02996455359777,1.5
2024020833,2025-02-01,EDM,TOR,5.808657695510922,6.5,7,-0.6913423044890781,-1.191342304489078,-0.5
2024020874,2025-02-07,EDM,COL,5.685902223375431,6.5,9,-0.8140977766245694,-3.3140977766245694,-2.5
2024020981,2025-03-04,EDM,ANA,6.341594386223469,6.5,8,-0.15840561377653106,-1.658405613776531,-1.5
2024020995,2025-03-06,EDM,MTL,6.437057492180445,6.5,5,-0.0629425078195549,1.437057492180445,1.5
2024021011,2025-03-08,EDM,DAL,6.473805144372499,6.5,9,-0.02619485562750068,-2.5261948556275007,-2.5
2024021085,2025-03-18,EDM,UTA,5.867184622274001,6.5,8,-0.6328153777259988,-2.132815377725999,-1.5
2024021099,2025-03-20,EDM,WPG,5.60079326603498,5.5,7,0.10079326603498018,-1.3992067339650198,-1.5
2024021116,2025-03-22,EDM,SEA,5.824374244946146,5.5,9,0.32437424494614575,-3.1756257550538542,-3.5
2024021141,2025-03-26,EDM,DAL,6.018334989170783,6.5,7,-0.4816650108292171,-0.9816650108292171,-0.5
2024021167,2025-03-29,EDM,CGY,6.104396248269789,6.5,5,-0.3956037517302109,1.104396248269789,1.5
2024021248,2025-04-09,EDM,STL,5.883695293273613,5.5,7,0.38369529327361285,-1.1163047067263872,-1.5
2024021263,2025-04-11,EDM,SJS,6.227073939671834,6.5,6,-0.2729260603281656,0.22707393967183442,0.5
2024021289,2025-04-14,EDM,LAK,6.269243696023475,5.5,5,0.7692436960234748,1.2692436960234748,0.5
2024020004,2024-10-08,FLA,BOS,6.207771538081694,5.5,10,0.707771538081694,-3.792228461918306,-4.5
2024020065,2024-10-17,FLA,VAN,5.645672763560274,6.0,5,-0.3543272364397261,0.6456727635602739,1.0
2024020078,2024-10-19,FLA,VGK,5.948329849705809,6.0,7,-0.051670150294190975,-1.051670150294191,-1.0
2024020093,2024-10-22,FLA,MIN,6.0197598957493295,5.5,6,0.5197598957493295,0.01975989574932946,-0.5
2024020174,2024-11-02,FLA,DAL,6.637547268762106,6.5,6,0.13754726876210643,0.6375472687621064,0.5
2024020211,2024-11-07,FLA,NSH,5.701696598479953,6.0,8,-0.2983034015200472,-2.298303401520047,-2.0
2024020225,2024-11-09,FLA,PHI,5.8770514963905125,6.5,7,-0.6229485036094875,-1.1229485036094875,-0.5
2024020246,2024-11-12,FLA,NJD,6.156799794453543,6.5,5,-0.3432002055464567,1.1567997944535433,1.5
2024020260,2024-11-14,FLA,NJD,6.059964103803832,6.0,8,0.0599641038038321,-1.940035896196168,-2.0
2024020277,2024-11-16,FLA,WPG,6.1321074042289325,6.0,5,0.13210740422893252,1.1321074042289325,1.0
2024020321,2024-11-23,FLA,COL,6.057751086115256,6.5,11,-0.4422489138847441,-4.942248913884744,-4.5
2024020335,2024-11-25,FLA,WSH,6.123776552863031,6.0,5,0.12377655286303124,1.1237765528630312,1.0
2024020352,2024-11-27,FLA,TOR,5.692664332628924,6.0,6,-0.30733566737107587,-0.30733566737107587,0.0
2024020377,2024-11-30,FLA,CAR,6.621350129332335,6.5,6,0.12135012933233469,0.6213501293323347,0.5
2024020429,2024-12-07,FLA,SJS,6.29041154893223,6.5,4,-0.2095884510677699,2.29041154893223,2.5
2024020523,2024-12-20,FLA,STL,5.574517342781574,6.0,3,-0.42548265721842604,2.574517342781574,3.0
2024020549,2024-12-23,FLA,TBL,6.158844946644658,6.5,4,-0.341155053355342,2.158844946644658,2.5
2024020566,2024-12-28,FLA,MTL,6.343645231829733,6.5,4,-0.15635476817026728,2.3436452318297327,2.5
2024020586,2024-12-30,FLA,NYR,5.922300464911398,6.0,8,-0.07769953508860183,-2.077699535088602,-2.0
2024020603,2025-01-02,FLA,CAR,5.457350622168997,5.5,4,-0.042649377831002866,1.4573506221689971,1.5
2024020615,2025-01-03,FLA,PIT,6.4410576814606095,6.5,5,-0.05894231853939047,1.4410576814606095,1.5
2024020669,2025-01-11,FLA,BOS,5.643991909136525,5.5,7,0.14399190913652493,-1.356008090863475,-1.5
2024020710,2025-01-16,FLA,DET,5.7832818601434095,5.5,7,0.2832818601434095,-1.2167181398565905,-1.5
2024020725,2025-01-18,FLA,ANA,6.036582848082298,6.5,3,-0.46341715191770216,3.036582848082298,3.5
2024020808,2025-01-29,FLA,LAK,5.580711385591257,5.5,3,0.08071138559125668,2.5807113855912567,2.5
2024020826,2025-02-01,FLA,CHI,5.919051158756844,5.5,6,0.41905115875684373,-0.08094884124315627,-0.5
2024020838,2025-02-02,FLA,NYI,6.3260695970532845,5.5,9,0.8260695970532845,-2.6739304029467155,-3.5
2024020880,2025-02-08,FLA,OTT,5.482645506656834,5.5,6,-0.01735449334316641,-0.5173544933431664,-0.5
2024020896,2025-02-22,FLA,SEA,6.617975492535713,5.5,3,1.117975492535713,3.617975492535713,2.5
2024020937,2025-02-27,FLA,EDM,6.045740394195503,6.5,7,-0.45425960580449676,-0.9542596058044968,-0.5
2024020951,2025-03-01,FLA,CGY,5.7367852211013135,5.5,3,0.2367852211013135,2.7367852211013135,2.5
2024020969,2025-03-03,FLA,TBL,5.766325559732924,5.5,3,0.26632555973292416,2.766325559732924,2.5
2024020990,2025-03-06,FLA,CBJ,6.11493266436368,6.5,3,-0.3850673356363199,3.11493266436368,3.5
2024021006,2025-03-08,FLA,BUF,6.457952598593707,6.5,4,-0.04204740140629326,2.4579525985937067,2.5
2024021120,2025-03-23,FLA,PIT,6.492866931380256,5.5,7,0.9928669313802558,-0.5071330686197442,-1.5
2024021153,2025-03-28,FLA,UTA,5.695011928877092,5.5,3,0.19501192887709173,2.6950119288770917,2.5
2024021170,2025-03-30,FLA,MTL,6.021186964352125,5.5,6,0.5211869643521254,0.021186964352125415,-0.5
2024021237,2025-04-08,FLA,TOR,5.659872315928862,5.5,4,0.15987231592886175,1.6598723159288618,1.5
2024021251,2025-04-10,FLA,DET,5.433617268024112,5.5,5,-0.06638273197588784,0.43361726802411216,0.5
2024021268,2025-04-12,FLA,BUF,6.193719463536711,6.5,5,-0.306280536463289,1.193719463536711,1.5
2024021287,2025-04-14,FLA,NYR,6.051122062224318,5.5,8,0.5511220622243176,-1.9488779377756824,-2.5
2024020117,2024-10-24,LAK,SJS,5.862145485214377,6.0,5,-0.13785451478562294,0.8621454852143771,1.0
2024020124,2024-10-26,LAK,UTA,5.9629858234847495,6.0,5,-0.03701417651525052,0.9629858234847495,1.0
2024020160,2024-10-30,LAK,VGK,7.012724921336817,6.0,9,1.012724921336817,-1.987275078663183,-3.0
2024020176,2024-11-02,LAK,CHI,6.115451124815447,6.0,7,0.11545112481544706,-0.8845488751845529,-1.0
