game_pk,date,season,split,signal,combined_value,home_team,away_team,closing_total,under_price,actual_total,result
661976,2022-06-11,2022,DISC,ADJ_K_RATE,0.00836615190654083,STL,CIN,8.0,100.0,9,LOSS
661968,2022-06-27,2022,DISC,ADJ_K_RATE,0.003918593918618721,STL,MIA,7.5,-110.0,9,LOSS
661136,2022-07-08,2022,DISC,ADJ_K_RATE,0.0302556065743348,STL,PHI,7.5,-105.0,2,WIN
661951,2022-08-13,2022,DISC,ADJ_K_RATE,0.041678781554414394,STL,MIL,7.0,105.0,5,WIN
717797,2023-06-11,2023,DISC,ADJ_K_RATE,0.021125294341474615,STL,CIN,8.0,-105.0,7,WIN
716531,2023-09-18,2023,DISC,ADJ_K_RATE,0.003317848903524004,STL,MIL,8.5,-108.0,1,WIN
717793,2023-06-12,2023,DISC,ADJ_K_RATE,1.4040820081227638e-05,KCR,CIN,8.5,-105.0,9,LOSS
716352,2023-10-01,2023,DISC,ADJ_K_RATE,0.075006179701406,KCR,NYY,9.0,-110.0,7,WIN
662758,2022-06-12,2022,DISC,ADJ_K_RATE,0.04831603597745956,HOU,MIA,8.0,-115.0,13,LOSS
662745,2022-07-29,2022,DISC,ADJ_K_RATE,0.06842610004379843,HOU,SEA,7.5,-125.0,12,LOSS
662740,2022-09-16,2022,DISC,ADJ_K_RATE,0.04359053284998448,HOU,OAK,7.5,-115.0,5,WIN
662820,2022-09-28,2022,DISC,ADJ_K_RATE,0.141240233079948,HOU,ARI,6.5,-115.0,7,LOSS
718150,2023-05-16,2023,DISC,ADJ_K_RATE,0.0480454486984538,NYM,TBR,8.5,100.0,13,LOSS
776350,2025-09-12,2025,OOS,ADJ_K_RATE,0.06742958880247414,SFG,LAD,8.0,-116.0,6,WIN
661854,2022-09-03,2022,DISC,ADJ_K_RATE,0.046301912369760084,TBR,NYY,8.0,-120.0,3,WIN
718702,2023-04-05,2023,DISC,ADJ_K_RATE,0.007201391355287315,BOS,PIT,8.5,-105.0,5,WIN
718505,2023-04-19,2023,DISC,ADJ_K_RATE,0.05439197655920664,BOS,MIN,8.5,100.0,14,LOSS
663227,2022-05-05,2022,DISC,ADJ_K_RATE,0.0269236288743211,BOS,LAA,7.5,100.0,8,LOSS
718679,2023-04-07,2023,DISC,ADJ_K_RATE,0.02908298583636011,PIT,CHW,8.5,-105.0,22,LOSS
718065,2023-05-23,2023,DISC,ADJ_K_RATE,0.00751878180624331,PIT,TEX,8.0,-110.0,7,WIN
716957,2023-08-17,2023,DISC,ADJ_K_RATE,0.019487785572895627,SDP,ARI,8.5,-112.0,4,WIN
661542,2022-05-25,2022,DISC,ADJ_K_RATE,0.040360927897993254,ATL,PHI,9.0,-120.0,12,LOSS
661141,2022-06-22,2022,DISC,ADJ_K_RATE,0.0986676013863922,ATL,SFG,8.5,100.0,7,WIN
661522,2022-07-08,2022,DISC,ADJ_K_RATE,0.02262661416145494,ATL,WSN,9.0,-105.0,14,LOSS
661505,2022-07-13,2022,DISC,ADJ_K_RATE,0.022011809092548216,ATL,NYM,8.0,-115.0,10,LOSS
661504,2022-07-22,2022,DISC,ADJ_K_RATE,0.15046267052040335,ATL,LAA,7.0,100.0,9,LOSS
661480,2022-08-21,2022,DISC,ADJ_K_RATE,0.05196732073748902,ATL,HOU,8.5,-120.0,9,LOSS
661476,2022-09-02,2022,DISC,ADJ_K_RATE,0.08911442685431416,ATL,MIA,7.0,-120.0,9,LOSS
718245,2023-05-09,2023,DISC,ADJ_K_RATE,0.0013416530628480906,ATL,BOS,10.0,-115.0,12,LOSS
717997,2023-05-27,2023,DISC,ADJ_K_RATE,0.012024315558923243,ATL,PHI,9.0,-110.0,3,WIN
717850,2023-06-07,2023,DISC,ADJ_K_RATE,0.05373989819119972,ATL,NYM,9.5,-110.0,12,LOSS
717716,2023-06-18,2023,DISC,ADJ_K_RATE,0.0032489575410538755,ATL,COL,9.0,-105.0,20,LOSS
717536,2023-07-01,2023,DISC,ADJ_K_RATE,0.08917419529259092,ATL,MIA,9.0,-105.0,7,WIN
747135,2024-04-20,2024,VAL,ADJ_K_RATE,0.0022040095825597945,ATL,TEX,9.0,-118.0,7,WIN
747113,2024-06-15,2024,VAL,ADJ_K_RATE,0.011602889104478771,ATL,TBR,8.5,-108.0,11,LOSS
747093,2024-07-20,2024,VAL,ADJ_K_RATE,0.013101449057393287,ATL,STL,8.0,-110.0,5,WIN
747061,2024-09-29,2024,VAL,ADJ_K_RATE,0.008027381984478808,ATL,KCR,8.0,-102.0,6,WIN
776501,2025-09-01,2025,OOS,ADJ_K_RATE,0.06713209382307805,DET,NYM,8.5,-102.0,18,LOSS
662554,2022-05-18,2022,DISC,ADJ_K_RATE,0.009208053487024494,NYM,STL,7.0,-115.0,15,LOSS
662481,2022-07-22,2022,DISC,ADJ_K_RATE,0.10810780587546193,NYM,SDP,7.0,-105.0,5,WIN
662434,2022-08-12,2022,DISC,ADJ_K_RATE,0.009223288570343347,NYM,PHI,7.0,-110.0,3,WIN
717779,2023-06-13,2023,DISC,ADJ_K_RATE,0.006736538268613763,NYM,NYY,7.5,105.0,13,LOSS
717385,2023-07-16,2023,DISC,ADJ_K_RATE,3.641616044652157e-05,NYM,LAD,9.0,-120.0,3,WIN
717230,2023-07-28,2023,DISC,ADJ_K_RATE,0.01778617167119606,NYM,WSN,8.5,-105.0,6,WIN
716918,2023-08-20,2023,DISC,ADJ_K_RATE,0.017602530324864953,TEX,MIL,8.5,-105.0,8,WIN
716772,2023-09-01,2023,DISC,ADJ_K_RATE,0.05471801982296944,TEX,MIN,8.0,-105.0,6,WIN
716687,2023-09-06,2023,DISC,ADJ_K_RATE,0.0045047235076753605,TEX,HOU,9.0,-120.0,15,LOSS
744994,2024-07-20,2024,VAL,ADJ_K_RATE,0.017483801806394316,TEX,BAL,8.0,-118.0,12,LOSS
776900,2025-08-02,2025,OOS,ADJ_K_RATE,0.054845118391352185,TOR,KCR,8.0,-112.0,6,WIN
776206,2025-09-24,2025,OOS,ADJ_K_RATE,0.08638319459025592,TOR,BOS,7.5,-124.0,8,LOSS
661810,2022-07-15,2022,DISC,ADJ_K_RATE,0.0941882077816795,TEX,SEA,8.0,-110.0,11,LOSS
661385,2022-08-03,2022,DISC,ADJ_K_RATE,0.09952201662172683,CHW,KCR,8.5,-110.0,5,WIN
661433,2022-09-21,2022,DISC,ADJ_K_RATE,0.0018781748004203826,CHW,CLE,7.5,100.0,10,LOSS
718084,2023-05-21,2023,DISC,ADJ_K_RATE,0.00810842775112291,CHW,KCR,9.0,-115.0,7,WIN
717629,2023-06-24,2023,DISC,ADJ_K_RATE,0.059118091561792555,CHW,BOS,8.5,-110.0,9,LOSS
717468,2023-07-06,2023,DISC,ADJ_K_RATE,0.06393628402636342,CHW,TOR,9.0,-110.0,8,WIN
716768,2023-08-31,2023,DISC,ADJ_K_RATE,0.011414852941360229,LAD,ATL,8.5,-105.0,15,LOSS
745168,2024-06-13,2024,VAL,ADJ_K_RATE,0.004782441151978173,STL,PIT,8.5,-108.0,7,WIN
745152,2024-07-13,2024,VAL,ADJ_K_RATE,0.0011052587760523869,STL,CHC,8.5,-110.0,14,LOSS
662521,2022-06-28,2022,DISC,ADJ_K_RATE,0.006859802831264736,NYM,HOU,8.0,-105.0,10,LOSS
662458,2022-07-24,2022,DISC,ADJ_K_RATE,0.005476776162498953,NYM,SDP,8.0,-115.0,13,LOSS
716840,2023-08-26,2023,DISC,ADJ_K_RATE,0.005880290839348615,NYM,LAA,9.0,100.0,8,WIN
746612,2024-07-22,2024,VAL,ADJ_K_RATE,0.056713712755773554,CLE,DET,7.0,-102.0,10,LOSS
778466,2025-04-03,2025,OOS,ADJ_K_RATE,0.01531931955264769,NYY,ARI,10.0,-108.0,16,LOSS
662683,2022-07-09,2022,DISC,ADJ_K_RATE,0.02948402396423872,LAD,CHC,8.0,-115.0,6,WIN
662622,2022-09-19,2022,DISC,ADJ_K_RATE,0.025764648473299484,LAD,ARI,7.5,-120.0,7,WIN
662584,2022-09-24,2022,DISC,ADJ_K_RATE,0.06045015822155804,LAD,STL,7.5,-110.0,8,LOSS
662596,2022-09-30,2022,DISC,ADJ_K_RATE,0.015843164321633695,LAD,COL,8.0,-120.0,11,LOSS
718141,2023-05-16,2023,DISC,ADJ_K_RATE,0.029102261950237057,LAD,MIN,8.0,-115.0,6,WIN
717917,2023-06-02,2023,DISC,ADJ_K_RATE,0.024109255726355527,LAD,NYY,8.0,-110.0,12,LOSS
717760,2023-06-14,2023,DISC,ADJ_K_RATE,0.0035529261683471224,LAD,CHW,8.5,-115.0,12,LOSS
716792,2023-08-29,2023,DISC,ADJ_K_RATE,0.056477164377070094,LAD,ARI,7.5,-108.0,10,LOSS
662519,2022-05-15,2022,DISC,ADJ_K_RATE,0.016657352658056592,PIT,CIN,8.5,-110.0,1,WIN
662329,2022-07-05,2022,DISC,ADJ_K_RATE,0.01692944092557854,PIT,NYY,9.0,-110.0,7,WIN
661940,2022-08-26,2022,DISC,ADJ_K_RATE,0.0016270452735280203,STL,ATL,7.0,-105.0,15,LOSS
745848,2024-03-29,2024,VAL,ADJ_K_RATE,0.0032982041502685466,NYM,MIL,7.5,-120.0,4,WIN
745804,2024-06-28,2024,VAL,ADJ_K_RATE,0.026037367541775016,NYM,HOU,8.0,-105.0,9,LOSS
745803,2024-07-09,2024,VAL,ADJ_K_RATE,0.04704192938745051,NYM,WSN,8.5,-115.0,12,LOSS
745791,2024-07-29,2024,VAL,ADJ_K_RATE,0.010369364915032344,NYM,MIN,8.5,-112.0,17,LOSS
661672,2022-07-17,2022,DISC,ADJ_K_RATE,0.0028574734728722753,MIN,CHW,8.5,-120.0,11,LOSS
661653,2022-08-07,2022,DISC,ADJ_K_RATE,0.06551804492283633,MIN,TOR,8.5,-110.0,5,WIN
661670,2022-08-20,2022,DISC,ADJ_K_RATE,0.01888335250897259,MIN,TEX,8.5,100.0,7,WIN
661626,2022-05-08,2022,DISC,ADJ_K_RATE,0.031233681105670735,PHI,NYM,8.0,-105.0,5,WIN
718259,2023-05-08,2023,DISC,ADJ_K_RATE,0.007695598515639425,BAL,TBR,8.5,-110.0,3,WIN
717808,2023-06-11,2023,DISC,ADJ_K_RATE,0.10066852930883068,BAL,KCR,9.0,-105.0,14,LOSS
716377,2023-09-30,2023,DISC,ADJ_K_RATE,0.020435589869953752,BAL,BOS,8.0,100.0,7,WIN
745189,2024-04-19,2024,VAL,ADJ_K_RATE,0.021451475149207366,STL,MIL,7.5,-110.0,3,WIN
745157,2024-06-26,2024,VAL,ADJ_K_RATE,0.04721526472864366,STL,ATL,7.5,-102.0,8,LOSS
745125,2024-09-07,2024,VAL,ADJ_K_RATE,0.03284134991743305,STL,SEA,7.0,-112.0,2,WIN
662032,2022-09-02,2022,DISC,ADJ_K_RATE,0.018621626402453566,SFG,PHI,7.5,-105.0,14,LOSS
662029,2022-09-12,2022,DISC,ADJ_K_RATE,0.09926789413947845,SFG,ATL,7.0,-120.0,5,WIN
662025,2022-09-18,2022,DISC,ADJ_K_RATE,0.02769064509926427,SFG,LAD,7.5,-115.0,7,WIN
718612,2023-04-12,2023,DISC,ADJ_K_RATE,0.06919489187368055,SFG,LAD,7.5,-115.0,15,LOSS
717029,2023-08-12,2023,DISC,ADJ_K_RATE,0.011834566058879857,SFG,TEX,8.5,-105.0,12,LOSS
662472,2022-08-14,2022,DISC,ADJ_K_RATE,0.004799140147441136,WSN,SDP,8.5,100.0,6,WIN
662221,2022-06-20,2022,DISC,ADJ_K_RATE,0.0052546290538843295,SDP,ARI,7.0,105.0,5,WIN
662266,2022-07-09,2022,DISC,ADJ_K_RATE,0.05703566546411532,SDP,SFG,6.5,105.0,4,WIN
662250,2022-08-02,2022,DISC,ADJ_K_RATE,0.020843418338305372,SDP,COL,7.5,-110.0,18,LOSS
718717,2023-04-04,2023,DISC,ADJ_K_RATE,0.03515569672420613,SDP,ARI,7.5,-125.0,14,LOSS
718295,2023-05-05,2023,DISC,ADJ_K_RATE,0.08220061284019096,SDP,LAD,7.5,-105.0,7,WIN
717129,2023-08-04,2023,DISC,ADJ_K_RATE,0.008787762991740031,SDP,LAD,8.0,-102.0,15,LOSS
745439,2024-04-02,2024,VAL,ADJ_K_RATE,0.006356953623922043,SDP,STL,8.0,-115.0,7,WIN
745415,2024-05-24,2024,VAL,ADJ_K_RATE,0.05096897729275509,SDP,NYY,7.5,-115.0,8,LOSS
745414,2024-05-29,2024,VAL,ADJ_K_RATE,0.027887444202091653,SDP,MIA,7.0,-110.0,10,LOSS
777126,2025-07-12,2025,OOS,ADJ_K_RATE,0.08203642896185889,SDP,PHI,7.5,-119.0,9,LOSS
776636,2025-08-22,2025,OOS,ADJ_K_RATE,0.09147374791019135,SDP,LAD,8.0,-116.0,3,WIN
776407,2025-09-08,2025,OOS,ADJ_K_RATE,0.021534334416949276,SDP,CIN,7.5,-110.0,7,WIN
716522,2023-09-19,2023,DISC,ADJ_K_RATE,0.05507093830966443,CIN,MIN,9.5,102.0,7,WIN
746672,2024-08-28,2024,VAL,ADJ_K_RATE,0.20802607474305562,CIN,OAK,10.0,-110.0,15,LOSS
746667,2024-08-31,2024,VAL,ADJ_K_RATE,0.19181619219899873,CIN,MIL,9.0,-108.0,9,PUSH
663290,2022-09-01,2022,DISC,ADJ_K_RATE,0.05569516570267948,ARI,MIL,7.5,-120.0,5,WIN
663323,2022-09-13,2022,DISC,ADJ_K_RATE,0.023338395342913414,ARI,LAD,7.5,100.0,4,WIN
718226,2023-05-10,2023,DISC,ADJ_K_RATE,0.09433070587849852,ARI,MIA,8.5,100.0,9,LOSS
717919,2023-06-02,2023,DISC,ADJ_K_RATE,0.04095984851046458,ARI,ATL,9.0,-105.0,5,WIN
717757,2023-06-14,2023,DISC,ADJ_K_RATE,0.011145315009555155,ARI,PHI,8.5,100.0,7,WIN
717259,2023-07-25,2023,DISC,ADJ_K_RATE,0.012338485424246353,ARI,STL,9.0,-105.0,4,WIN
716868,2023-08-24,2023,DISC,ADJ_K_RATE,0.0031933289841405144,ARI,CIN,9.0,-115.0,5,WIN
778162,2025-04-26,2025,OOS,ADJ_K_RATE,0.015834226389185926,ARI,ATL,9.0,102.0,15,LOSS
777710,2025-05-30,2025,OOS,ADJ_K_RATE,0.0012759844225496697,ARI,WSN,9.0,-102.0,16,LOSS
777577,2025-06-09,2025,OOS,ADJ_K_RATE,0.01274759391774758,ARI,SEA,9.5,-121.0,12,LOSS
777491,2025-06-15,2025,OOS,ADJ_K_RATE,0.017728742712096957,ARI,SDP,8.5,-105.0,10,LOSS
777332,2025-06-27,2025,OOS,ADJ_K_RATE,0.006281734925989019,ARI,MIA,8.5,-114.0,17,LOSS
776375,2025-09-10,2025,OOS,ADJ_K_RATE,0.0348480696564429,TEX,MIL,7.5,-125.0,9,LOSS
718524,2023-04-18,2023,DISC,ADJ_K_RATE,0.04364817070956499,BOS,MIN,8.5,100.0,9,LOSS
717932,2023-06-01,2023,DISC,ADJ_K_RATE,0.09356167791185732,BOS,CIN,9.5,-120.0,10,LOSS
717042,2023-08-11,2023,DISC,ADJ_K_RATE,0.05448432620989878,BOS,DET,9.0,-105.0,7,WIN
716664,2023-09-09,2023,DISC,ADJ_K_RATE,0.01311524924494483,BOS,BAL,10.0,-112.0,25,LOSS
716478,2023-09-22,2023,DISC,ADJ_K_RATE,0.053513834415769145,BOS,CHW,9.5,-110.0,5,WIN
747127,2024-05-08,2024,VAL,ADJ_K_RATE,0.05253613455348164,ATL,BOS,8.5,-115.0,5,WIN
747124,2024-05-14,2024,VAL,ADJ_K_RATE,0.004337876452314295,ATL,CHC,8.0,-120.0,7,WIN
747100,2024-07-03,2024,VAL,ADJ_K_RATE,0.0244924810540348,ATL,SFG,7.5,-110.0,4,WIN
747085,2024-08-07,2024,VAL,ADJ_K_RATE,0.025822688364214627,ATL,MIL,8.0,-115.0,13,LOSS
747080,2024-08-23,2024,VAL,ADJ_K_RATE,0.043996389384568804,ATL,WSN,7.5,-120.0,5,WIN
747070,2024-09-14,2024,VAL,ADJ_K_RATE,0.03244616680449574,ATL,LAD,7.5,-115.0,11,LOSS
778406,2025-04-08,2025,OOS,ADJ_K_RATE,0.10051938145851338,ATL,PHI,7.0,-115.0,12,LOSS
778034,2025-05-06,2025,OOS,ADJ_K_RATE,0.043718419659161775,ATL,CIN,8.5,-118.0,3,WIN
777813,2025-05-23,2025,OOS,ADJ_K_RATE,0.04179482799981721,ATL,SDP,7.5,-105.0,3,WIN
777654,2025-06-04,2025,OOS,ADJ_K_RATE,0.07006002502607182,ATL,ARI,7.5,-102.0,3,WIN
777470,2025-06-18,2025,OOS,ADJ_K_RATE,0.034787793712914454,ATL,NYM,8.5,-108.0,5,WIN
776460,2025-09-05,2025,OOS,ADJ_K_RATE,0.08531294486463292,ATL,SEA,7.5,-108.0,5,WIN
776381,2025-09-10,2025,OOS,ADJ_K_RATE,0.00727744099602301,ATL,CHC,8.0,-114.0,5,WIN
776221,2025-09-22,2025,OOS,ADJ_K_RATE,0.027911428468579195,ATL,WSN,7.0,100.0,16,LOSS
661831,2022-08-31,2022,DISC,ADJ_K_RATE,0.03210946261058608,TEX,HOU,7.5,-115.0,8,LOSS
745498,2024-05-26,2024,VAL,ADJ_K_RATE,0.017719904719741074,PIT,ATL,8.0,-110.0,9,LOSS
745374,2024-08-20,2024,VAL,ADJ_K_RATE,0.006223823841923486,SDP,MIN,8.0,-112.0,12,LOSS
662563,2022-08-07,2022,DISC,ADJ_K_RATE,0.013715171136576457,LAD,SDP,8.5,100.0,4,WIN
718657,2023-04-08,2023,DISC,ADJ_K_RATE,0.004143021448857003,LAA,TOR,9.0,100.0,14,LOSS
717533,2023-07-01,2023,DISC,ADJ_K_RATE,0.0004192352521742021,LAA,ARI,10.0,-115.0,4,WIN
717109,2023-08-05,2023,DISC,ADJ_K_RATE,0.02553747236062638,LAA,SEA,9.0,-115.0,5,WIN
746232,2024-05-11,2024,VAL,ADJ_K_RATE,0.023132731089026873,LAA,KCR,8.0,-105.0,12,LOSS
746228,2024-05-29,2024,VAL,ADJ_K_RATE,0.01689135551668236,LAA,NYY,8.5,-115.0,3,WIN
746224,2024-06-03,2024,VAL,ADJ_K_RATE,0.015308361953751265,LAA,SDP,8.0,-102.0,3,WIN
746188,2024-08-14,2024,VAL,ADJ_K_RATE,0.007343645784765014,LAA,TOR,8.5,102.0,11,LOSS
778260,2025-04-18,2025,OOS,ADJ_K_RATE,0.014026639502290928,LAA,SFG,8.0,-112.0,2,WIN
777150,2025-07-11,2025,OOS,ADJ_K_RATE,0.0026631722998108776,LAA,ARI,9.5,-123.0,11,LOSS
717859,2023-06-07,2023,DISC,ADJ_K_RATE,0.05508835725368408,TBR,MIN,8.0,-110.0,3,WIN
717024,2023-08-12,2023,DISC,ADJ_K_RATE,0.055656874772952336,TBR,CLE,8.0,102.0,11,LOSS
716869,2023-08-24,2023,DISC,ADJ_K_RATE,0.030215174758946514,TBR,COL,8.5,-105.0,8,WIN
745099,2024-04-24,2024,VAL,ADJ_K_RATE,0.002730871861199917,TBR,DET,8.0,-112.0,12,LOSS
745087,2024-05-24,2024,VAL,ADJ_K_RATE,0.10451534968050805,TBR,KCR,8.0,-118.0,9,LOSS
745081,2024-05-30,2024,VAL,ADJ_K_RATE,0.12020838373196902,TBR,OAK,8.5,-118.0,11,LOSS
745063,2024-07-28,2024,VAL,ADJ_K_RATE,0.09016349881562573,TBR,CIN,6.5,-110.0,3,WIN
777443,2025-06-19,2025,OOS,ADJ_K_RATE,0.028239792697374748,TEX,KCR,8.0,-102.0,5,WIN
661302,2022-05-08,2022,DISC,ADJ_K_RATE,0.015276151585300633,NYY,TEX,7.0,-110.0,3,WIN
661287,2022-05-23,2022,DISC,ADJ_K_RATE,0.034555881888631526,NYY,BAL,7.5,-105.0,10,LOSS
661318,2022-06-03,2022,DISC,ADJ_K_RATE,0.05398514552571129,NYY,DET,7.5,-115.0,13,LOSS
661328,2022-06-14,2022,DISC,ADJ_K_RATE,0.040176084657557024,NYY,TBR,8.0,-120.0,2,WIN
661271,2022-06-25,2022,DISC,ADJ_K_RATE,0.02687975025160963,NYY,HOU,8.0,-105.0,3,WIN
661256,2022-07-29,2022,DISC,ADJ_K_RATE,0.014922679923053295,NYY,KCR,8.5,-115.0,16,LOSS
661293,2022-08-03,2022,DISC,ADJ_K_RATE,0.06681959264222517,NYY,SEA,7.0,100.0,10,LOSS
661283,2022-08-15,2022,DISC,ADJ_K_RATE,0.09104188204877835,NYY,TBR,7.5,-120.0,4,WIN
661222,2022-09-23,2022,DISC,ADJ_K_RATE,0.0714906839040632,NYY,BOS,7.5,-110.0,9,LOSS
718781,2023-03-30,2023,DISC,ADJ_K_RATE,0.004092669943624092,NYY,SFG,6.5,-105.0,5,WIN
718699,2023-04-05,2023,DISC,ADJ_K_RATE,0.07368353449096121,NYY,PHI,6.5,-110.0,6,WIN
718557,2023-04-16,2023,DISC,ADJ_K_RATE,0.08074672706970518,NYY,MIN,7.0,-125.0,2,WIN
717684,2023-06-20,2023,DISC,ADJ_K_RATE,0.03468408647088225,NYY,SEA,7.0,-115.0,4,WIN
717160,2023-08-02,2023,DISC,ADJ_K_RATE,0.0712831471700942,NYY,TBR,7.5,-115.0,9,LOSS
716646,2023-09-10,2023,DISC,ADJ_K_RATE,0.005016988782589552,NYY,MIL,7.5,-120.0,7,WIN
716492,2023-09-21,2023,DISC,ADJ_K_RATE,0.0171262167625717,NYY,TOR,7.0,-105.0,8,LOSS
745721,2024-07-19,2024,VAL,ADJ_K_RATE,0.0276733884832892,NYY,TBR,8.0,-108.0,7,WIN
745718,2024-08-04,2024,VAL,ADJ_K_RATE,0.002002698347102196,NYY,TOR,9.5,-115.0,7,WIN
745705,2024-08-22,2024,VAL,ADJ_K_RATE,0.02780206843756515,NYY,CLE,8.0,-105.0,6,WIN
745689,2024-09-14,2024,VAL,ADJ_K_RATE,0.04306837521748072,NYY,BOS,8.5,-108.0,8,WIN
717890,2023-06-04,2023,DISC,ADJ_K_RATE,0.011949391664325133,SFG,BAL,8.0,100.0,11,LOSS
777218,2025-07-06,2025,OOS,ADJ_K_RATE,0.0026729010037735527,ARI,KCR,9.5,-113.0,4,WIN
663224,2022-05-06,2022,DISC,ADJ_K_RATE,0.011851434784485956,BOS,CHW,8.5,-120.0,6,WIN
663222,2022-07-22,2022,DISC,ADJ_K_RATE,0.030569350657045562,BOS,TOR,9.0,-120.0,33,LOSS
718126,2023-05-17,2023,DISC,ADJ_K_RATE,0.1133165609528463,TEX,ATL,7.5,-110.0,11,LOSS
717751,2023-06-15,2023,DISC,ADJ_K_RATE,0.014620630117302583,TEX,LAA,8.0,100.0,8,PUSH
745017,2024-05-28,2024,VAL,ADJ_K_RATE,0.005771036845125019,TEX,ARI,8.5,102.0,6,WIN
745009,2024-06-03,2024,VAL,ADJ_K_RATE,0.03639879365020021,TEX,DET,7.5,-122.0,3,WIN
744999,2024-07-02,2024,VAL,ADJ_K_RATE,0.06479501023922765,TEX,SDP,7.5,-108.0,7,WIN
744993,2024-07-07,2024,VAL,ADJ_K_RATE,0.008418814430229973,TEX,TBR,7.5,-108.0,15,LOSS
744979,2024-08-04,2024,VAL,ADJ_K_RATE,0.007176304684427225,TEX,BOS,8.0,-115.0,9,LOSS
744977,2024-08-17,2024,VAL,ADJ_K_RATE,0.02960616733666368,TEX,MIN,8.5,-118.0,7,WIN
744961,2024-09-17,2024,VAL,ADJ_K_RATE,0.0374307967100807,TEX,TOR,7.5,-102.0,21,LOSS
778553,2025-03-27,2025,OOS,ADJ_K_RATE,0.041277893100403605,TEX,BOS,7.5,-108.0,7,WIN
777741,2025-05-27,2025,OOS,ADJ_K_RATE,0.0056535426771101615,TEX,TOR,8.0,-115.0,2,WIN
777340,2025-06-27,2025,OOS,ADJ_K_RATE,0.058304279032656704,TEX,SEA,7.0,102.0,13,LOSS
776785,2025-08-11,2025,OOS,ADJ_K_RATE,0.0012345528005296893,TEX,ARI,7.5,-119.0,13,LOSS
661731,2022-05-29,2022,DISC,ADJ_K_RATE,0.01689934807040854,MIN,KCR,8.5,-110.0,10,LOSS
661657,2022-08-27,2022,DISC,ADJ_K_RATE,0.02694905123299347,MIN,SFG,7.5,-115.0,5,WIN
718362,2023-04-30,2023,DISC,ADJ_K_RATE,0.011110181732617432,MIN,KCR,7.5,-110.0,12,LOSS
717446,2023-07-08,2023,DISC,ADJ_K_RATE,0.008985524887136406,MIN,BAL,8.0,-110.0,8,PUSH
716936,2023-08-19,2023,DISC,ADJ_K_RATE,0.02501382043869679,MIN,PIT,8.5,100.0,11,LOSS
716850,2023-08-25,2023,DISC,ADJ_K_RATE,0.038624111971511846,MIN,TEX,8.5,102.0,14,LOSS
716629,2023-09-11,2023,DISC,ADJ_K_RATE,0.004555284974039675,MIN,TBR,7.5,-112.0,11,LOSS
745195,2024-04-09,2024,VAL,ADJ_K_RATE,0.00952270720633984,STL,PHI,7.5,-118.0,3,WIN
745181,2024-05-20,2024,VAL,ADJ_K_RATE,0.010061927062362419,STL,BAL,8.0,-118.0,9,LOSS
745174,2024-06-06,2024,VAL,ADJ_K_RATE,0.04747669103495368,STL,COL,7.0,102.0,5,WIN
745171,2024-06-12,2024,VAL,ADJ_K_RATE,0.055739316043502886,STL,PIT,8.0,-102.0,6,WIN
745141,2024-08-06,2024,VAL,ADJ_K_RATE,0.07724740635547864,STL,TBR,7.5,-108.0,7,WIN
745139,2024-08-18,2024,VAL,ADJ_K_RATE,0.002778545971475907,STL,LAD,7.5,-105.0,3,WIN
745135,2024-08-29,2024,VAL,ADJ_K_RATE,0.052771637200872794,STL,SDP,7.5,-112.0,5,WIN
778473,2025-04-02,2025,OOS,ADJ_K_RATE,0.05768508686383972,STL,LAA,8.5,-108.0,17,LOSS
778325,2025-04-14,2025,OOS,ADJ_K_RATE,0.03186921611297889,STL,HOU,7.0,100.0,11,LOSS
777191,2025-07-08,2025,OOS,ADJ_K_RATE,0.0014341454566441716,STL,WSN,8.0,-102.0,6,WIN
777118,2025-07-13,2025,OOS,ADJ_K_RATE,0.006835211671377222,STL,ATL,8.0,-106.0,9,LOSS
776795,2025-08-10,2025,OOS,ADJ_K_RATE,0.024899782451099976,STL,CHC,8.0,-118.0,5,WIN
776713,2025-08-16,2025,OOS,ADJ_K_RATE,0.00912060810676885,STL,NYY,7.5,-115.0,20,LOSS
776265,2025-09-19,2025,OOS,ADJ_K_RATE,0.005548875754830932,STL,MIL,7.5,-103.0,8,LOSS
717961,2023-05-30,2023,DISC,ADJ_K_RATE,0.0115751203802122,CHC,TBR,8.5,-110.0,3,WIN
716708,2023-09-05,2023,DISC,ADJ_K_RATE,0.05364096212519037,CHC,SFG,10.5,-110.0,19,LOSS
777315,2025-06-28,2025,OOS,ADJ_K_RATE,0.01104705718911718,LAA,WSN,9.0,-118.0,10,LOSS
776977,2025-07-27,2025,OOS,ADJ_K_RATE,0.00245719826280226,LAA,SEA,9.0,-123.0,5,WIN
776752,2025-08-13,2025,OOS,ADJ_K_RATE,0.015142784005987744,LAA,LAD,9.5,-116.0,11,LOSS
661344,2022-05-18,2022,DISC,ADJ_K_RATE,0.034463263187848286,BAL,NYY,7.5,-110.0,5,WIN
661057,2022-07-23,2022,DISC,ADJ_K_RATE,0.03355639009437864,BAL,NYY,8.5,-110.0,9,LOSS
718539,2023-04-17,2023,DISC,ADJ_K_RATE,0.04347292745671394,KCR,TEX,7.5,-105.0,4,WIN
716389,2023-09-29,2023,DISC,ADJ_K_RATE,0.012317488586436227,KCR,NYY,9.5,-115.0,17,LOSS
747187,2024-06-15,2024,VAL,ADJ_K_RATE,0.034076740350780024,ARI,CHW,8.5,-118.0,11,LOSS
