game_pk,date,season,split,signal,combined_value,home_team,away_team,closing_total,under_price,actual_total,result
662400,2022-09-28,2022,DISC,ADJ_CONTACT,0.027946816805863292,NYM,MIA,7.0,-115.0,9,LOSS
718652,2023-04-09,2023,DISC,ADJ_CONTACT,0.010700856832906525,PHI,CIN,8.5,-105.0,10,LOSS
718415,2023-04-26,2023,DISC,ADJ_CONTACT,0.03468582425336074,PHI,SEA,8.5,-110.0,11,LOSS
717875,2023-06-06,2023,DISC,ADJ_CONTACT,0.038726977014068735,PHI,DET,9.5,-120.0,1,WIN
717656,2023-06-23,2023,DISC,ADJ_CONTACT,0.08663157476318731,PHI,NYM,9.5,-115.0,6,WIN
717329,2023-07-20,2023,DISC,ADJ_CONTACT,0.11275415992395543,PHI,MIL,9.0,-120.0,4,WIN
717267,2023-07-25,2023,DISC,ADJ_CONTACT,0.035378540260687874,PHI,BAL,9.5,-120.0,7,WIN
717113,2023-08-06,2023,DISC,ADJ_CONTACT,0.016547589451434894,PHI,KCR,9.5,-108.0,12,LOSS
717028,2023-08-12,2023,DISC,ADJ_CONTACT,0.03495926474433202,PHI,MIN,9.0,-110.0,9,PUSH
716817,2023-08-28,2023,DISC,ADJ_CONTACT,0.03724767706617828,PHI,LAA,9.5,-108.0,10,LOSS
717664,2023-09-11,2023,DISC,ADJ_CONTACT,0.018474438384663703,PHI,ATL,10.0,-110.0,18,LOSS
716481,2023-09-22,2023,DISC,ADJ_CONTACT,0.02166515980150115,PHI,NYM,9.0,-102.0,9,PUSH
745587,2024-05-05,2024,VAL,ADJ_CONTACT,0.021137886974196274,PHI,SFG,7.5,-108.0,9,LOSS
745548,2024-08-13,2024,VAL,ADJ_CONTACT,0.04272392603244873,PHI,MIA,9.0,-110.0,5,WIN
745541,2024-08-28,2024,VAL,ADJ_CONTACT,0.03285658029524069,PHI,HOU,10.0,-112.0,10,PUSH
777715,2025-05-30,2025,OOS,ADJ_CONTACT,0.007865596069010753,PHI,MIL,10.0,-118.0,8,WIN
776648,2025-08-22,2025,OOS,ADJ_CONTACT,0.015988581890328812,PHI,WSN,9.5,-119.0,9,WIN
718732,2023-04-03,2023,DISC,ADJ_CONTACT,0.05750357566240291,WSN,TBR,7.5,100.0,8,LOSS
718052,2023-05-24,2023,DISC,ADJ_CONTACT,0.03162121467765464,WSN,SDP,10.0,-115.0,8,WIN
717902,2023-06-04,2023,DISC,ADJ_CONTACT,0.02206043731699216,WSN,PHI,9.0,-105.0,14,LOSS
717749,2023-06-16,2023,DISC,ADJ_CONTACT,0.007032637685341995,WSN,MIA,8.5,-115.0,11,LOSS
717269,2023-07-25,2023,DISC,ADJ_CONTACT,0.0127981229629391,WSN,COL,9.0,100.0,11,LOSS
716760,2023-09-02,2023,DISC,ADJ_CONTACT,0.021246208011861327,WSN,MIA,9.0,-110.0,16,LOSS
744865,2024-04-20,2024,VAL,ADJ_CONTACT,0.08705239319922672,WSN,HOU,9.5,-115.0,9,WIN
744859,2024-05-07,2024,VAL,ADJ_CONTACT,0.043869053360029914,WSN,BAL,8.5,-105.0,3,WIN
744851,2024-05-25,2024,VAL,ADJ_CONTACT,0.012410616953101028,WSN,SEA,8.5,-105.0,4,WIN
744797,2024-09-27,2024,VAL,ADJ_CONTACT,0.0021169900470830796,WSN,PHI,8.5,-118.0,10,LOSS
778429,2025-04-06,2025,OOS,ADJ_CONTACT,0.0438568848363978,WSN,ARI,7.5,-105.0,9,LOSS
777820,2025-05-22,2025,OOS,ADJ_CONTACT,0.049858953617456125,WSN,ATL,8.5,-112.0,15,LOSS
777659,2025-06-03,2025,OOS,ADJ_CONTACT,0.004048997615859345,WSN,CHC,9.5,-120.0,11,LOSS
661238,2022-08-22,2022,DISC,ADJ_CONTACT,0.03545762382793382,NYY,NYM,7.5,-115.0,6,WIN
661232,2022-09-11,2022,DISC,ADJ_CONTACT,0.021346239352056047,NYY,TBR,8.5,-105.0,14,LOSS
661221,2022-09-24,2022,DISC,ADJ_CONTACT,0.04919274985648647,NYY,BOS,8.5,-115.0,12,LOSS
661218,2022-09-30,2022,DISC,ADJ_CONTACT,0.035069652852138505,NYY,BAL,7.5,-105.0,3,WIN
718487,2023-04-21,2023,DISC,ADJ_CONTACT,0.04393472910606955,NYY,TOR,8.5,-115.0,7,WIN
718351,2023-05-01,2023,DISC,ADJ_CONTACT,0.010141650699776739,NYY,CLE,8.5,-110.0,5,WIN
718219,2023-05-11,2023,DISC,ADJ_CONTACT,0.009071528389918988,NYY,TBR,8.0,100.0,10,LOSS
717825,2023-06-10,2023,DISC,ADJ_CONTACT,0.07314957103417635,NYY,BOS,8.5,-105.0,4,WIN
717513,2023-07-03,2023,DISC,ADJ_CONTACT,0.00977558905638451,NYY,BAL,8.5,-105.0,9,LOSS
717433,2023-07-09,2023,DISC,ADJ_CONTACT,0.02115701986734379,NYY,CHC,8.5,100.0,11,LOSS
717266,2023-07-25,2023,DISC,ADJ_CONTACT,0.07718013006442083,NYY,NYM,8.5,-110.0,12,LOSS
662382,2022-05-04,2022,DISC,ADJ_CONTACT,0.02379526547341656,OAK,TBR,7.0,-125.0,3,WIN
662412,2022-05-10,2022,DISC,ADJ_CONTACT,0.02513182169278471,OAK,DET,6.5,105.0,6,WIN
662380,2022-05-15,2022,DISC,ADJ_CONTACT,0.03188576036338239,OAK,LAA,7.0,-105.0,5,WIN
662376,2022-05-26,2022,DISC,ADJ_CONTACT,0.017558094469613032,OAK,TEX,7.0,-115.0,5,WIN
662367,2022-05-31,2022,DISC,ADJ_CONTACT,0.0365897130629726,OAK,HOU,6.5,100.0,4,WIN
662358,2022-06-23,2022,DISC,ADJ_CONTACT,0.005580598057416401,OAK,SEA,7.0,-110.0,3,WIN
661234,2022-09-09,2022,DISC,ADJ_CONTACT,0.03532212639248529,NYY,TBR,7.0,-105.0,6,WIN
746737,2024-03-28,2024,VAL,ADJ_CONTACT,0.052563077629285124,CIN,WSN,9.5,-115.0,10,LOSS
746727,2024-04-21,2024,VAL,ADJ_CONTACT,0.033324289234906185,CIN,LAA,9.0,100.0,3,WIN
746718,2024-05-07,2024,VAL,ADJ_CONTACT,0.03737427469795655,CIN,ARI,9.0,-125.0,8,WIN
746714,2024-05-23,2024,VAL,ADJ_CONTACT,0.004918905823504446,CIN,SDP,9.5,-118.0,10,LOSS
746700,2024-06-22,2024,VAL,ADJ_CONTACT,0.021914077640169734,CIN,BOS,9.5,-105.0,7,WIN
746689,2024-07-10,2024,VAL,ADJ_CONTACT,0.06634712715384865,CIN,COL,9.5,-120.0,11,LOSS
745935,2024-09-17,2024,VAL,ADJ_CONTACT,0.09462128348946877,MIL,PHI,7.0,102.0,6,WIN
745929,2024-09-22,2024,VAL,ADJ_CONTACT,0.024701444507243476,MIL,ARI,8.0,-102.0,19,LOSS
745930,2024-09-27,2024,VAL,ADJ_CONTACT,0.06513112117515081,MIL,NYM,7.5,-108.0,12,LOSS
777387,2025-06-24,2025,OOS,ADJ_CONTACT,0.04116398353757906,NYM,ATL,9.0,-115.0,11,LOSS
777241,2025-07-05,2025,OOS,ADJ_CONTACT,0.041233151727081654,NYM,NYY,8.5,102.0,18,LOSS
662851,2022-05-13,2022,DISC,ADJ_CONTACT,0.005534694710245817,DET,BAL,7.5,-105.0,6,WIN
662782,2022-09-12,2022,DISC,ADJ_CONTACT,0.03147461409384793,DET,HOU,7.0,100.0,7,PUSH
662772,2022-09-29,2022,DISC,ADJ_CONTACT,0.03512095904708037,DET,KCR,7.5,-115.0,13,LOSS
718381,2023-04-29,2023,DISC,ADJ_CONTACT,0.03923934261314253,DET,BAL,7.5,100.0,11,LOSS
718318,2023-05-04,2023,DISC,ADJ_CONTACT,0.08917141394083661,DET,NYM,7.5,-105.0,2,WIN
718142,2023-05-17,2023,DISC,ADJ_CONTACT,0.027865617309251498,DET,PIT,7.5,-105.0,8,LOSS
717989,2023-05-28,2023,DISC,ADJ_CONTACT,0.0016611833782624597,DET,CHW,8.0,-115.0,11,LOSS
717265,2023-07-25,2023,DISC,ADJ_CONTACT,0.008946073124590037,DET,LAA,8.5,100.0,13,LOSS
716361,2023-10-01,2023,DISC,ADJ_CONTACT,0.039195281969171,DET,CLE,7.5,-102.0,7,WIN
747160,2024-08-13,2024,VAL,ADJ_CONTACT,0.007703449149562041,ARI,COL,8.5,-102.0,7,WIN
747161,2024-08-28,2024,VAL,ADJ_CONTACT,0.01685897383005152,ARI,NYM,9.0,-112.0,13,LOSS
747150,2024-09-23,2024,VAL,ADJ_CONTACT,0.0343862953623935,ARI,SFG,9.0,-120.0,9,PUSH
778364,2025-04-11,2025,OOS,ADJ_CONTACT,0.0620324211962456,ARI,MIL,8.5,102.0,7,WIN
777988,2025-05-09,2025,OOS,ADJ_CONTACT,0.011662755054387589,ARI,LAD,10.0,-115.0,25,LOSS
777303,2025-06-29,2025,OOS,ADJ_CONTACT,0.0055426296258568875,ARI,MIA,9.0,-105.0,10,LOSS
777248,2025-07-04,2025,OOS,ADJ_CONTACT,0.00991022710002358,ARI,KCR,8.0,-103.0,12,LOSS
776672,2025-08-19,2025,OOS,ADJ_CONTACT,0.011151367353588978,ARI,CLE,8.5,-101.0,11,LOSS
776294,2025-09-16,2025,OOS,ADJ_CONTACT,0.00084356493903915,ARI,SFG,9.0,-102.0,11,LOSS
776230,2025-09-21,2025,OOS,ADJ_CONTACT,0.06553627335141185,ARI,PHI,9.0,-113.0,11,LOSS
718049,2023-05-23,2023,DISC,ADJ_CONTACT,0.03597649125328602,KCR,DET,9.0,-105.0,5,WIN
662428,2022-08-13,2022,DISC,ADJ_CONTACT,0.05666843968613928,NYM,PHI,6.0,100.0,1,WIN
662433,2022-08-25,2022,DISC,ADJ_CONTACT,0.09879042096069471,NYM,COL,7.0,100.0,4,WIN
662447,2022-08-31,2022,DISC,ADJ_CONTACT,0.07218392763472532,NYM,LAD,6.5,100.0,3,WIN
662430,2022-09-13,2022,DISC,ADJ_CONTACT,0.05122893723177838,NYM,CHC,7.0,-120.0,5,WIN
662402,2022-09-18,2022,DISC,ADJ_CONTACT,0.11285428430801994,NYM,PIT,7.0,-125.0,10,LOSS
718779,2023-03-30,2023,DISC,ADJ_CONTACT,0.04202557535772037,TEX,PHI,6.5,100.0,18,LOSS
718615,2023-04-11,2023,DISC,ADJ_CONTACT,0.02279411399626037,TEX,KCR,8.0,-115.0,13,LOSS
718453,2023-04-23,2023,DISC,ADJ_CONTACT,0.009236971200162987,TEX,OAK,7.0,105.0,7,PUSH
718388,2023-04-28,2023,DISC,ADJ_CONTACT,0.021655553068537562,TEX,NYY,7.0,-115.0,7,PUSH
744960,2024-09-20,2024,VAL,ADJ_CONTACT,0.05264612383331699,TEX,SEA,7.0,-110.0,10,LOSS
778516,2025-03-30,2025,OOS,ADJ_CONTACT,0.004757196389993361,TEX,BOS,7.5,-105.0,5,WIN
778438,2025-04-05,2025,OOS,ADJ_CONTACT,0.02759950997424676,TEX,TBR,7.5,-108.0,10,LOSS
778263,2025-04-18,2025,OOS,ADJ_CONTACT,0.05559694013453085,TEX,LAD,8.0,-112.0,3,WIN
778122,2025-04-29,2025,OOS,ADJ_CONTACT,0.042517577035998136,TEX,OAK,8.5,-115.0,17,LOSS
777910,2025-05-15,2025,OOS,ADJ_CONTACT,0.056417622338111637,TEX,HOU,7.0,-112.0,1,WIN
777759,2025-05-26,2025,OOS,ADJ_CONTACT,0.029204539686471763,TEX,TOR,7.0,-118.0,3,WIN
777678,2025-06-01,2025,OOS,ADJ_CONTACT,0.06216399894298918,TEX,STL,7.5,-105.0,9,LOSS
777282,2025-07-01,2025,OOS,ADJ_CONTACT,0.009644601546140167,TEX,BAL,7.5,-124.0,12,LOSS
776810,2025-08-09,2025,OOS,ADJ_CONTACT,0.08074594713867422,TEX,PHI,7.5,-126.0,5,WIN
776592,2025-08-25,2025,OOS,ADJ_CONTACT,0.03923026763561132,TEX,LAA,7.5,-115.0,4,WIN
776432,2025-09-06,2025,OOS,ADJ_CONTACT,0.08806530733540636,TEX,HOU,7.0,-116.0,11,LOSS
662159,2022-05-07,2022,DISC,ADJ_CONTACT,0.0188550756923751,SEA,TBR,7.0,105.0,10,LOSS
662135,2022-05-23,2022,DISC,ADJ_CONTACT,0.01836155784436678,SEA,OAK,7.0,105.0,13,LOSS
662129,2022-06-10,2022,DISC,ADJ_CONTACT,0.013328716314099228,SEA,BOS,8.5,100.0,7,WIN
662173,2022-06-15,2022,DISC,ADJ_CONTACT,0.07454607418597364,SEA,MIN,7.5,100.0,5,WIN
662149,2022-07-01,2022,DISC,ADJ_CONTACT,0.03681969066717977,SEA,OAK,8.5,-115.0,4,WIN
662153,2022-08-07,2022,DISC,ADJ_CONTACT,0.017641277263455678,SEA,LAA,8.0,-105.0,9,LOSS
662141,2022-08-25,2022,DISC,ADJ_CONTACT,0.00020110279033407064,SEA,CLE,8.0,-115.0,4,WIN
662121,2022-09-05,2022,DISC,ADJ_CONTACT,0.0386086003567028,SEA,CHW,7.5,-115.0,5,WIN
662120,2022-09-11,2022,DISC,ADJ_CONTACT,0.04417764426882216,SEA,ATL,8.5,-120.0,15,LOSS
661128,2022-09-29,2022,DISC,ADJ_CONTACT,0.05904881957539234,SEA,TEX,7.0,-105.0,19,LOSS
662195,2022-10-05,2022,DISC,ADJ_CONTACT,0.007100355529532334,SEA,DET,7.5,-115.0,9,LOSS
745523,2024-04-07,2024,VAL,ADJ_CONTACT,0.0468182296117966,PIT,BAL,8.5,-102.0,5,WIN
745469,2024-08-07,2024,VAL,ADJ_CONTACT,0.006186121406208028,PIT,SDP,8.0,-112.0,17,LOSS
717897,2023-06-04,2023,DISC,ADJ_CONTACT,0.05536420465950332,CIN,MIL,10.0,100.0,6,WIN
717321,2023-07-21,2023,DISC,ADJ_CONTACT,0.04887461771381512,CIN,ARI,10.5,-110.0,15,LOSS
746637,2024-05-20,2024,VAL,ADJ_CONTACT,0.03647520673580597,CLE,NYM,9.0,-120.0,4,WIN
746629,2024-06-01,2024,VAL,ADJ_CONTACT,0.0036564270659062382,CLE,WSN,7.5,-105.0,5,WIN
746610,2024-07-21,2024,VAL,ADJ_CONTACT,0.026318074072290098,CLE,SDP,7.5,-105.0,3,WIN
746607,2024-08-01,2024,VAL,ADJ_CONTACT,0.05503613027007788,CLE,BAL,9.5,-120.0,13,LOSS
746604,2024-08-07,2024,VAL,ADJ_CONTACT,0.042722434667754855,CLE,ARI,8.0,-102.0,10,LOSS
746603,2024-08-12,2024,VAL,ADJ_CONTACT,0.061556022232090626,CLE,CHC,8.0,-112.0,17,LOSS
746599,2024-08-24,2024,VAL,ADJ_CONTACT,0.06634645889120586,CLE,TEX,8.5,-108.0,18,LOSS
778342,2025-04-13,2025,OOS,ADJ_CONTACT,0.004601299672325435,CLE,KCR,7.0,102.0,6,WIN
777960,2025-05-12,2025,OOS,ADJ_CONTACT,0.04598800191585846,CLE,MIL,8.5,-112.0,5,WIN
662078,2022-05-20,2022,DISC,ADJ_CONTACT,0.01626664060584831,SFG,SDP,7.5,-105.0,15,LOSS
662090,2022-06-10,2022,DISC,ADJ_CONTACT,0.029585036681958103,SFG,LAD,8.5,100.0,9,LOSS
662112,2022-07-30,2022,DISC,ADJ_CONTACT,0.021259480901223208,SFG,CHC,8.0,-105.0,9,LOSS
662114,2022-08-04,2022,DISC,ADJ_CONTACT,0.019894042793201186,SFG,LAD,8.0,-110.0,8,PUSH
662028,2022-09-13,2022,DISC,ADJ_CONTACT,0.0017109148975431275,SFG,ATL,8.0,-115.0,6,WIN
746009,2024-04-02,2024,VAL,ADJ_CONTACT,0.03903612056887415,MIL,MIN,8.5,-110.0,5,WIN
746671,2024-08-27,2024,VAL,ADJ_CONTACT,0.034270993975268935,CIN,OAK,9.5,-110.0,9,WIN
746662,2024-09-18,2024,VAL,ADJ_CONTACT,0.07205211453449371,CIN,ATL,8.5,-115.0,8,WIN
718030,2023-05-25,2023,DISC,ADJ_CONTACT,0.006264703805523568,CIN,STL,9.5,-120.0,3,WIN
717870,2023-06-06,2023,DISC,ADJ_CONTACT,0.06507751856757407,CIN,LAD,10.5,-110.0,17,LOSS
663010,2022-05-15,2022,DISC,ADJ_CONTACT,0.04774797864382542,COL,KCR,11.0,-115.0,15,LOSS
718658,2023-04-08,2023,DISC,ADJ_CONTACT,0.018941875411482522,COL,WSN,11.0,-110.0,13,LOSS
718509,2023-04-19,2023,DISC,ADJ_CONTACT,0.006091263720061236,COL,PIT,11.0,-110.0,17,LOSS
718202,2023-05-12,2023,DISC,ADJ_CONTACT,0.02883940984987001,COL,PHI,11.0,-105.0,9,WIN
718051,2023-05-23,2023,DISC,ADJ_CONTACT,0.02601317142154584,COL,MIA,11.5,-115.0,9,WIN
717982,2023-05-28,2023,DISC,ADJ_CONTACT,0.010134518529438686,COL,NYM,12.5,105.0,21,LOSS
717410,2023-07-14,2023,DISC,ADJ_CONTACT,0.04236383093820337,COL,NYY,11.0,-105.0,9,WIN
717345,2023-07-19,2023,DISC,ADJ_CONTACT,0.0457809606819572,COL,HOU,12.0,-105.0,5,WIN
716812,2023-08-28,2023,DISC,ADJ_CONTACT,0.029405363248554216,COL,ATL,12.0,-105.0,18,LOSS
746576,2024-04-05,2024,VAL,ADJ_CONTACT,0.01363725851851931,COL,TBR,13.0,-112.0,17,LOSS
746565,2024-04-22,2024,VAL,ADJ_CONTACT,0.06321332532606039,COL,SDP,10.5,-112.0,4,WIN
746561,2024-04-28,2024,VAL,ADJ_CONTACT,0.0025490652346357306,COL,HOU,16.0,-105.0,10,WIN
746553,2024-05-10,2024,VAL,ADJ_CONTACT,0.017660892924754257,COL,TEX,9.5,-110.0,6,WIN
746529,2024-07-06,2024,VAL,ADJ_CONTACT,0.010735385417410346,COL,KCR,10.0,-105.0,4,WIN
746522,2024-08-08,2024,VAL,ADJ_CONTACT,0.004299927140017724,COL,NYM,10.0,-105.0,10,PUSH
746509,2024-09-13,2024,VAL,ADJ_CONTACT,0.0073667686851838585,COL,CHC,11.0,-115.0,14,LOSS
777269,2025-07-02,2025,OOS,ADJ_CONTACT,0.05203250224243714,COL,HOU,10.5,-106.0,8,WIN
776671,2025-08-19,2025,OOS,ADJ_CONTACT,0.005890307390785063,COL,LAD,12.0,-110.0,15,LOSS
663226,2022-05-07,2022,DISC,ADJ_CONTACT,0.030501698804222342,BOS,CHW,8.0,-125.0,4,WIN
663270,2022-05-18,2022,DISC,ADJ_CONTACT,0.028154805509043142,BOS,HOU,9.0,-110.0,6,WIN
663299,2022-05-29,2022,DISC,ADJ_CONTACT,0.015154505390336248,BOS,BAL,9.5,-120.0,14,LOSS
663254,2022-06-19,2022,DISC,ADJ_CONTACT,0.0631641826306779,BOS,STL,9.0,-105.0,10,LOSS
663245,2022-07-05,2022,DISC,ADJ_CONTACT,0.024481009186300636,BOS,TBR,9.5,-115.0,12,LOSS
663211,2022-08-28,2022,DISC,ADJ_CONTACT,0.02508598993701861,BOS,TBR,8.0,100.0,16,LOSS
663160,2022-09-13,2022,DISC,ADJ_CONTACT,0.038559618407435194,BOS,NYY,8.5,-110.0,13,LOSS
718713,2023-04-04,2023,DISC,ADJ_CONTACT,0.0029961841102482075,BOS,PIT,9.0,100.0,5,WIN
718576,2023-04-15,2023,DISC,ADJ_CONTACT,0.01809869458118786,BOS,LAA,10.0,-110.0,16,LOSS
718395,2023-04-28,2023,DISC,ADJ_CONTACT,0.01960969122843527,BOS,CLE,9.0,-115.0,7,WIN
718323,2023-05-03,2023,DISC,ADJ_CONTACT,0.004522762634323163,BOS,TOR,9.5,-115.0,11,LOSS
716628,2023-09-12,2023,DISC,ADJ_CONTACT,0.07209760165154178,BOS,NYY,9.5,-105.0,5,WIN
716468,2023-09-23,2023,DISC,ADJ_CONTACT,0.01687770659906614,BOS,CHW,8.5,100.0,1,WIN
746958,2024-05-25,2024,VAL,ADJ_CONTACT,0.018698040079038077,BOS,MIL,9.0,-102.0,9,PUSH
746954,2024-05-30,2024,VAL,ADJ_CONTACT,0.0035597953896215236,BOS,DET,7.5,-125.0,5,WIN
746948,2024-06-12,2024,VAL,ADJ_CONTACT,0.051298618635831336,BOS,PHI,8.5,-118.0,14,LOSS
746928,2024-07-29,2024,VAL,ADJ_CONTACT,0.03512955709582331,BOS,SEA,8.5,-108.0,21,LOSS
746912,2024-09-06,2024,VAL,ADJ_CONTACT,0.003839525046499791,BOS,CHW,8.5,-112.0,4,WIN
746904,2024-09-27,2024,VAL,ADJ_CONTACT,0.0038864161253758895,BOS,TBR,8.5,-115.0,3,WIN
778514,2025-03-30,2025,OOS,ADJ_CONTACT,0.0723634372145337,SDP,ATL,8.0,-115.0,5,WIN
778361,2025-04-11,2025,OOS,ADJ_CONTACT,0.04140941508847709,SDP,COL,7.5,-120.0,8,LOSS
778288,2025-04-16,2025,OOS,ADJ_CONTACT,0.07774231574098056,SDP,CHC,7.5,-105.0,6,WIN
778126,2025-04-29,2025,OOS,ADJ_CONTACT,0.07570035311900145,SDP,SFG,6.5,102.0,11,LOSS
777707,2025-05-30,2025,OOS,ADJ_CONTACT,0.014170020604020315,SDP,PIT,7.5,-118.0,5,WIN
777579,2025-06-09,2025,OOS,ADJ_CONTACT,0.02034719068239769,SDP,LAD,8.0,-110.0,15,LOSS
777426,2025-06-20,2025,OOS,ADJ_CONTACT,0.022109110682204728,SDP,KCR,7.5,-112.0,11,LOSS
777185,2025-07-08,2025,OOS,ADJ_CONTACT,0.0113369647325749,SDP,ARI,7.5,-106.0,1,WIN
777117,2025-07-13,2025,OOS,ADJ_CONTACT,0.045885312892475466,SDP,PHI,7.0,103.0,3,WIN
776906,2025-08-01,2025,OOS,ADJ_CONTACT,0.026149046416737952,SDP,STL,7.5,-112.0,5,WIN
776820,2025-08-08,2025,OOS,ADJ_CONTACT,0.05448747054787176,SDP,BOS,8.0,-113.0,12,LOSS
776667,2025-08-19,2025,OOS,ADJ_CONTACT,0.03516480007288948,SDP,SFG,8.0,-116.0,6,WIN
776603,2025-08-24,2025,OOS,ADJ_CONTACT,0.05456392621352435,SDP,LAD,8.0,-108.0,10,LOSS
776377,2025-09-10,2025,OOS,ADJ_CONTACT,0.011990312794537527,SDP,CIN,7.5,-108.0,3,WIN
776222,2025-09-22,2025,OOS,ADJ_CONTACT,0.0436170043729566,SDP,MIL,7.0,-104.0,9,LOSS
662578,2022-05-02,2022,DISC,ADJ_CONTACT,0.0788937027130191,NYM,ATL,7.0,-120.0,7,PUSH
662532,2022-06-19,2022,DISC,ADJ_CONTACT,0.04403789270797507,NYM,MIA,6.5,-115.0,8,LOSS
662498,2022-07-08,2022,DISC,ADJ_CONTACT,0.05629867998558881,NYM,MIA,7.5,-120.0,7,WIN
662495,2022-07-23,2022,DISC,ADJ_CONTACT,0.044190521312576655,NYM,SDP,7.5,-105.0,3,WIN
662427,2022-08-14,2022,DISC,ADJ_CONTACT,0.024835207742741065,NYM,PHI,7.0,-105.0,6,WIN
662410,2022-09-01,2022,DISC,ADJ_CONTACT,0.003705365184745185,NYM,LAD,7.5,-120.0,8,LOSS
662423,2022-09-12,2022,DISC,ADJ_CONTACT,0.028534964984979407,NYM,CHC,8.0,-110.0,7,WIN
718444,2023-04-24,2023,DISC,ADJ_CONTACT,0.01456580229467596,TOR,CHW,9.0,-105.0,7,WIN
718363,2023-04-30,2023,DISC,ADJ_CONTACT,0.07151437062014679,TOR,SEA,9.5,-120.0,18,LOSS
718206,2023-05-12,2023,DISC,ADJ_CONTACT,0.10218826728494636,TOR,ATL,8.5,-105.0,3,WIN
718134,2023-05-17,2023,DISC,ADJ_CONTACT,0.07218602948897791,TOR,NYY,7.5,100.0,3,WIN
717404,2023-07-15,2023,DISC,ADJ_CONTACT,0.01465639080074625,TOR,ARI,8.5,-115.0,7,WIN
717186,2023-07-31,2023,DISC,ADJ_CONTACT,0.01344513308241986,TOR,BAL,9.0,-110.0,6,WIN
717026,2023-08-12,2023,DISC,ADJ_CONTACT,0.009150819794804222,TOR,CHC,8.5,-105.0,9,LOSS
716860,2023-08-25,2023,DISC,ADJ_CONTACT,0.03934389700055551,TOR,CLE,8.5,100.0,7,WIN
716785,2023-08-30,2023,DISC,ADJ_CONTACT,0.05530318498864087,TOR,WSN,8.5,100.0,7,WIN
716566,2023-09-16,2023,DISC,ADJ_CONTACT,0.01894500935009844,TOR,BOS,8.5,-110.0,7,WIN
744957,2024-04-09,2024,VAL,ADJ_CONTACT,0.0004184534308144059,TOR,SEA,8.0,-115.0,8,PUSH
744951,2024-04-15,2024,VAL,ADJ_CONTACT,0.03149061034142703,TOR,NYY,8.5,100.0,4,WIN
744949,2024-04-26,2024,VAL,ADJ_CONTACT,0.01200751665759065,TOR,LAD,9.0,-108.0,14,LOSS
744933,2024-05-22,2024,VAL,ADJ_CONTACT,0.054865960403065565,TOR,CHW,8.5,-118.0,11,LOSS
744917,2024-06-18,2024,VAL,ADJ_CONTACT,0.038020257074971635,TOR,BOS,7.5,-110.0,7,WIN
744921,2024-06-29,2024,VAL,ADJ_CONTACT,0.043989857103813694,TOR,NYY,8.5,-118.0,12,LOSS
744912,2024-07-04,2024,VAL,ADJ_CONTACT,0.04247250043941279,TOR,HOU,8.5,-110.0,8,WIN
744911,2024-07-19,2024,VAL,ADJ_CONTACT,0.017070318153282065,TOR,DET,7.5,-110.0,9,LOSS
744907,2024-07-25,2024,VAL,ADJ_CONTACT,0.040490440457618064,TOR,TBR,7.5,-115.0,13,LOSS
744895,2024-08-11,2024,VAL,ADJ_CONTACT,0.008738655190739473,TOR,OAK,8.5,-118.0,12,LOSS
744886,2024-09-10,2024,VAL,ADJ_CONTACT,0.014206164709908023,TOR,NYM,8.0,-112.0,8,PUSH
778297,2025-04-16,2025,OOS,ADJ_CONTACT,0.0005836658309613988,TOR,ATL,7.0,100.0,4,WIN
778081,2025-05-02,2025,OOS,ADJ_CONTACT,0.004086235909780476,TOR,CLE,8.5,-115.0,8,WIN
777923,2025-05-14,2025,OOS,ADJ_CONTACT,0.02367943836134324,TOR,TBR,8.0,-108.0,4,WIN
777845,2025-05-20,2025,OOS,ADJ_CONTACT,0.012166918549486198,TOR,SDP,8.0,-105.0,3,WIN
777716,2025-05-30,2025,OOS,ADJ_CONTACT,0.023324878881878494,TOR,OAK,8.5,102.0,18,LOSS
777408,2025-06-22,2025,OOS,ADJ_CONTACT,0.007447195630223322,TOR,CHW,9.0,-122.0,6,WIN
777260,2025-07-03,2025,OOS,ADJ_CONTACT,0.04390908609573246,TOR,NYY,8.5,-116.0,13,LOSS
776582,2025-08-26,2025,OOS,ADJ_CONTACT,0.03963191661711098,TOR,MIN,8.5,100.0,12,LOSS
776353,2025-09-12,2025,OOS,ADJ_CONTACT,0.03129394843151591,TOR,BAL,7.5,-109.0,7,WIN
662107,2022-07-13,2022,DISC,ADJ_CONTACT,0.015838286822807184,SFG,ARI,8.0,-110.0,7,WIN
662024,2022-09-17,2022,DISC,ADJ_CONTACT,0.03662138904452276,SFG,LAD,7.5,-105.0,9,LOSS
718439,2023-04-25,2023,DISC,ADJ_CONTACT,0.019386757029553156,SFG,STL,9.0,-110.0,9,PUSH
717972,2023-05-30,2023,DISC,ADJ_CONTACT,0.11202362937017471,SFG,PIT,8.5,100.0,3,WIN
717796,2023-06-11,2023,DISC,ADJ_CONTACT,0.0135086140351079,SFG,CHC,8.5,100.0,16,LOSS
716437,2023-09-26,2023,DISC,ADJ_CONTACT,0.04633435441966919,SFG,SDP,8.5,-112.0,4,WIN
745653,2024-05-26,2024,VAL,ADJ_CONTACT,0.009160219499685544,OAK,HOU,8.5,-102.0,7,WIN
661655,2022-08-19,2022,DISC,ADJ_CONTACT,0.042215818153341286,MIN,TEX,8.0,-110.0,3,WIN
