gpk,date,season,home_team,away_team,home_score,away_score,actual_total,actual_f5_total,park_factor_runs,temperature,wind_speed,wind_direction,home_rest_days,away_rest_days,umpire_over_rate,innings_played,completed_early,total_line,total_over_price,total_under_price,f5_line,late_implied,f5_ratio,actual_late,path_state,fg_over,fg_under,fg_push,path_error,fg_error,home_sp_avg_ip,home_sp_fip,home_sp_ip_std,home_sp_k_rate,away_sp_avg_ip,away_sp_fip,away_sp_ip_std,away_sp_k_rate,home_bp_era,away_bp_era,sp_length_diff,bp_quality_diff,sp_fragility_max,sp_fragility_avg,sp_avg_ip_min,bp_era_avg,sp_fip_avg,sp_fip_max,split,warm,month,game_month,is_dome,warm_climate_park,year
718280,2023-05-06,2023,KCR,OAK,4,5,9,9.0,100,90.3,10.9,223.0,1,1,1.0,9,False,9.0,-105.0,-115.0,5.5,3.5,0.6111111111111112,0.0,EARLY_HEAVY,0,0,1,-3.5,0.0,,,,,5.8100000000000005,3.670453241537579,1.1824434082835014,0.2376373626373626,,5.8676544650412525,,,1.1824434082835014,1.1824434082835014,5.8100000000000005,5.8676544650412525,3.670453241537579,3.670453241537579,discovery,True,5,5,False,False,2023
718280,2023-05-06,2023,KCR,OAK,4,5,9,9.0,100,90.3,10.9,223.0,1,1,1.0,9,False,9.0,-105.0,-115.0,5.5,3.5,0.6111111111111112,0.0,EARLY_HEAVY,0,0,1,-3.5,0.0,,,,,4.853846153846154,5.497939778129952,1.2080393099394466,0.2,,5.8676544650412525,,,1.2080393099394466,1.2080393099394466,4.853846153846154,5.8676544650412525,5.497939778129952,5.497939778129952,discovery,True,5,5,False,False,2023
718211,2023-05-12,2023,BOS,STL,6,8,14,6.0,104,75.4,6.0,292.0,2,2,0.971,9,False,9.5,-115.0,-105.0,6.0,3.5,0.631578947368421,8.0,EARLY_HEAVY,1,0,0,4.5,4.5,,,,,5.86060606060606,3.582626680455016,1.3509115889695082,0.1791767554479418,5.5880298774013575,4.549215220742788,,1.0388146566585696,1.3509115889695082,1.3509115889695082,5.86060606060606,5.068622549072073,3.582626680455016,3.582626680455016,discovery,True,5,5,False,False,2023
718150,2023-05-16,2023,NYM,TBR,5,8,13,7.0,94,76.6,11.9,247.0,1,2,1.024,9,False,8.5,-120.0,100.0,5.0,3.5,0.5882352941176471,6.0,EARLY_HEAVY,1,0,0,2.5,4.5,6.1866666666666665,2.575,1.221568616598131,0.2774647887323943,1.92,3.66875,0.5349974039397034,0.2289156626506023,4.396214831098187,5.622703122688113,4.266666666666667,-1.2264882915899251,1.221568616598131,0.8782830102689172,1.92,5.00945897689315,3.121875,3.66875,discovery,True,5,5,False,False,2023
718124,2023-05-18,2023,STL,LAD,16,8,24,11.0,97,78.3,3.1,180.0,1,1,1.008,9,False,8.5,-120.0,100.0,5.0,3.5,0.5882352941176471,13.0,EARLY_HEAVY,1,0,0,9.5,15.5,5.835294117647059,3.714112903225807,1.3384482994375912,0.1768867924528302,5.625,3.835555555555556,1.1338045777438106,0.2424916573971079,4.456977210796452,3.892972918519186,0.2102941176470594,0.5640042922772657,1.3384482994375912,1.236126438590701,5.625,4.1749750646578185,3.774834229390681,3.835555555555556,discovery,True,5,5,False,False,2023
718108,2023-05-20,2023,WSN,DET,5,2,7,5.0,101,79.7,6.3,178.0,1,1,1.0,9,False,8.5,-110.0,-110.0,5.0,3.5,0.5882352941176471,2.0,EARLY_HEAVY,0,1,0,-1.5,-1.5,,,,,4.9525,4.719434628975265,1.9536930840504771,0.1700534759358288,,4.4346940938749855,,,1.9536930840504771,1.9536930840504771,4.9525,4.4346940938749855,4.719434628975265,4.719434628975265,discovery,True,5,5,False,False,2023
718108,2023-05-20,2023,WSN,DET,5,2,7,5.0,101,79.7,6.3,178.0,1,1,1.0,9,False,8.5,-110.0,-110.0,5.0,3.5,0.5882352941176471,2.0,EARLY_HEAVY,0,1,0,-1.5,-1.5,,,,,4.428571428571429,5.087096774193548,1.2892625032156184,0.1824561403508772,,4.4346940938749855,,,1.2892625032156184,1.2892625032156184,4.428571428571429,4.4346940938749855,5.087096774193548,5.087096774193548,discovery,True,5,5,False,False,2023
718049,2023-05-23,2023,KCR,DET,4,1,5,5.0,100,81.2,5.8,94.0,1,1,0.988,9,False,9.0,-115.0,-105.0,5.5,3.5,0.6111111111111112,0.0,EARLY_HEAVY,0,1,0,-3.5,-4.0,,,,,5.526923076923077,3.972442588726514,1.6036352932777933,0.2052980132450331,,4.4029126274813954,,,1.6036352932777933,1.6036352932777933,5.526923076923077,4.4029126274813954,3.972442588726514,3.972442588726514,discovery,True,5,5,False,False,2023
718049,2023-05-23,2023,KCR,DET,4,1,5,5.0,100,81.2,5.8,94.0,1,1,0.988,9,False,9.0,-115.0,-105.0,5.5,3.5,0.6111111111111112,0.0,EARLY_HEAVY,0,1,0,-3.5,-4.0,,,,,4.733333333333333,5.523943661971831,0.6429100507328638,0.1904761904761904,,4.4029126274813954,,,0.6429100507328638,0.6429100507328638,4.733333333333333,4.4029126274813954,5.523943661971831,5.523943661971831,discovery,True,5,5,False,False,2023
718045,2023-05-24,2023,PIT,TEX,2,3,5,5.0,101,75.5,3.7,256.0,1,1,1.0,9,False,9.0,-105.0,-115.0,5.5,3.5,0.6111111111111112,0.0,EARLY_HEAVY,0,1,0,-3.5,-4.0,4.811764705882353,3.8356968215158926,1.607358995736942,0.1994750656167979,5.929268292682926,3.5373097490744554,1.046241822534118,0.1994219653179191,5.602804415265916,5.274039654956773,-1.1175035868005736,0.3287647603091423,1.607358995736942,1.32680040913553,4.811764705882353,5.438422035111344,3.6865032852951742,3.8356968215158926,discovery,True,5,5,False,False,2023
718043,2023-05-24,2023,PHI,ARI,6,5,11,5.0,104,77.2,1.4,171.0,1,1,1.0,10,False,8.0,-120.0,100.0,5.5,2.5,0.6875,6.0,EARLY_HEAVY,1,0,0,3.5,3.0,5.061290322580645,3.8819630337794777,1.4423770702916854,0.19683908045977,5.856097560975609,2.658558933777593,1.2739797448326653,0.2764397905759162,4.961794250571196,7.163372555395701,-0.7948072383949638,-2.201578304824505,1.4423770702916854,1.3581784075621752,5.061290322580645,6.062583402983448,3.2702609837785355,3.8819630337794777,discovery,True,5,5,False,False,2023
718041,2023-05-24,2023,CIN,STL,10,3,13,8.0,107,80.9,7.9,43.0,1,1,1.0,9,False,10.0,-120.0,100.0,6.0,4.0,0.6,5.0,EARLY_HEAVY,1,0,0,1.0,3.0,5.2,3.2,,0.4,4.5,4.229239766081872,1.4624940645653537,0.2385786802030457,5.691734129869446,4.487406343498751,0.7000000000000002,1.204327786370695,1.4624940645653537,1.4624940645653537,4.5,5.089570236684098,3.714619883040936,4.229239766081872,discovery,True,5,5,False,True,2023
718052,2023-05-24,2023,WSN,SDP,5,3,8,8.0,101,76.8,8.6,155.0,1,1,1.0,9,False,9.5,-105.0,-115.0,5.5,4.0,0.5789473684210527,0.0,EARLY_HEAVY,0,1,0,-4.0,-1.5,,,,,4.533333333333333,4.756372549019608,1.2732542835538527,0.1752873563218391,,5.615168371327672,,,1.2732542835538527,1.2732542835538527,4.533333333333333,5.615168371327672,4.756372549019608,4.756372549019608,discovery,True,5,5,False,False,2023
718052,2023-05-24,2023,WSN,SDP,5,3,8,8.0,101,76.8,8.6,155.0,1,1,1.0,9,False,9.5,-105.0,-115.0,5.5,4.0,0.5789473684210527,0.0,EARLY_HEAVY,0,1,0,-4.0,-1.5,,,,,4.88,4.552459016393443,1.025670512396647,0.1509433962264151,,5.615168371327672,,,1.025670512396647,1.025670512396647,4.88,5.615168371327672,4.552459016393443,4.552459016393443,discovery,True,5,5,False,False,2023
717975,2023-05-29,2023,STL,KCR,0,7,7,3.0,97,82.1,4.2,16.0,1,1,1.0,9,False,9.5,-110.0,-110.0,5.5,4.0,0.5789473684210527,4.0,EARLY_HEAVY,0,1,0,0.0,-2.5,5.800000000000001,3.779501915708813,1.307997378765395,0.1698113207547169,,,,,4.500447228497114,5.74545010722251,,-1.245002878725396,1.307997378765395,1.307997378765395,5.800000000000001,5.122948667859812,3.779501915708813,3.779501915708813,discovery,True,5,5,False,False,2023
717975,2023-05-29,2023,STL,KCR,0,7,7,3.0,97,82.1,4.2,16.0,1,1,1.0,9,False,9.0,-120.0,100.0,5.5,3.5,0.6111111111111112,4.0,EARLY_HEAVY,0,1,0,0.5,-2.0,5.800000000000001,3.779501915708813,1.307997378765395,0.1698113207547169,,,,,4.500447228497114,5.74545010722251,,-1.245002878725396,1.307997378765395,1.307997378765395,5.800000000000001,5.122948667859812,3.779501915708813,3.779501915708813,discovery,True,5,5,False,False,2023
717948,2023-05-31,2023,BOS,CIN,4,5,9,4.0,104,75.5,10.4,189.0,1,1,1.031,9,False,9.0,-105.0,-115.0,5.5,3.5,0.6111111111111112,5.0,EARLY_HEAVY,0,0,1,1.5,0.0,4.666666666666667,5.485714285714286,1.5275252316519468,0.3166666666666666,4.975,5.109547738693467,1.076701311546389,0.2258064516129032,5.954904033430649,5.75623540602727,-0.3083333333333327,0.1986686274033795,1.5275252316519468,1.302113271599168,4.666666666666667,5.85556971972896,5.297631012203876,5.485714285714286,discovery,True,5,5,False,False,2023
717934,2023-06-01,2023,NYM,PHI,4,2,6,5.0,94,79.8,3.1,184.0,1,1,1.008,9,False,8.5,-120.0,100.0,5.0,3.5,0.5882352941176471,1.0,EARLY_HEAVY,0,1,0,-2.5,-2.5,5.909677419354838,2.910698689956332,1.0383817020439952,0.2908093278463649,5.15,4.005825242718446,1.6331501728804634,0.1995438996579247,4.463227613472396,4.982913519014263,0.7596774193548379,-0.5196859055418663,1.6331501728804634,1.3357659374622293,5.15,4.723070566243329,3.458261966337389,4.005825242718446,discovery,True,6,6,False,False,2023
717931,2023-06-02,2023,CIN,MIL,4,5,9,6.0,107,90.5,7.8,41.0,1,1,1.0,11,False,9.0,-120.0,100.0,5.5,3.5,0.6111111111111112,3.0,EARLY_HEAVY,0,0,1,-0.5,0.0,4.466666666666666,5.364179104477612,0.635085296108589,0.1904761904761904,5.931818181818182,3.34176245210728,1.228872186150493,0.2843691148775894,5.863201550860902,5.083106459731364,-1.4651515151515158,0.7800950911295379,1.228872186150493,0.931978741129541,4.466666666666666,5.4731540052961325,4.352970778292447,5.364179104477612,discovery,True,6,6,False,True,2023
717923,2023-06-02,2023,KCR,COL,2,7,9,3.0,100,75.1,0.9,166.0,3,1,1.0,9,False,8.5,-120.0,100.0,5.0,3.5,0.5882352941176471,6.0,EARLY_HEAVY,1,0,0,2.5,0.5,,,,,3.66,3.965027322404372,1.8602269873444055,0.1987179487179487,,5.378241736190901,,,1.8602269873444055,1.8602269873444055,3.66,5.378241736190901,3.965027322404372,3.965027322404372,discovery,True,6,6,False,False,2023
717923,2023-06-02,2023,KCR,COL,2,7,9,3.0,100,75.1,0.9,166.0,3,1,1.0,9,False,8.5,-120.0,100.0,5.0,3.5,0.5882352941176471,6.0,EARLY_HEAVY,1,0,0,2.5,0.5,,,,,5.43953488372093,4.880205215904233,1.5489073775504925,0.1808612440191387,,5.378241736190901,,,1.5489073775504925,1.5489073775504925,5.43953488372093,5.378241736190901,4.880205215904233,4.880205215904233,discovery,True,6,6,False,False,2023
717907,2023-06-03,2023,PIT,STL,4,3,7,2.0,101,87.3,10.0,24.0,1,1,0.973,9,False,8.5,-120.0,100.0,5.0,3.5,0.5882352941176471,5.0,EARLY_HEAVY,0,1,0,1.5,-1.5,4.35,4.722988505747127,2.041707968484089,0.1878787878787878,5.441860465116279,3.614529914529915,1.149789330214874,0.2147177419354838,5.540729130187381,4.668220826052149,-1.091860465116279,0.8725083041352315,2.041707968484089,1.5957486493494817,4.35,5.1044749781197645,4.168759210138521,4.722988505747127,discovery,True,6,6,False,False,2023
717909,2023-06-03,2023,KCR,COL,4,6,10,7.0,100,88.7,9.4,87.0,1,1,1.0,9,False,9.5,-110.0,-110.0,5.5,4.0,0.5789473684210527,3.0,EARLY_HEAVY,1,0,0,-1.0,0.5,,,,,4.892857142857143,5.112408759124087,1.3694899216506289,0.1658536585365853,,5.398943752728115,,,1.3694899216506289,1.3694899216506289,4.892857142857143,5.398943752728115,5.112408759124087,5.112408759124087,discovery,True,6,6,False,False,2023
717909,2023-06-03,2023,KCR,COL,4,6,10,7.0,100,88.7,9.4,87.0,1,1,1.0,9,False,9.5,-110.0,-110.0,5.5,4.0,0.5789473684210527,3.0,EARLY_HEAVY,1,0,0,-1.0,0.5,,,,,4.717857142857143,4.5777441332324,0.855073560374073,0.2051282051282051,,5.398943752728115,,,0.855073560374073,0.855073560374073,4.717857142857143,5.398943752728115,4.5777441332324,4.5777441332324,discovery,True,6,6,False,False,2023
717909,2023-06-03,2023,KCR,COL,4,6,10,7.0,100,88.7,9.4,87.0,1,1,1.0,9,False,9.0,-105.0,-115.0,5.5,3.5,0.6111111111111112,3.0,EARLY_HEAVY,1,0,0,-0.5,1.0,,,,,4.892857142857143,5.112408759124087,1.3694899216506289,0.1658536585365853,,5.398943752728115,,,1.3694899216506289,1.3694899216506289,4.892857142857143,5.398943752728115,5.112408759124087,5.112408759124087,discovery,True,6,6,False,False,2023
717909,2023-06-03,2023,KCR,COL,4,6,10,7.0,100,88.7,9.4,87.0,1,1,1.0,9,False,9.0,-105.0,-115.0,5.5,3.5,0.6111111111111112,3.0,EARLY_HEAVY,1,0,0,-0.5,1.0,,,,,4.717857142857143,4.5777441332324,0.855073560374073,0.2051282051282051,,5.398943752728115,,,0.855073560374073,0.855073560374073,4.717857142857143,5.398943752728115,4.5777441332324,4.5777441332324,discovery,True,6,6,False,False,2023
717906,2023-06-03,2023,CIN,MIL,8,10,18,13.0,107,91.1,6.7,60.0,1,1,0.978,9,False,9.5,100.0,-120.0,5.5,4.0,0.5789473684210527,5.0,EARLY_HEAVY,1,0,0,1.0,8.5,5.2733333333333325,4.211378002528445,1.5485105932705996,0.1634349030470914,5.0625,5.002469135802469,0.8667467911679858,0.2058823529411764,5.848242747477965,5.05912954246848,0.2108333333333325,0.7891132050094845,1.5485105932705996,1.2076286922192927,5.0625,5.453686144973222,4.606923569165457,5.002469135802469,discovery,True,6,6,False,True,2023
717897,2023-06-04,2023,CIN,MIL,1,5,6,5.0,107,81.4,5.9,25.0,1,1,1.053,9,False,10.0,-105.0,-115.0,7.0,3.0,0.7,1.0,EARLY_HEAVY,0,1,0,-2.0,-4.0,5.466666666666666,3.809756097560976,0.4618802153517006,0.3283582089552239,4.673076923076923,4.113580246913581,1.259700819181346,0.1505376344086021,5.821167549572975,5.088194661987408,0.7935897435897425,0.732972887585567,1.259700819181346,0.8607905172665233,4.673076923076923,5.454681105780191,3.961668172237278,4.113580246913581,discovery,True,6,6,False,True,2023
717897,2023-06-04,2023,CIN,MIL,1,5,6,5.0,107,81.4,5.9,25.0,1,1,1.053,9,False,9.5,-120.0,100.0,7.0,2.5,0.7368421052631579,1.0,EARLY_HEAVY,0,1,0,-1.5,-3.5,5.466666666666666,3.809756097560976,0.4618802153517006,0.3283582089552239,4.673076923076923,4.113580246913581,1.259700819181346,0.1505376344086021,5.821167549572975,5.088194661987408,0.7935897435897425,0.732972887585567,1.259700819181346,0.8607905172665233,4.673076923076923,5.454681105780191,3.961668172237278,4.113580246913581,discovery,True,6,6,False,True,2023
717883,2023-06-05,2023,CIN,MIL,2,0,2,2.0,107,81.0,7.2,14.0,1,1,1.0,9,False,9.5,-110.0,-110.0,5.5,4.0,0.5789473684210527,0.0,EARLY_HEAVY,0,1,0,-4.0,-7.5,,,,,5.5,2.563636363636364,0.7071067811865476,0.119047619047619,5.7943418926625,5.0644180514173724,,0.7299238412451272,0.7071067811865476,0.7071067811865476,5.5,5.429379972039936,2.563636363636364,2.563636363636364,discovery,True,6,6,False,True,2023
717875,2023-06-06,2023,PHI,DET,1,0,1,1.0,104,77.4,15.0,292.0,1,1,1.021,9,False,8.0,100.0,-120.0,5.0,3.0,0.625,0.0,EARLY_HEAVY,0,1,0,-3.0,-7.0,5.121951219512195,4.076190476190476,1.6225769927991016,0.1977653631284916,4.582352941176471,5.549165596919127,1.6043827840160396,0.1502890173410404,4.9829543379673815,4.428007587203755,0.539598278335724,0.5549467507636265,1.6225769927991016,1.6134798884075705,4.582352941176471,4.705480962585568,4.812678036554802,5.549165596919127,discovery,True,6,6,False,False,2023
717881,2023-06-06,2023,WSN,ARI,5,10,15,11.0,101,82.7,9.7,277.0,2,2,1.0,9,False,9.5,-120.0,100.0,5.5,4.0,0.5789473684210527,4.0,EARLY_HEAVY,1,0,0,0.0,5.5,,,,,4.266666666666667,5.504687499999999,1.2863384728238,0.1774193548387096,,7.004442671525601,,,1.2863384728238,1.2863384728238,4.266666666666667,7.004442671525601,5.504687499999999,5.504687499999999,discovery,True,6,6,False,False,2023
717881,2023-06-06,2023,WSN,ARI,5,10,15,11.0,101,82.7,9.7,277.0,2,2,1.0,9,False,9.5,-120.0,100.0,5.5,4.0,0.5789473684210527,4.0,EARLY_HEAVY,1,0,0,0.0,5.5,,,,,5.2125,5.562110311750599,0.9965774764997788,0.1662125340599455,,7.004442671525601,,,0.9965774764997788,0.9965774764997788,5.2125,7.004442671525601,5.562110311750599,5.562110311750599,discovery,True,6,6,False,False,2023
717881,2023-06-06,2023,WSN,ARI,5,10,15,11.0,101,82.7,9.7,277.0,2,2,1.0,9,False,9.0,-120.0,100.0,5.5,3.5,0.6111111111111112,4.0,EARLY_HEAVY,1,0,0,0.5,6.0,,,,,4.266666666666667,5.504687499999999,1.2863384728238,0.1774193548387096,,7.004442671525601,,,1.2863384728238,1.2863384728238,4.266666666666667,7.004442671525601,5.504687499999999,5.504687499999999,discovery,True,6,6,False,False,2023
717881,2023-06-06,2023,WSN,ARI,5,10,15,11.0,101,82.7,9.7,277.0,2,2,1.0,9,False,9.0,-120.0,100.0,5.5,3.5,0.6111111111111112,4.0,EARLY_HEAVY,1,0,0,0.5,6.0,,,,,5.2125,5.562110311750599,0.9965774764997788,0.1662125340599455,,7.004442671525601,,,0.9965774764997788,0.9965774764997788,5.2125,7.004442671525601,5.562110311750599,5.562110311750599,discovery,True,6,6,False,False,2023
717872,2023-06-06,2023,ATL,NYM,6,4,10,5.0,102,85.2,9.9,276.0,2,2,1.0,9,False,9.5,-120.0,100.0,5.5,4.0,0.5789473684210527,5.0,EARLY_HEAVY,1,0,0,1.0,0.5,5.715,3.444969378827647,1.1868911181383863,0.2108559498956158,5.031428571428571,3.875752413401477,1.4525376229958684,0.2186700767263427,4.097846344332002,4.43890609612488,0.6835714285714287,-0.3410597517928782,1.4525376229958684,1.3197143705671277,5.031428571428571,4.268376220228441,3.660360896114562,3.875752413401477,discovery,True,6,6,False,True,2023
717872,2023-06-06,2023,ATL,NYM,6,4,10,5.0,102,85.2,9.9,276.0,2,2,1.0,9,False,9.0,-105.0,-115.0,5.5,3.5,0.6111111111111112,5.0,EARLY_HEAVY,1,0,0,1.5,1.0,5.715,3.444969378827647,1.1868911181383863,0.2108559498956158,5.031428571428571,3.875752413401477,1.4525376229958684,0.2186700767263427,4.097846344332002,4.43890609612488,0.6835714285714287,-0.3410597517928782,1.4525376229958684,1.3197143705671277,5.031428571428571,4.268376220228441,3.660360896114562,3.875752413401477,discovery,True,6,6,False,True,2023
717866,2023-06-07,2023,WSN,ARI,2,6,8,5.0,101,79.3,2.6,308.0,1,1,1.0,9,False,9.0,-105.0,-115.0,5.5,3.5,0.6111111111111112,3.0,EARLY_HEAVY,0,1,0,-0.5,-1.0,,,,,5.004651162790697,4.849628252788104,1.897109767686988,0.1678183613030602,,6.996560989385203,,,1.897109767686988,1.897109767686988,5.004651162790697,6.996560989385203,4.849628252788104,4.849628252788104,discovery,True,6,6,False,False,2023
717866,2023-06-07,2023,WSN,ARI,2,6,8,5.0,101,79.3,2.6,308.0,1,1,1.0,9,False,9.0,-105.0,-115.0,5.5,3.5,0.6111111111111112,3.0,EARLY_HEAVY,0,1,0,-0.5,-1.0,,,,,4.751612903225807,4.8972165648336725,1.1325107704394208,0.1779141104294478,,6.996560989385203,,,1.1325107704394208,1.1325107704394208,4.751612903225807,6.996560989385203,4.8972165648336725,4.8972165648336725,discovery,True,6,6,False,False,2023
717850,2023-06-07,2023,ATL,NYM,7,5,12,7.0,102,85.8,10.3,288.0,1,1,0.978,9,False,8.0,-110.0,-110.0,5.0,3.0,0.625,5.0,EARLY_HEAVY,1,0,0,2.0,4.0,5.490476190476191,3.872159583694709,0.9664643947133016,0.2734452122408686,5.94375,2.8424815983175606,1.0395214469695548,0.2927152317880794,4.079219770039583,4.446034378790976,-0.4532738095238091,-0.366814608751393,1.0395214469695548,1.0029929208414283,5.490476190476191,4.262627074415279,3.3573205910061352,3.872159583694709,discovery,True,6,6,False,True,2023
717829,2023-06-09,2023,ATL,WSN,3,2,5,2.0,102,81.1,5.2,342.0,1,2,1.0,9,False,9.5,100.0,-120.0,5.5,4.0,0.5789473684210527,3.0,EARLY_HEAVY,0,1,0,-1.0,-4.5,,,,,5.3275,5.438385734396997,0.9012775832401924,0.222577209797657,4.065871492612287,5.527854278411752,,-1.4619827857994645,0.9012775832401924,0.9012775832401924,5.3275,4.79686288551202,5.438385734396997,5.438385734396997,discovery,True,6,6,False,True,2023
717812,2023-06-10,2023,PIT,NYM,1,5,6,2.0,101,82.6,9.3,281.0,1,1,1.0,9,False,8.0,-110.0,-110.0,5.0,3.0,0.625,4.0,EARLY_HEAVY,0,1,0,1.0,-2.0,4.904999999999999,3.832008154943935,1.5662476109949437,0.199124726477024,5.136363636363637,4.138053097345133,1.2363435827250668,0.2908366533864542,5.587617017525651,4.544904626229774,-0.2313636363636373,1.0427123912958771,1.5662476109949437,1.4012955968600052,4.904999999999999,5.066260821877712,3.985030626144534,4.138053097345133,discovery,True,6,6,False,False,2023
717816,2023-06-10,2023,ATL,WSN,6,4,10,8.0,102,85.8,6.8,203.0,1,1,1.0,9,False,9.5,-105.0,-115.0,5.5,4.0,0.5789473684210527,2.0,EARLY_HEAVY,1,0,0,-2.0,0.5,4.916666666666667,4.589830508474576,0.7277820186475253,0.1615384615384615,5.052,3.8809184481393513,1.1892294423981715,0.2607142857142857,4.047638885022098,5.500075659967667,-0.1353333333333326,-1.4524367749455689,1.1892294423981715,0.9585057305228486,4.916666666666667,4.773857272494883,4.235374478306964,4.589830508474576,discovery,True,6,6,False,True,2023
717816,2023-06-10,2023,ATL,WSN,6,4,10,8.0,102,85.8,6.8,203.0,1,1,1.0,9,False,9.5,100.0,-120.0,5.5,4.0,0.5789473684210527,2.0,EARLY_HEAVY,1,0,0,-2.0,0.5,4.916666666666667,4.589830508474576,0.7277820186475253,0.1615384615384615,5.052,3.8809184481393513,1.1892294423981715,0.2607142857142857,4.047638885022098,5.500075659967667,-0.1353333333333326,-1.4524367749455689,1.1892294423981715,0.9585057305228486,4.916666666666667,4.773857272494883,4.235374478306964,4.589830508474576,discovery,True,6,6,False,True,2023
717808,2023-06-11,2023,BAL,KCR,11,3,14,10.0,106,81.9,5.4,132.0,1,1,0.973,9,False,9.0,-115.0,-105.0,6.5,2.5,0.7222222222222222,4.0,EARLY_HEAVY,1,0,0,1.5,5.0,5.420454545454546,4.093081761006289,1.4012584950603717,0.1911196911196911,3.45,4.939130434782609,1.117785509140481,0.1538461538461538,4.248525728184328,5.736253015262272,1.9704545454545457,-1.487727287077944,1.4012584950603717,1.2595220021004263,3.45,4.9923893717233,4.516106097894449,4.939130434782609,discovery,True,6,6,False,False,2023
717807,2023-06-11,2023,ATL,WSN,2,6,8,3.0,102,80.1,3.6,184.0,1,1,1.025,9,False,9.5,-110.0,-110.0,5.5,4.0,0.5789473684210527,5.0,EARLY_HEAVY,0,1,0,1.0,-1.5,5.728571428571429,3.5657522859517874,1.1585088938557428,0.2171314741035856,4.619047619047619,5.2,1.1939929009918977,0.1777251184834123,4.03961371142825,5.482825310166506,1.10952380952381,-1.443211598738256,1.1939929009918977,1.1762508974238202,4.619047619047619,4.761219510797378,4.382876142975894,5.2,discovery,True,6,6,False,True,2023
717787,2023-06-13,2023,BAL,TOR,11,6,17,12.0,106,76.5,7.5,150.0,2,2,0.975,9,False,8.5,-120.0,100.0,5.0,3.5,0.5882352941176471,5.0,EARLY_HEAVY,1,0,0,1.5,8.5,5.423529411764706,4.1002169197396965,1.1132967214619045,0.1812420785804816,6.023255813953488,3.794594594594595,1.4198989248571996,0.2204651162790697,4.229643391614619,5.28902970923158,-0.5997264021887823,-1.0593863176169611,1.4198989248571996,1.266597823159552,5.423529411764706,4.7593365504231,3.9474057571671457,4.1002169197396965,discovery,True,6,6,False,False,2023
717787,2023-06-13,2023,BAL,TOR,11,6,17,12.0,106,76.5,7.5,150.0,2,2,0.975,9,False,8.5,-110.0,-110.0,5.0,3.5,0.5882352941176471,5.0,EARLY_HEAVY,1,0,0,1.5,8.5,5.423529411764706,4.1002169197396965,1.1132967214619045,0.1812420785804816,6.023255813953488,3.794594594594595,1.4198989248571996,0.2204651162790697,4.229643391614619,5.28902970923158,-0.5997264021887823,-1.0593863176169611,1.4198989248571996,1.266597823159552,5.423529411764706,4.7593365504231,3.9474057571671457,4.1002169197396965,discovery,True,6,6,False,False,2023
717777,2023-06-13,2023,KCR,CIN,4,5,9,9.0,100,75.0,3.5,285.0,1,1,1.024,9,False,9.0,-110.0,-110.0,5.5,3.5,0.6111111111111112,0.0,EARLY_HEAVY,0,0,1,-3.5,0.0,,,,,5.464444444444444,4.8470109800732,1.5326974966253506,0.1824014665444546,,5.692261192793044,,,1.5326974966253506,1.5326974966253506,5.464444444444444,5.692261192793044,4.8470109800732,4.8470109800732,discovery,True,6,6,False,False,2023
717777,2023-06-13,2023,KCR,CIN,4,5,9,9.0,100,75.0,3.5,285.0,1,1,1.024,9,False,9.0,-110.0,-110.0,5.5,3.5,0.6111111111111112,0.0,EARLY_HEAVY,0,0,1,-3.5,0.0,,,,,4.96,6.224193548387097,0.8848728722251578,0.1779661016949152,,5.692261192793044,,,0.8848728722251578,0.8848728722251578,4.96,5.692261192793044,6.224193548387097,6.224193548387097,discovery,True,6,6,False,False,2023
717767,2023-06-14,2023,STL,SFG,5,8,13,7.0,97,83.1,5.8,286.0,1,1,0.984,10,False,8.5,-120.0,100.0,8.5,0.0,1.0,6.0,EARLY_HEAVY,1,0,0,6.0,4.5,5.448888888888889,3.5833605220228386,1.1270682447318032,0.2164251207729468,5.166666666666667,3.87741935483871,1.5695634462374262,0.1724137931034482,4.730572130809727,5.279052875069827,0.2822222222222219,-0.5484807442601003,1.5695634462374262,1.3483158454846147,5.166666666666667,5.004812502939777,3.730389938430775,3.87741935483871,discovery,True,6,6,False,False,2023
717745,2023-06-16,2023,ATL,COL,8,1,9,8.0,102,81.1,8.1,265.0,1,1,1.0,9,False,9.0,-115.0,-105.0,6.0,3.0,0.6666666666666666,1.0,EARLY_HEAVY,0,0,1,-2.0,0.0,4.928571428571429,4.388405797101449,0.665117247093287,0.1381578947368421,3.6666666666666665,3.381818181818182,1.1547005383792517,0.2280701754385964,4.044753150043353,5.444229068792046,1.2619047619047623,-1.399475918748693,1.1547005383792517,0.9099088927362692,3.6666666666666665,4.7444911094177,3.885111989459816,4.388405797101449,discovery,True,6,6,False,True,2023
717726,2023-06-17,2023,KCR,LAA,10,9,19,6.0,100,85.9,7.3,191.0,1,1,1.0,9,False,9.5,-115.0,-105.0,5.5,4.0,0.5789473684210527,13.0,EARLY_HEAVY,1,0,0,9.0,9.5,,,,,4.6,4.286956521739131,0.5887840577551897,0.2409638554216867,,5.7398318145120015,,,0.5887840577551897,0.5887840577551897,4.6,5.7398318145120015,4.286956521739131,4.286956521739131,discovery,True,6,6,False,False,2023
