game_pk,date,season,home_team,away_team,away_1st_runs,home_1st_runs,total_1st_runs,nrfi,yrfi,actual_total,actual_f5_total,home_score,away_score,venue_name,park_factor_runs,park_factor_hr,temperature,wind_speed,dome,closing_total,closing_f5_total
663178,2022-04-07,2022,CHC,MIL,0,0,0,1,0,9,4.0,5,4,Wrigley Field,103,103,44.3,21.6,0,9.5,
662766,2022-04-07,2022,KCR,CLE,0,0,0,1,0,4,2.0,3,1,Kauffman Stadium,100,100,46.2,22.2,0,7.5,
662021,2022-04-07,2022,STL,PIT,0,1,1,0,1,9,4.0,9,0,Busch Stadium,97,97,48.6,16.8,0,8.0,
662571,2022-04-07,2022,WSN,NYM,0,0,0,1,0,6,2.0,1,5,Nationals Park,101,101,52.7,7.3,0,9.0,
661577,2022-04-07,2022,ATL,CIN,0,0,0,1,0,9,4.0,3,6,Truist Park,102,102,56.4,8.9,0,8.5,
661042,2022-04-07,2022,LAA,HOU,0,0,0,1,0,4,1.0,1,3,Angel Stadium,97,97,97.3,5.7,0,9.0,
663418,2022-04-07,2022,ARI,SDP,0,0,0,1,0,6,2.0,4,2,Chase Field,98,98,72.0,0.0,0,9.0,
661333,2022-04-08,2022,NYY,BOS,3,2,5,0,1,11,6.0,6,5,Yankee Stadium,103,103,61.1,11.9,0,8.0,
662888,2022-04-08,2022,DET,CHW,1,0,1,0,1,9,3.0,5,4,Comerica Park,99,99,44.7,10.3,0,8.0,
661131,2022-04-08,2022,PHI,OAK,0,1,1,0,1,14,6.0,9,5,Citizens Bank Park,104,104,61.1,11.7,0,8.0,
661918,2022-04-08,2022,TBR,BAL,0,0,0,1,0,3,1.0,2,1,Tropicana Field,97,97,72.0,0.0,1,7.5,
662933,2022-04-08,2022,COL,LAD,0,0,0,1,0,8,7.0,3,5,Coors Field,117,117,63.0,4.5,0,11.5,
661750,2022-04-08,2022,MIN,SEA,2,0,2,0,1,3,3.0,1,2,Target Field,99,99,44.8,13.7,0,8.0,
662124,2022-04-08,2022,SFG,MIA,0,0,0,1,0,11,3.0,6,5,Oracle Park,96,96,65.3,12.1,0,7.5,
662559,2022-04-08,2022,WSN,NYM,0,0,0,1,0,10,7.0,3,7,Nationals Park,101,101,57.4,5.4,0,8.5,
661782,2022-04-08,2022,TOR,TEX,4,0,4,0,1,18,14.0,10,8,Rogers Centre,105,105,72.0,0.0,0,9.0,
661576,2022-04-08,2022,ATL,CIN,0,0,0,1,0,13,8.0,7,6,Truist Park,102,102,48.2,13.6,0,9.0,
661041,2022-04-08,2022,LAA,HOU,1,2,3,0,1,19,5.0,6,13,Angel Stadium,97,97,91.8,9.0,0,9.5,
663417,2022-04-08,2022,ARI,SDP,0,0,0,1,0,3,0.0,0,3,Chase Field,98,98,72.0,0.0,0,9.0,
661917,2022-04-09,2022,TBR,BAL,0,0,0,1,0,8,7.0,5,3,Tropicana Field,97,97,72.0,0.0,1,8.5,
662864,2022-04-09,2022,DET,CHW,2,0,2,0,1,7,2.0,2,5,Comerica Park,99,99,39.5,12.7,0,8.5,
661756,2022-04-09,2022,MIN,SEA,0,1,1,0,1,7,3.0,3,4,Target Field,99,99,49.3,1.6,0,8.5,
662020,2022-04-09,2022,STL,PIT,1,1,2,0,1,8,7.0,6,2,Busch Stadium,97,97,52.1,9.5,0,8.0,
663205,2022-04-09,2022,CHC,MIL,0,3,3,0,1,9,7.0,9,0,Wrigley Field,103,103,39.0,8.0,0,7.5,
661803,2022-04-09,2022,TOR,TEX,0,2,2,0,1,7,6.0,4,3,Rogers Centre,105,105,72.0,0.0,0,9.0,
661130,2022-04-09,2022,PHI,OAK,0,2,2,0,1,6,2.0,4,2,Citizens Bank Park,104,104,55.6,10.5,0,9.5,
662123,2022-04-09,2022,SFG,MIA,0,0,0,1,0,3,2.0,1,2,Oracle Park,96,96,62.1,15.8,0,7.5,
661332,2022-04-09,2022,NYY,BOS,0,0,0,1,0,6,4.0,4,2,Yankee Stadium,103,103,56.8,11.2,0,9.0,
662765,2022-04-09,2022,KCR,CLE,0,0,0,1,0,1,0.0,1,0,Kauffman Stadium,100,100,59.4,7.4,0,8.5,
662588,2022-04-09,2022,WSN,NYM,0,0,0,1,0,5,4.0,0,5,Nationals Park,101,101,50.6,6.0,0,9.5,
661575,2022-04-09,2022,ATL,CIN,0,2,2,0,1,3,2.0,2,1,Truist Park,102,102,50.6,10.9,0,10.0,
662931,2022-04-09,2022,COL,LAD,0,1,1,0,1,5,2.0,3,2,Coors Field,117,117,70.2,4.0,0,12.0,
663404,2022-04-09,2022,ARI,SDP,0,1,1,0,1,7,3.0,2,5,Chase Field,98,98,72.0,0.0,0,9.5,
661040,2022-04-09,2022,LAA,HOU,0,0,0,1,0,2,1.0,2,0,Angel Stadium,97,97,69.1,11.1,0,9.0,
661129,2022-04-10,2022,PHI,OAK,0,0,0,1,0,5,0.0,1,4,Citizens Bank Park,104,104,47.9,16.3,0,8.5,
661916,2022-04-10,2022,TBR,BAL,0,0,0,1,0,8,4.0,8,0,Tropicana Field,97,97,72.0,0.0,1,8.5,
662887,2022-04-10,2022,DET,CHW,2,0,2,0,1,11,6.0,1,10,Comerica Park,99,99,45.8,2.1,0,8.5,
662570,2022-04-10,2022,WSN,NYM,0,1,1,0,1,6,3.0,4,2,Nationals Park,101,101,49.2,14.7,0,9.5,
661573,2022-04-10,2022,ATL,CIN,0,0,0,1,0,9,9.0,3,6,Truist Park,102,102,62.6,4.2,0,9.0,
661802,2022-04-10,2022,TOR,TEX,0,4,4,0,1,18,15.0,6,12,Rogers Centre,105,105,72.0,0.0,0,9.5,
662755,2022-04-10,2022,KCR,CLE,6,0,6,0,1,20,15.0,3,17,Kauffman Stadium,100,100,72.4,18.3,0,9.0,
661738,2022-04-10,2022,MIN,SEA,0,5,5,0,1,14,12.0,10,4,Target Field,99,99,55.1,14.2,0,8.5,
662019,2022-04-10,2022,STL,PIT,0,3,3,0,1,13,10.0,4,9,Busch Stadium,97,97,67.8,17.0,0,8.5,
663204,2022-04-10,2022,CHC,MIL,0,3,3,0,1,9,4.0,4,5,Wrigley Field,103,103,53.0,16.0,0,7.5,
662934,2022-04-10,2022,COL,LAD,0,3,3,0,1,13,11.0,9,4,Coors Field,117,117,54.6,6.5,0,11.0,
662122,2022-04-10,2022,SFG,MIA,0,0,0,1,0,5,5.0,3,2,Oracle Park,96,96,62.0,19.5,0,7.5,
661039,2022-04-10,2022,LAA,HOU,0,0,0,1,0,5,3.0,1,4,Angel Stadium,97,97,72.8,7.6,0,9.5,
663395,2022-04-10,2022,ARI,SDP,0,0,0,1,0,15,8.0,5,10,Chase Field,98,98,72.0,0.0,0,9.0,
661316,2022-04-10,2022,NYY,BOS,2,0,2,0,1,7,6.0,3,4,Yankee Stadium,103,103,47.0,13.6,0,9.0,
662754,2022-04-11,2022,KCR,CLE,2,0,2,0,1,17,8.0,7,10,Kauffman Stadium,100,100,59.5,4.0,0,8.5,
663403,2022-04-11,2022,BAL,MIL,0,0,0,1,0,2,2.0,2,0,Oriole Park at Camden Yards,106,106,56.9,10.1,0,9.0,
662042,2022-04-11,2022,TEX,COL,1,0,1,0,1,10,4.0,4,6,Globe Life Field,107,107,72.0,0.0,0,9.5,
662863,2022-04-11,2022,DET,BOS,0,1,1,0,1,4,2.0,3,1,Comerica Park,99,99,63.2,12.5,0,9.5,
661915,2022-04-11,2022,TBR,OAK,4,0,4,0,1,15,9.0,2,13,Tropicana Field,97,97,72.0,0.0,1,8.5,
661637,2022-04-11,2022,PHI,NYM,3,0,3,0,1,9,3.0,5,4,Citizens Bank Park,104,104,59.0,8.9,0,9.5,
661315,2022-04-11,2022,NYY,TOR,0,0,0,1,0,3,2.0,0,3,Yankee Stadium,103,103,47.5,10.9,0,9.0,
661572,2022-04-11,2022,ATL,WSN,0,1,1,0,1,13,6.0,2,11,Truist Park,102,102,63.0,7.0,0,9.5,
661754,2022-04-11,2022,MIN,SEA,0,1,1,0,1,4,4.0,4,0,Target Field,99,99,55.4,9.8,0,9.5,
661036,2022-04-11,2022,LAA,MIA,0,3,3,0,1,8,5.0,6,2,Angel Stadium,97,97,62.5,10.9,0,9.5,
662116,2022-04-11,2022,SFG,SDP,0,0,0,1,0,6,3.0,2,4,Oracle Park,96,96,50.9,22.4,0,8.5,
662862,2022-04-12,2022,DET,BOS,0,0,0,1,0,8,3.0,3,5,Comerica Park,99,99,57.9,6.7,0,9.0,
663088,2022-04-12,2022,CIN,CLE,0,0,0,1,0,15,4.0,5,10,Great American Ball Park,107,107,67.5,8.8,0,8.0,
661538,2022-04-12,2022,CHW,SEA,0,0,0,1,0,5,2.0,3,2,Guaranteed Rate Field,100,100,61.2,13.1,0,9.0,
662318,2022-04-12,2022,PIT,CHC,0,0,0,1,0,3,1.0,1,2,PNC Park,101,101,67.3,9.0,0,8.5,
661944,2022-04-12,2022,TBR,OAK,3,1,4,0,1,17,9.0,9,8,Tropicana Field,97,97,72.0,0.0,1,8.5,
661636,2022-04-12,2022,PHI,NYM,0,0,0,1,0,2,1.0,0,2,Citizens Bank Park,104,104,69.5,5.7,0,8.5,
661314,2022-04-12,2022,NYY,TOR,0,0,0,1,0,4,3.0,4,0,Yankee Stadium,103,103,63.1,5.3,0,9.5,
663295,2022-04-12,2022,BAL,MIL,2,0,2,0,1,9,8.0,4,5,Oriole Park at Camden Yards,106,106,66.7,7.8,0,9.0,
661038,2022-04-12,2022,LAA,MIA,0,0,0,1,0,7,2.0,4,3,Angel Stadium,97,97,71.5,22.5,0,9.0,
661571,2022-04-12,2022,ATL,WSN,1,0,1,0,1,20,12.0,16,4,Truist Park,102,102,74.8,7.2,0,9.5,
661753,2022-04-12,2022,MIN,LAD,0,0,0,1,0,9,2.0,2,7,Target Field,99,99,44.6,16.9,0,9.0,
662017,2022-04-12,2022,STL,KCR,0,3,3,0,1,11,9.0,6,5,Busch Stadium,97,97,76.8,17.9,0,9.0,
661995,2022-04-12,2022,TEX,COL,0,0,0,1,0,5,4.0,1,4,Globe Life Field,107,107,72.0,0.0,0,10.0,
663411,2022-04-12,2022,ARI,HOU,0,0,0,1,0,3,1.0,1,2,Chase Field,98,98,72.0,0.0,0,9.0,
662104,2022-04-12,2022,SFG,SDP,0,6,6,0,1,15,13.0,13,2,Oracle Park,96,96,51.1,22.5,0,7.5,
661570,2022-04-13,2022,ATL,WSN,2,0,2,0,1,4,2.0,1,3,Truist Park,102,102,73.8,11.4,0,9.0,
663117,2022-04-13,2022,CIN,CLE,0,0,0,1,0,10,7.0,3,7,Great American Ball Park,107,107,64.0,13.7,0,9.0,
662317,2022-04-13,2022,PIT,CHC,1,3,4,0,1,8,8.0,6,2,PNC Park,101,101,73.7,9.9,0,9.0,
661643,2022-04-13,2022,PHI,NYM,0,0,0,1,0,15,5.0,6,9,Citizens Bank Park,104,104,77.4,6.9,0,8.5,
662885,2022-04-13,2022,DET,BOS,0,1,1,0,1,16,9.0,7,9,Comerica Park,99,99,68.6,18.4,0,7.5,
661734,2022-04-13,2022,MIN,LAD,2,0,2,0,1,7,3.0,0,7,Target Field,99,99,39.9,12.2,0,8.5,
663341,2022-04-13,2022,ARI,HOU,0,0,0,1,0,5,1.0,3,2,Chase Field,98,98,72.0,0.0,0,8.5,
662115,2022-04-13,2022,SFG,SDP,1,0,1,0,1,3,3.0,2,1,Oracle Park,96,96,50.7,10.6,0,7.0,
661943,2022-04-13,2022,TBR,OAK,0,0,0,1,0,6,4.0,2,4,Tropicana Field,97,97,72.0,0.0,1,7.5,
661313,2022-04-13,2022,NYY,TOR,1,0,1,0,1,10,6.0,4,6,Yankee Stadium,103,103,58.1,6.9,0,8.0,
663433,2022-04-13,2022,BAL,MIL,0,0,0,1,0,6,2.0,2,4,Oriole Park at Camden Yards,106,106,74.4,8.5,0,8.0,
661530,2022-04-13,2022,CHW,SEA,1,0,1,0,1,10,7.0,6,4,Guaranteed Rate Field,100,100,63.9,16.1,0,9.0,
661942,2022-04-14,2022,TBR,OAK,0,0,0,1,0,9,7.0,3,6,Tropicana Field,97,97,72.0,0.0,1,7.5,
661529,2022-04-14,2022,CHW,SEA,0,0,0,1,0,6,3.0,1,5,Guaranteed Rate Field,100,100,48.0,28.7,0,9.0,
661292,2022-04-14,2022,MIL,STL,0,1,1,0,1,6,4.0,5,1,American Family Field,102,102,72.0,0.0,0,8.0,
662307,2022-04-14,2022,PIT,WSN,3,1,4,0,1,13,10.0,9,4,PNC Park,101,101,57.8,11.4,0,9.0,
661418,2022-04-14,2022,MIA,PHI,1,0,1,0,1,7,5.0,4,3,loanDepot park,98,98,72.0,0.0,0,8.0,
661312,2022-04-14,2022,NYY,TOR,0,0,0,1,0,3,2.0,3,0,Yankee Stadium,103,103,66.1,14.9,0,8.5,
661993,2022-04-14,2022,TEX,LAA,2,0,2,0,1,15,12.0,10,5,Globe Life Field,107,107,72.0,0.0,0,8.5,
662702,2022-04-14,2022,KCR,DET,0,0,0,1,0,6,4.0,2,4,Kauffman Stadium,100,100,58.4,9.7,0,8.5,
662237,2022-04-14,2022,SDP,ATL,0,3,3,0,1,13,5.0,12,1,Petco Park,95,95,62.1,10.0,0,7.5,
662950,2022-04-14,2022,COL,CHC,3,0,3,0,1,7,5.0,2,5,Coors Field,117,117,55.6,11.9,0,11.0,
662627,2022-04-14,2022,LAD,CIN,0,3,3,0,1,12,3.0,9,3,Dodger Stadium,95,95,63.8,6.3,0,8.5,
662485,2022-04-15,2022,NYM,ARI,0,1,1,0,1,13,5.0,10,3,Citi Field,94,94,64.6,8.5,0,7.5,
663265,2022-04-15,2022,BOS,MIN,1,0,1,0,1,12,7.0,4,8,Fenway Park,104,104,64.5,15.7,0,10.0,
662291,2022-04-15,2022,PIT,WSN,2,0,2,0,1,9,7.0,2,7,PNC Park,101,101,65.9,13.0,0,9.0,
661417,2022-04-15,2022,MIA,PHI,0,2,2,0,1,8,6.0,7,1,loanDepot park,98,98,72.0,0.0,0,8.0,
663357,2022-04-15,2022,BAL,NYY,0,0,0,1,0,3,1.0,2,1,Oriole Park at Camden Yards,106,106,60.8,12.9,0,9.0,
661792,2022-04-15,2022,TOR,OAK,0,1,1,0,1,5,2.0,4,1,Rogers Centre,105,105,72.0,0.0,0,9.5,
663136,2022-04-15,2022,CLE,SFG,0,0,0,1,0,5,1.0,1,4,Progressive Field,98,98,47.2,10.5,0,7.5,
661528,2022-04-15,2022,CHW,TBR,0,0,0,1,0,5,3.0,3,2,Guaranteed Rate Field,100,100,49.8,11.8,0,8.0,
662014,2022-04-15,2022,TEX,LAA,1,0,1,0,1,15,13.0,6,9,Globe Life Field,107,107,72.0,0.0,0,10.0,
662701,2022-04-15,2022,KCR,DET,0,0,0,1,0,3,1.0,1,2,Kauffman Stadium,100,100,55.1,9.9,0,8.0,
661267,2022-04-15,2022,MIL,STL,4,0,4,0,1,11,8.0,1,10,American Family Field,102,102,72.0,0.0,0,8.5,
662960,2022-04-15,2022,COL,CHC,0,0,0,1,0,11,10.0,6,5,Coors Field,117,117,60.0,7.5,0,10.0,
662236,2022-04-15,2022,SDP,ATL,0,0,0,1,0,7,4.0,2,5,Petco Park,95,95,62.2,8.7,0,8.5,
662192,2022-04-15,2022,SEA,HOU,0,1,1,0,1,12,4.0,11,1,T-Mobile Park,94,94,49.7,4.1,0,8.5,
662620,2022-04-15,2022,LAD,CIN,0,0,0,1,0,4,3.0,3,1,Dodger Stadium,95,95,61.9,6.8,0,9.0,
662626,2022-04-16,2022,NYM,ARI,0,0,0,1,0,5,0.0,2,3,Citi Field,94,94,65.5,11.1,0,8.0,
661527,2022-04-16,2022,CHW,TBR,1,0,1,0,1,5,3.0,3,2,Guaranteed Rate Field,100,100,45.6,14.0,0,8.5,
661759,2022-04-16,2022,TOR,OAK,0,1,1,0,1,12,7.0,5,7,Rogers Centre,105,105,72.0,0.0,0,9.0,
662235,2022-04-16,2022,SDP,ATL,1,0,1,0,1,7,5.0,2,5,Petco Park,95,95,66.5,12.8,0,8.5,
662798,2022-04-16,2022,KCR,DET,0,1,1,0,1,4,2.0,3,1,Kauffman Stadium,100,100,52.1,8.4,0,8.0,
663238,2022-04-16,2022,BOS,MIN,0,0,0,1,0,4,4.0,4,0,Fenway Park,104,104,62.6,17.0,0,9.5,
663076,2022-04-16,2022,CLE,SFG,0,1,1,0,1,6,4.0,2,4,Progressive Field,98,98,45.1,7.6,0,8.0,
661416,2022-04-16,2022,MIA,PHI,2,0,2,0,1,13,10.0,3,10,loanDepot park,98,98,72.0,0.0,0,8.0,
662290,2022-04-16,2022,PIT,WSN,0,0,0,1,0,10,5.0,6,4,PNC Park,101,101,52.1,11.8,0,9.0,
661981,2022-04-16,2022,TEX,LAA,0,0,0,1,0,9,5.0,2,7,Globe Life Field,107,107,72.0,0.0,0,9.0,
663266,2022-04-16,2022,BAL,NYY,0,0,0,1,0,7,6.0,2,5,Oriole Park at Camden Yards,106,106,68.1,10.8,0,9.0,
661335,2022-04-16,2022,MIL,STL,0,0,0,1,0,3,1.0,1,2,American Family Field,102,102,72.0,0.0,0,8.0,
662966,2022-04-16,2022,COL,CHC,0,0,0,1,0,15,9.0,9,6,Coors Field,117,117,58.1,4.6,0,11.5,
662206,2022-04-16,2022,SEA,HOU,0,0,0,1,0,4,3.0,0,4,T-Mobile Park,94,94,43.8,7.1,0,7.5,
662619,2022-04-16,2022,LAD,CIN,0,0,0,1,0,7,0.0,5,2,Dodger Stadium,95,95,60.5,10.0,0,8.5,
663365,2022-04-17,2022,BAL,NYY,0,0,0,1,0,5,0.0,5,0,Oriole Park at Camden Yards,106,106,51.5,15.1,0,8.0,
662294,2022-04-17,2022,PIT,WSN,0,0,0,1,0,8,3.0,5,3,PNC Park,101,101,43.0,7.6,0,8.0,
663308,2022-04-17,2022,BOS,MIN,0,0,0,1,0,9,0.0,8,1,Fenway Park,104,104,45.9,10.7,0,9.0,
661804,2022-04-17,2022,TOR,OAK,0,1,1,0,1,7,6.0,4,3,Rogers Centre,105,105,72.0,0.0,0,8.5,
662625,2022-04-17,2022,NYM,ARI,0,0,0,1,0,5,0.0,5,0,Citi Field,94,94,49.3,19.2,0,7.5,
663132,2022-04-17,2022,CLE,SFG,0,0,0,1,0,9,4.0,1,8,Progressive Field,98,98,35.8,7.8,0,7.5,
661415,2022-04-17,2022,MIA,PHI,0,0,0,1,0,14,8.0,11,3,loanDepot park,98,98,72.0,0.0,0,8.0,
661462,2022-04-17,2022,CHW,TBR,4,0,4,0,1,12,6.0,3,9,Guaranteed Rate Field,100,100,38.1,11.5,0,8.5,
661226,2022-04-17,2022,MIL,STL,0,3,3,0,1,11,7.0,6,5,American Family Field,102,102,72.0,0.0,0,8.5,
662038,2022-04-17,2022,TEX,LAA,1,0,1,0,1,11,7.0,3,8,Globe Life Field,107,107,72.0,0.0,0,9.5,
662930,2022-04-17,2022,COL,CHC,1,0,1,0,1,10,5.0,4,6,Coors Field,117,117,66.9,12.7,0,11.0,
662618,2022-04-17,2022,LAD,CIN,0,0,0,1,0,10,7.0,9,1,Dodger Stadium,95,95,72.4,6.5,0,8.5,
662174,2022-04-17,2022,SEA,HOU,0,1,1,0,1,9,6.0,7,2,T-Mobile Park,94,94,50.6,2.1,0,7.5,
662234,2022-04-17,2022,SDP,ATL,0,0,0,1,0,3,2.0,2,1,Petco Park,95,95,65.8,15.2,0,8.0,
663236,2022-04-18,2022,BOS,MIN,2,0,2,0,1,11,5.0,3,8,Fenway Park,104,104,48.7,7.0,0,,
663197,2022-04-18,2022,CHC,TBR,0,0,0,1,0,6,4.0,4,2,Wrigley Field,103,103,40.4,20.1,0,8.0,
661242,2022-04-18,2022,MIL,PIT,0,1,1,0,1,7,7.0,6,1,American Family Field,102,102,72.0,0.0,0,8.5,
662928,2022-04-18,2022,HOU,LAA,0,2,2,0,1,11,6.0,8,3,Minute Maid Park,100,100,72.0,0.0,0,9.0,
662929,2022-04-18,2022,COL,PHI,0,0,0,1,0,5,0.0,4,1,Coors Field,117,117,55.5,4.0,0,11.0,
662407,2022-04-18,2022,OAK,BAL,0,1,1,0,1,6,2.0,5,1,Oakland Coliseum,95,95,59.0,8.2,0,7.5,
662233,2022-04-18,2022,SDP,CIN,1,2,3,0,1,5,4.0,4,1,Petco Park,95,95,63.6,10.3,0,7.5,
662617,2022-04-18,2022,LAD,ATL,0,1,1,0,1,11,7.0,7,4,Dodger Stadium,95,95,65.6,6.5,0,8.0,
662587,2022-04-19,2022,WSN,ARI,0,0,0,1,0,7,3.0,6,1,Nationals Park,101,101,50.7,17.1,0,8.5,
662350,2022-04-19,2022,NYM,SFG,0,1,1,0,1,9,8.0,5,4,Citi Field,94,94,52.6,21.8,0,7.0,
661405,2022-04-19,2022,MIA,STL,0,0,0,1,0,6,5.0,1,5,loanDepot park,98,98,72.0,0.0,0,8.0,
662896,2022-04-19,2022,DET,NYY,2,0,2,0,1,6,5.0,2,4,Comerica Park,99,99,46.2,21.2,0,7.5,
663249,2022-04-19,2022,BOS,TOR,0,0,0,1,0,3,2.0,2,1,Fenway Park,104,104,46.6,9.3,0,9.5,
663196,2022-04-19,2022,CHC,TBR,0,0,0,1,0,11,7.0,5,6,Wrigley Field,103,103,41.4,11.8,0,7.5,
661211,2022-04-19,2022,MIL,PIT,0,0,0,1,0,7,4.0,5,2,American Family Field,102,102,72.0,0.0,0,7.5,
662927,2022-04-19,2022,HOU,LAA,0,0,0,1,0,9,8.0,2,7,Minute Maid Park,100,100,72.0,0.0,0,8.0,
662753,2022-04-19,2022,KCR,MIN,0,0,0,1,0,7,5.0,4,3,Kauffman Stadium,100,100,53.4,10.3,0,8.5,
662925,2022-04-19,2022,COL,PHI,1,0,1,0,1,11,5.0,6,5,Coors Field,117,117,77.4,4.5,0,11.5,
662406,2022-04-19,2022,OAK,BAL,1,0,1,0,1,3,1.0,2,1,Oakland Coliseum,95,95,56.3,9.2,0,8.0,
662232,2022-04-19,2022,SDP,CIN,1,3,4,0,1,8,6.0,6,2,Petco Park,95,95,63.2,8.3,0,7.5,
662161,2022-04-19,2022,SEA,TEX,0,3,3,0,1,8,6.0,6,2,T-Mobile Park,94,94,51.3,4.4,0,7.5,
662717,2022-04-19,2022,LAD,ATL,0,0,0,1,0,4,3.0,1,3,Dodger Stadium,95,95,63.3,9.2,0,8.0,
662583,2022-04-19,2022,WSN,ARI,0,0,0,1,0,1,0.0,1,0,Nationals Park,101,101,50.3,13.3,0,,
662616,2022-04-19,2022,NYM,SFG,0,0,0,1,0,4,3.0,3,1,Citi Field,94,94,52.6,21.8,0,,
661203,2022-04-20,2022,MIL,PIT,0,0,0,1,0,6,1.0,4,2,American Family Field,102,102,72.0,0.0,0,8.0,
663094,2022-04-20,2022,CLE,CHW,0,1,1,0,1,12,10.0,11,1,Progressive Field,98,98,48.8,3.5,0,7.5,
662924,2022-04-20,2022,COL,PHI,0,2,2,0,1,15,7.0,6,9,Coors Field,117,117,66.1,8.1,0,11.0,
662734,2022-04-20,2022,LAD,ATL,0,2,2,0,1,6,3.0,5,1,Dodger Stadium,95,95,71.9,8.5,0,8.5,
662231,2022-04-20,2022,SDP,CIN,0,0,0,1,0,6,3.0,6,0,Petco Park,95,95,66.0,12.3,0,8.0,
662392,2022-04-20,2022,OAK,BAL,0,0,0,1,0,1,1.0,0,1,Oakland Coliseum,95,95,63.3,13.0,0,8.0,
663146,2022-04-20,2022,CHC,TBR,4,0,4,0,1,10,10.0,2,8,Wrigley Field,103,103,47.8,24.4,0,9.0,
662926,2022-04-20,2022,HOU,LAA,6,0,6,0,1,6,6.0,0,6,Minute Maid Park,100,100,72.0,0.0,0,8.5,
661404,2022-04-20,2022,MIA,STL,0,0,0,1,0,2,0.0,0,2,loanDepot park,98,98,72.0,0.0,0,7.5,
662861,2022-04-20,2022,DET,NYY,0,0,0,1,0,8,3.0,3,5,Comerica Park,99,99,48.6,11.1,0,7.5,
662560,2022-04-20,2022,WSN,ARI,0,0,0,1,0,13,11.0,2,11,Nationals Park,101,101,55.7,5.1,0,8.0,
662349,2022-04-20,2022,NYM,SFG,3,0,3,0,1,7,5.0,2,5,Citi Field,94,94,51.9,2.8,0,6.5,
663247,2022-04-20,2022,BOS,TOR,0,1,1,0,1,7,6.0,1,6,Fenway Park,104,104,50.2,6.0,0,9.0,
662703,2022-04-20,2022,KCR,MIN,0,1,1,0,1,2,2.0,2,0,Kauffman Stadium,100,100,58.6,6.8,0,9.0,
662178,2022-04-20,2022,SEA,TEX,0,0,0,1,0,6,4.0,4,2,T-Mobile Park,94,94,48.8,6.9,0,8.0,
663075,2022-04-20,2022,CLE,CHW,0,1,1,0,1,3,3.0,2,1,Progressive Field,98,98,48.8,3.5,0,,
662593,2022-04-21,2022,NYM,SFG,0,1,1,0,1,8,6.0,6,2,Citi Field,94,94,54.5,16.9,0,8.0,
663093,2022-04-21,2022,CLE,CHW,0,0,0,1,0,9,4.0,6,3,Progressive Field,98,98,56.0,16.0,0,7.5,
662850,2022-04-21,2022,DET,NYY,0,0,0,1,0,3,1.0,3,0,Comerica Park,99,99,61.4,18.8,0,8.5,
663225,2022-04-21,2022,BOS,TOR,0,0,0,1,0,5,2.0,2,3,Fenway Park,104,104,58.8,12.7,0,8.5,
662742,2022-04-21,2022,KCR,MIN,0,0,0,1,0,1,1.0,0,1,Kauffman Stadium,100,100,69.3,9.8,0,8.0,
662391,2022-04-21,2022,OAK,BAL,0,0,0,1,0,10,5.0,6,4,Oakland Coliseum,95,95,57.9,9.0,0,7.0,
662558,2022-04-21,2022,WSN,ARI,1,0,1,0,1,7,6.0,3,4,Nationals Park,101,101,65.1,11.2,0,9.0,
661391,2022-04-21,2022,MIA,STL,0,0,0,1,0,5,2.0,5,0,loanDepot park,98,98,72.0,0.0,0,7.5,
663145,2022-04-21,2022,CHC,PIT,0,2,2,0,1,7,7.0,3,4,Wrigley Field,103,103,64.6,11.2,0,9.0,
662177,2022-04-21,2022,SEA,TEX,0,5,5,0,1,14,11.0,6,8,T-Mobile Park,94,94,50.0,11.0,0,8.0,
663169,2022-04-22,2022,CIN,STL,1,0,1,0,1,6,5.0,2,4,Great American Ball Park,107,107,74.7,8.1,0,8.0,
662557,2022-04-22,2022,WSN,SFG,0,0,0,1,0,8,7.0,1,7,Nationals Park,101,101,67.1,4.3,0,8.5,
661311,2022-04-22,2022,NYY,CLE,0,0,0,1,0,5,5.0,4,1,Yankee Stadium,103,103,60.0,7.0,0,8.5,
661621,2022-04-22,2022,PHI,MIL,0,1,1,0,1,6,2.0,4,2,Citizens Bank Park,104,104,61.8,5.5,0,8.0,
661914,2022-04-22,2022,TBR,BOS,2,1,3,0,1,7,6.0,3,4,Tropicana Field,97,97,72.0,0.0,1,8.0,
661569,2022-04-22,2022,ATL,MIA,0,1,1,0,1,3,1.0,3,0,Truist Park,102,102,74.8,3.9,0,8.0,
663195,2022-04-22,2022,CHC,PIT,0,0,0,1,0,6,6.0,2,4,Wrigley Field,103,103,48.7,16.8,0,7.5,
662922,2022-04-22,2022,HOU,TOR,0,0,0,1,0,7,6.0,3,4,Minute Maid Park,100,100,72.0,0.0,0,8.0,
661755,2022-04-22,2022,MIN,CHW,0,0,0,1,0,3,1.0,2,1,Target Field,99,99,49.7,15.3,0,7.5,
661037,2022-04-22,2022,LAA,BAL,0,0,0,1,0,8,2.0,3,5,Angel Stadium,97,97,63.0,8.1,0,8.5,
663394,2022-04-22,2022,ARI,NYM,0,0,0,1,0,11,2.0,5,6,Chase Field,98,98,72.0,0.0,0,8.5,
662230,2022-04-22,2022,SDP,LAD,0,0,0,1,0,7,3.0,1,6,Petco Park,95,95,60.1,13.2,0,8.0,
662175,2022-04-22,2022,SEA,KCR,0,0,0,1,0,5,4.0,4,1,T-Mobile Park,94,94,55.7,7.2,0,7.5,
