game_pk,date,season,home_team,away_team,fav_side,fav_team,dog_team,fav_implied,fav_ml_price,dog_ml_price,total_line,fav_sp_fip,dog_sp_fip,sp_fip_diff,fav_off,dog_off,off_diff,fav_bp_era,dog_bp_era,bp_era_diff,fav_is_home,reason,winpath,fav_won
661901,2022-04-30,2022,TEX,ATL,away,ATL,TEX,0.5217391304347826,-120,100,9.0,5.840740740740741,4.536781609195403,1.303959131545338,4.1,4.3,-0.20000000000000018,4.328147100424328,4.525714285714286,-0.19756718528995787,0,MIXED,UNCLASSIFIED,0
661365,2022-05-01,2022,MIA,SEA,home,MIA,SEA,0.5427435387673957,-130,110,7.0,3.2195219123505976,2.2121495327102805,1.0073723796403171,4.0,4.65,-0.6500000000000004,3.737541528239203,3.1578947368421053,0.5796467913970975,1,MIXED,STARTER-HOLD,0
661531,2022-05-01,2022,CHW,LAA,away,LAA,CHW,0.5217391304347826,-120,100,8.5,4.424503311258278,6.1,-1.6754966887417213,4.85,3.2,1.6499999999999995,4.100985221674877,4.4021739130434785,-0.30118869136860127,0,SP-LED,UNCLASSIFIED,1
661823,2022-05-02,2022,TOR,NYY,away,NYY,TOR,0.5217391304347826,-120,100,8.5,2.996373056994819,1.4846153846153847,1.5117576723794341,4.8,3.6,1.1999999999999997,2.962025316455696,4.157303370786517,-1.1952780543308208,0,MIXED,STARTER-HOLD,1
662920,2022-05-02,2022,HOU,SEA,home,HOU,SEA,0.552594002855783,-135,115,9.0,4.428671328671329,5.806766917293233,-1.3780955886219042,3.3,4.8,-1.5,3.5735294117647056,3.272727272727273,0.3008021390374327,1,MIXED,LATE-CONVERT,1
661796,2022-05-03,2022,TOR,NYY,home,TOR,NYY,0.5324675324675325,-125,105,7.5,2.98,3.697826086956522,-0.7178260869565221,3.55,4.8,-1.25,4.052132701421801,2.8432563791008505,1.2088763223209504,1,MIXED,STARTER-HOLD,0
663237,2022-05-03,2022,BOS,LAA,away,LAA,BOS,0.5324675324675325,-125,105,8.5,2.4865030674846627,4.0452736318407965,-1.5587705643561338,5.0,3.5,1.5,4.2086330935251794,4.517374517374518,-0.3087414238493382,0,SP-LED,STARTER-HOLD,0
662690,2022-05-03,2022,KCR,STL,away,STL,KCR,0.5217391304347826,-120,100,7.0,4.402083333333334,3.3892561983471077,1.012827134986226,3.75,3.0,0.75,3.2812500000000004,5.056179775280898,-1.774929775280898,0,MIXED,LATE-CONVERT,0
662994,2022-05-03,2022,COL,WSN,home,COL,WSN,0.552594002855783,-135,115,10.5,4.873399014778325,4.545086705202312,0.3283123095760132,4.9,4.35,0.5500000000000007,5.418502202643172,4.623287671232877,0.795214531410295,1,MIXED,LATE-CONVERT,0
662577,2022-05-04,2022,NYM,ATL,home,NYM,ATL,0.5427435387673957,-130,110,7.0,2.7336996336996338,5.165217391304348,-2.4315177576047144,4.65,3.25,1.4000000000000004,3.8107098381070985,3.625592417061611,0.18511742104548734,1,SP-LED,STARTER-HOLD,0
662382,2022-05-04,2022,OAK,TBR,away,TBR,OAK,0.5427435387673957,-130,110,7.0,3.3475247524752474,3.5794520547945208,-0.2319273023192734,4.45,3.4,1.0500000000000003,3.1696014828544943,4.106463878326996,-0.9368623954725015,0,MIXED,GRIND-OUT,1
663227,2022-05-05,2022,BOS,LAA,away,LAA,BOS,0.5324675324675325,-125,105,7.5,2.067391304347826,4.449693251533742,-2.3823019471859164,5.0,3.65,1.35,4.122905027932961,4.90521327014218,-0.7823082422092185,0,SP-LED,STARTER-HOLD,1
662189,2022-05-05,2022,SEA,TBR,away,TBR,SEA,0.5427435387673957,-130,110,7.0,2.681749049429658,4.296013289036544,-1.6142642396068863,4.15,4.6,-0.4499999999999993,3.1034482758620685,3.5643564356435644,-0.4609081597814959,0,SP-LED,STARTER-HOLD,1
662272,2022-05-06,2022,SDP,MIA,home,SDP,MIA,0.552594002855783,-135,115,6.5,3.336220472440945,4.057095709570957,-0.720875237130012,4.75,4.25,0.5,4.5,3.465982028241335,1.034017971758665,1,MIXED,GRIND-OUT,1
663226,2022-05-07,2022,BOS,CHW,away,CHW,BOS,0.552594002855783,-135,115,8.0,1.8632508833922263,5.612820512820512,-3.749569629428286,2.75,3.1,-0.3500000000000001,3.8870431893687707,5.439560439560439,-1.5525172501916682,0,SP-LED,STARTER-HOLD,1
662102,2022-05-07,2022,SFG,STL,home,SFG,STL,0.552594002855783,-135,115,7.0,2.793877551020408,1.9793103448275862,0.814567206192822,4.35,3.75,0.5999999999999996,3.7904015670910876,3.2951945080091534,0.4952070590819342,1,MIXED,STARTER-HOLD,1
663359,2022-05-07,2022,ARI,COL,home,ARI,COL,0.5217391304347826,-120,100,9.0,4.831601731601731,3.8114624505928854,1.0201392810088459,3.85,4.7,-0.8500000000000001,5.422832980972516,5.810126582278481,-0.3872936013059647,1,MIXED,VOLATILE,0
661307,2022-05-08,2022,BAL,KCR,home,BAL,KCR,0.5324675324675325,-125,105,7.0,4.68102766798419,3.8692307692307693,0.8117968987534208,3.8,3.15,0.6499999999999999,4.228804902962207,5.22867737948084,-0.9998724765186333,1,BP-LED,GRIND-OUT,0
662837,2022-05-09,2022,DET,OAK,home,DET,OAK,0.5324675324675325,-125,105,7.0,5.156737588652483,2.104149377593361,3.052588211059122,2.65,2.65,0.0,2.9120323559150654,4.071925754060325,-1.1598933981452593,1,MIXED,LATE-CONVERT,0
662158,2022-05-09,2022,SEA,PHI,home,SEA,PHI,0.5217391304347826,-120,100,7.5,4.230742049469965,5.421428571428572,-1.1906865219586065,4.3,4.65,-0.35000000000000053,4.047109207708779,5.1194539249146755,-1.0723447172058966,1,MIXED,GRIND-OUT,0
662157,2022-05-10,2022,SEA,PHI,away,PHI,SEA,0.5324675324675325,-125,105,7.0,3.509356725146199,4.25702479338843,-0.747668068242231,4.6,3.95,0.6499999999999995,4.95049504950495,4.188210961737332,0.7622840877676174,0,MIXED,GRIND-OUT,0
663350,2022-05-10,2022,ARI,MIA,away,MIA,ARI,0.552594002855783,-135,115,8.0,3.2915708812260536,4.85,-1.558429118773946,3.75,4.1,-0.34999999999999964,3.42560553633218,5.367793240556661,-1.9421877042244806,0,MIXED,STARTER-HOLD,0
663450,2022-05-11,2022,LAA,TBR,home,LAA,TBR,0.5427435387673957,-130,110,7.0,1.4858267716535434,3.0363057324840765,-1.5504789608305332,5.15,4.35,0.8000000000000007,3.8243626062322944,3.835415135929464,-0.011052529697169522,1,SP-LED,STARTER-HOLD,0
661548,2022-05-11,2022,ATL,BOS,home,ATL,BOS,0.5324675324675325,-125,105,8.0,5.142553191489362,4.606024096385542,0.5365290951038197,4.0,2.95,1.0499999999999998,3.7714285714285714,4.906015037593985,-1.1345864661654135,1,MIXED,LATE-CONVERT,1
661702,2022-05-11,2022,MIN,HOU,away,HOU,MIN,0.5324675324675325,-125,105,8.5,4.36984126984127,5.822513089005236,-1.4526718191639656,3.8,4.0,-0.20000000000000018,2.9524886877828056,3.15512708150745,-0.20263839372464432,0,SP-LED,LATE-CONVERT,1
661694,2022-05-12,2022,MIN,HOU,away,HOU,MIN,0.552594002855783,-135,115,8.0,4.163829787234043,0.8500000000000001,3.313829787234043,4.25,4.0,0.25,2.8601694915254234,3.467336683417085,-0.6071671918916617,0,MIXED,LATE-CONVERT,1
662372,2022-05-12,2022,PIT,CIN,home,PIT,CIN,0.552594002855783,-135,115,8.0,3.936653386454183,2.3156862745098037,1.6209671119443794,3.6,4.65,-1.0500000000000003,4.913151364764268,5.9705159705159705,-1.0573646057517028,1,MIXED,UNCLASSIFIED,0
661904,2022-05-13,2022,TBR,TOR,away,TOR,TBR,0.5324675324675325,-125,105,7.0,0.7139410187667559,2.9214285714285717,-2.207487552661816,3.7,4.25,-0.5499999999999998,4.860173577627773,3.901734104046243,0.9584394735815298,0,SP-LED,UNCLASSIFIED,0
661882,2022-05-13,2022,TEX,BOS,home,TEX,BOS,0.5217391304347826,-120,100,8.5,3.4267973856209153,4.394117647058824,-0.9673202614379086,3.45,3.0,0.4500000000000002,4.097682119205298,5.013927576601672,-0.9162454573963741,1,MIXED,UNCLASSIFIED,0
663349,2022-05-13,2022,ARI,CHC,home,ARI,CHC,0.5324675324675325,-125,105,9.0,4.264383561643836,5.144444444444444,-0.880060882800608,4.15,3.6,0.5500000000000003,5.85296889726673,3.8560411311053984,1.9969277661613316,1,MIXED,UNCLASSIFIED,1
662844,2022-05-14,2022,DET,BAL,home,DET,BAL,0.5324675324675325,-125,105,7.5,5.0704433497536945,2.3358803986710965,2.734562951082598,2.15,4.25,-2.1,3.1404255319148935,3.986371379897785,-0.8459458479828914,1,MIXED,LATE-CONVERT,1
661414,2022-05-14,2022,MIA,MIL,away,MIL,MIA,0.5217391304347826,-120,100,7.0,2.8260273972602743,3.974524714828897,-1.1484973175686228,5.75,4.2,1.5499999999999998,4.341708542713568,3.8801261829653,0.461582359748268,0,MIXED,UNCLASSIFIED,0
661147,2022-05-14,2022,TEX,BOS,home,TEX,BOS,0.5217391304347826,-120,100,8.0,4.518439716312057,3.7103286384976526,0.808111077814404,3.4,3.3,0.10000000000000009,4.14043583535109,4.922515952597995,-0.7820801172469052,1,MIXED,GRIND-OUT,0
661545,2022-05-15,2022,ATL,SDP,home,ATL,SDP,0.5203045685279188,-125,-105,6.5,2.4465909090909093,2.212271540469974,0.23431936862093528,4.45,4.6,-0.14999999999999947,4.044052863436123,4.750479846449136,-0.7064269830130128,1,MIXED,STARTER-HOLD,0
661489,2022-05-15,2022,CHW,NYY,away,NYY,CHW,0.5427435387673957,-130,110,8.0,2.3012779552715656,2.3758620689655174,-0.07458411369395179,6.15,3.65,2.5000000000000004,2.872340425531915,4.625435540069686,-1.7530951145377713,0,OFFENSE-LED,STARTER-HOLD,1
662380,2022-05-15,2022,OAK,LAA,away,LAA,OAK,0.5427435387673957,-130,110,7.0,2.4129770992366413,3.5491725768321514,-1.13619547759551,4.95,2.7,2.25,3.9063829787234043,3.6871508379888263,0.21923214073457808,0,MIXED,STARTER-HOLD,1
663367,2022-05-15,2022,ARI,CHC,home,ARI,CHC,0.5217391304347826,-120,100,9.0,3.240845070422535,3.7572769953051646,-0.5164319248826295,4.0,3.6,0.3999999999999999,5.775401069518717,3.8122923588039868,1.9631087107147298,1,MIXED,UNCLASSIFIED,0
663275,2022-05-16,2022,BOS,HOU,home,BOS,HOU,0.5324675324675325,-125,105,9.0,2.966666666666667,3.570588235294118,-0.603921568627451,3.6,4.85,-1.2499999999999996,5.080033698399326,3.0308699719363887,2.0491637264629374,1,MIXED,VOLATILE,1
662378,2022-05-16,2022,OAK,MIN,away,MIN,OAK,0.552594002855783,-135,115,7.5,6.267420814479638,3.9333333333333336,2.3340874811463044,4.25,2.65,1.6,3.4564254062038406,3.798165137614679,-0.3417397314108386,0,MIXED,LATE-CONVERT,1
663271,2022-05-17,2022,BOS,HOU,home,BOS,HOU,0.5217391304347826,-120,100,8.5,4.474045801526717,4.021985815602837,0.4520599859238805,3.8,4.9,-1.1000000000000005,5.045342126957955,3.275705186533212,1.7696369404247432,1,MIXED,UNCLASSIFIED,0
661126,2022-05-17,2022,TEX,LAA,away,LAA,TEX,0.5427435387673957,-130,110,8.5,3.8590759075907592,3.893650793650794,-0.03457488606003478,5.0,3.35,1.65,3.690851735015773,4.0,-0.309148264984227,0,OFFENSE-LED,LATE-CONVERT,0
662370,2022-05-17,2022,OAK,MIN,away,MIN,OAK,0.552594002855783,-135,115,7.5,4.046502057613169,4.7393442622950825,-0.6928422046819138,4.1,2.6,1.4999999999999996,3.333333333333333,3.7367491166077738,-0.4034157832744407,0,OFFENSE-LED,LATE-CONVERT,0
661202,2022-05-18,2022,MIL,ATL,home,MIL,ATL,0.5427435387673957,-130,110,6.5,2.8345132743362833,2.674468085106383,0.1600451892299004,5.8,4.05,1.75,4.278026905829596,3.7317073170731705,0.5463195887564254,1,OFFENSE-LED,UNCLASSIFIED,1
663043,2022-05-19,2022,CLE,CIN,home,CLE,CIN,0.552594002855783,-135,115,8.0,4.028143712574851,3.4661971830985916,0.5619465294762591,4.4,5.15,-0.75,3.9488117001828154,5.633484162895927,-1.6846724627131118,1,BP-LED,LATE-CONVERT,0
663269,2022-05-19,2022,BOS,SEA,home,BOS,SEA,0.5324675324675325,-125,105,8.5,3.283150183150183,1.8,1.483150183150183,4.05,2.95,1.0999999999999996,4.9766355140186915,4.129141886151231,0.8474936278674603,1,MIXED,UNCLASSIFIED,1
663193,2022-05-19,2022,CHC,ARI,home,CHC,ARI,0.5427435387673957,-130,110,9.0,4.211111111111111,1.8683284457478007,2.342782665363311,3.2,4.15,-0.9500000000000002,3.45372460496614,5.567736883320283,-2.1140122783541426,1,MIXED,LATE-CONVERT,0
661339,2022-05-20,2022,MIA,ATL,away,ATL,MIA,0.5217391304347826,-120,100,7.0,3.9656716417910447,3.736942675159236,0.22872896663180864,4.2,4.6,-0.39999999999999947,3.776722090261283,3.710526315789474,0.06619577447180891,0,MIXED,LATE-CONVERT,1
661632,2022-05-20,2022,PHI,LAD,away,LAD,PHI,0.552594002855783,-135,115,8.5,4.85,4.455932203389831,0.39406779661016866,5.7,4.65,1.0499999999999998,3.4367541766109784,4.960629921259843,-1.5238757446488642,0,MIXED,LATE-CONVERT,1
663268,2022-05-20,2022,BOS,SEA,home,BOS,SEA,0.5217391304347826,-120,100,9.0,3.9300395256917,4.0473684210526315,-0.11732889536093172,4.4,3.2,1.2000000000000002,4.877505567928731,4.574999999999999,0.3025055679287316,1,OFFENSE-LED,VOLATILE,1
662078,2022-05-20,2022,SFG,SDP,home,SFG,SDP,0.5324675324675325,-125,105,7.5,4.962745098039216,3.26548463356974,1.6972604644694758,5.3,4.45,0.8499999999999996,4.178334561532793,4.1736930860033725,0.0046414755294206245,1,MIXED,LATE-CONVERT,0
663002,2022-05-21,2022,COL,NYM,away,NYM,COL,0.5427435387673957,-130,110,9.5,2.8429305912596403,4.708579088471851,-1.8656484972122103,4.5,5.1,-0.5999999999999996,3.7947494033412887,6.051724137931035,-2.256974734589746,0,MIXED,STARTER-HOLD,1
663277,2022-05-22,2022,BOS,SEA,home,BOS,SEA,0.5427435387673957,-130,110,9.5,6.038271604938272,2.755963302752294,3.282308302185978,4.7,3.25,1.4500000000000002,4.537292817679557,4.695024077046549,-0.15773125936699195,1,MIXED,VOLATILE,1
663150,2022-05-22,2022,CHC,ARI,home,CHC,ARI,0.5217391304347826,-120,100,7.5,3.2,2.892147806004619,0.3078521939953811,3.45,4.6,-1.1499999999999995,3.710691823899371,5.472527472527472,-1.7618356486281006,1,MIXED,STARTER-HOLD,1
662982,2022-05-22,2022,COL,NYM,away,NYM,COL,0.5324675324675325,-125,105,10.5,4.1,4.509574468085106,-0.4095744680851068,4.7,5.5,-0.7999999999999998,4.084720121028745,5.720032180209171,-1.6353120591804258,0,MIXED,VOLATILE,1
662076,2022-05-22,2022,SFG,SDP,home,SFG,SDP,0.552594002855783,-135,115,7.5,3.4592814371257488,2.4675889328063243,0.9916925043194245,5.3,4.2,1.0999999999999996,4.203821656050955,4.213075060532688,-0.00925340448173273,1,MIXED,GRIND-OUT,0
662455,2022-05-23,2022,PIT,COL,home,PIT,COL,0.552594002855783,-135,115,8.0,4.119830028328612,3.951648351648352,0.16818167668025996,3.1,5.0,-1.9,5.061124694376528,5.629453681710213,-0.5683289873336852,1,MIXED,UNCLASSIFIED,1
663073,2022-05-23,2022,CIN,CHC,away,CHC,CIN,0.5427435387673957,-130,110,9.0,4.541717791411043,7.043089430894309,-2.501371639483266,3.65,4.6,-0.9499999999999997,3.696098562628337,5.439212930428671,-1.7431143678003345,0,SP-LED,LATE-CONVERT,1
661999,2022-05-23,2022,STL,TOR,home,STL,TOR,0.5217391304347826,-120,100,7.5,2.693147751605996,4.64040404040404,-1.9472562887980445,5.55,3.0,2.55,4.082211197732105,4.606011372867588,-0.5238001751354826,1,MIXED,STARTER-HOLD,1
662257,2022-05-23,2022,SDP,MIL,home,SDP,MIL,0.5217391304347826,-120,100,7.5,5.186092715231789,3.156497175141243,2.0295955400905457,4.35,5.4,-1.0500000000000007,4.113475177304965,3.9747634069400632,0.13871177036490145,1,MIXED,UNCLASSIFIED,1
661998,2022-05-24,2022,STL,TOR,away,TOR,STL,0.552594002855783,-135,115,7.0,1.2338742393509128,4.184905660377359,-2.951031421026446,3.05,5.85,-2.8,4.733067729083665,3.9944521497919556,0.7386155792917091,0,SP-LED,UNCLASSIFIED,1
662074,2022-05-24,2022,SFG,NYM,home,SFG,NYM,0.5324675324675325,-125,105,7.5,3.036708860759494,3.5,-0.46329113924050613,4.85,4.85,0.0,4.632352941176471,4.021978021978022,0.6103749191984491,1,MIXED,GRIND-OUT,1
662051,2022-05-26,2022,TBR,NYY,away,NYY,TBR,0.5324675324675325,-125,105,7.5,2.4905191873589168,4.84757281553398,-2.3570536281750636,4.5,4.65,-0.15000000000000036,3.5433070866141736,3.6019469983775014,-0.058639911763327834,0,SP-LED,STARTER-HOLD,1
661997,2022-05-26,2022,STL,MIL,home,STL,MIL,0.5217391304347826,-120,100,7.5,3.834341252699784,3.2699029126213595,0.5644383400784245,5.85,5.05,0.7999999999999998,4.074567243675101,3.769287288758266,0.3052799549168346,1,MIXED,LATE-CONVERT,0
661960,2022-05-27,2022,TBR,NYY,home,TBR,NYY,0.5217391304347826,-120,100,7.5,2.6512820512820516,3.0759036144578316,-0.4246215631757799,4.25,4.8,-0.5499999999999998,3.6979722518676628,3.582089552238806,0.11588269962885667,1,HOME-LED,STARTER-HOLD,0
663444,2022-05-27,2022,LAA,TOR,away,TOR,LAA,0.5217391304347826,-120,100,8.0,2.7,4.8821782178217825,-2.1821782178217823,3.5,4.85,-1.3499999999999996,4.618867924528302,4.279891304347826,0.3389766201804756,0,SP-LED,UNCLASSIFIED,1
662369,2022-05-27,2022,OAK,TEX,away,TEX,OAK,0.5324675324675325,-125,105,7.0,3.1732600732600735,4.54578313253012,-1.3725230592700468,3.65,3.25,0.3999999999999999,3.940355329949239,4.191954834156669,-0.25159950420743016,0,SP-LED,STARTER-HOLD,1
662514,2022-05-28,2022,WSN,COL,home,WSN,COL,0.5217391304347826,-120,100,9.0,5.477358490566038,4.19865470852018,1.2787037820458584,3.65,4.5,-0.8500000000000001,4.568527918781726,5.827338129496402,-1.2588102107146764,1,MIXED,VOLATILE,1
662556,2022-05-28,2022,NYM,PHI,home,NYM,PHI,0.5427435387673957,-130,110,8.5,3.666666666666667,2.824517906336088,0.8421487603305788,5.5,4.6,0.9000000000000004,4.079837618403247,4.885714285714285,-0.805876667311038,1,MIXED,UNCLASSIFIED,1
662131,2022-05-28,2022,SEA,HOU,away,HOU,SEA,0.5324675324675325,-125,105,7.5,4.26751269035533,3.2778656126482213,0.9896470777071089,4.6,3.85,0.7499999999999996,2.905355832721937,4.815618221258134,-1.9102623885361973,0,MIXED,LATE-CONVERT,0
662512,2022-05-29,2022,WSN,COL,home,WSN,COL,0.5324675324675325,-125,105,9.0,5.677092511013216,3.4728070175438597,2.204285493469356,4.05,4.5,-0.4500000000000002,4.3995171997586,5.800542740841248,-1.4010255410826478,1,MIXED,UNCLASSIFIED,1
662374,2022-05-29,2022,OAK,TEX,away,TEX,OAK,0.5324675324675325,-125,105,8.0,3.6636743215031315,5.20762331838565,-1.5439489968825186,4.45,3.45,1.0,3.8508557457212715,4.698795180722891,-0.8479394350016198,0,SP-LED,UNCLASSIFIED,0
663414,2022-05-29,2022,LAA,TOR,home,LAA,TOR,0.552594002855783,-135,115,8.0,2.465482233502538,4.412910284463895,-1.9474280509613573,4.7,3.85,0.8500000000000001,4.358638743455497,4.6037463976945245,-0.24510765423902736,1,SP-LED,UNCLASSIFIED,0
661613,2022-05-30,2022,PHI,SFG,away,SFG,PHI,0.5217391304347826,-120,100,9.5,2.8709923664122137,3.1871459694989106,-0.31615360308669693,5.9,4.7,1.2000000000000002,5.018382352941177,4.88517745302714,0.13320489991403672,0,OFFENSE-LED,VOLATILE,1
663034,2022-05-31,2022,CLE,KCR,home,CLE,KCR,0.5324675324675325,-125,105,9.0,3.9620689655172416,3.871276595744681,0.09079236977256055,4.45,4.8,-0.34999999999999964,3.7471087124132616,5.61436672967864,-1.867258017265378,1,BP-LED,LATE-CONVERT,1
661618,2022-05-31,2022,PHI,SFG,home,PHI,SFG,0.5427435387673957,-130,110,9.5,4.535294117647059,4.721621621621622,-0.18632750397456288,4.45,5.5,-1.0499999999999998,4.874746106973596,4.957627118644068,-0.08288101167047213,1,MIXED,VOLATILE,0
661331,2022-05-31,2022,NYY,LAA,home,NYY,LAA,0.552594002855783,-135,115,8.5,3.4303964757709253,3.3459016393442624,0.08449483642666289,4.8,5.05,-0.25,3.61997226074896,4.497153700189753,-0.8771814394407933,1,BP-LED,UNCLASSIFIED,1
663297,2022-05-31,2022,BOS,CIN,home,BOS,CIN,0.552594002855783,-135,115,8.5,4.469047619047619,3.3475247524752474,1.1215228665723718,6.95,5.3,1.6500000000000004,4.682080924855491,5.45945945945946,-0.7773785346039688,1,MIXED,LATE-CONVERT,0
661884,2022-05-31,2022,TEX,TBR,home,TEX,TBR,0.5217391304347826,-120,100,8.0,2.280035650623886,3.8142857142857145,-1.5342500636618284,4.95,3.7,1.25,3.9870053160070875,3.69,0.29700531600708757,1,SP-LED,STARTER-HOLD,1
663154,2022-05-31,2022,CHC,MIL,away,MIL,CHC,0.5427435387673957,-130,110,9.5,3.467965367965368,3.187463556851312,0.28050181111405603,4.25,4.95,-0.7000000000000002,3.6180904522613067,4.1930116472545755,-0.5749211949932689,0,MIXED,UNCLASSIFIED,0
661982,2022-06-01,2022,STL,SDP,away,SDP,STL,0.5427435387673957,-130,110,8.0,3.159055118110236,4.758878504672897,-1.5998233865626612,3.9,5.4,-1.5000000000000004,4.02805611222445,4.105080831408776,-0.07702471918432607,0,SP-LED,STARTER-HOLD,0
661612,2022-06-01,2022,PHI,SFG,home,PHI,SFG,0.5324675324675325,-125,105,8.0,3.0831932773109245,2.511764705882353,0.5714285714285716,4.45,5.65,-1.2000000000000002,4.853801169590643,4.903339191564148,-0.049538021973505764,1,MIXED,UNCLASSIFIED,1
661764,2022-06-01,2022,TOR,CHW,home,TOR,CHW,0.552594002855783,-135,115,8.5,4.310762331838565,2.6,1.710762331838565,4.05,4.15,-0.10000000000000053,4.672960215778827,4.773960216998192,-0.10100000121936503,1,MIXED,UNCLASSIFIED,1
662833,2022-06-01,2022,DET,MIN,away,MIN,DET,0.5217391304347826,-120,100,7.5,2.989705882352941,1.98671875,1.0029871323529411,5.1,2.95,2.1499999999999995,4.093097913322632,3.1578947368421058,0.9352031764805262,0,MIXED,STARTER-HOLD,0
661963,2022-06-01,2022,TEX,TBR,away,TBR,TEX,0.5217391304347826,-120,100,7.5,3.424074074074074,3.910810810810811,-0.486736736736737,3.65,4.8,-1.15,3.669816011934361,3.940455341506129,-0.2706393295717682,0,MIXED,UNCLASSIFIED,1
661330,2022-06-02,2022,NYY,LAA,home,NYY,LAA,0.5324675324675325,-125,105,7.0,2.449904397705545,2.3857142857142857,0.06419011199125935,4.95,4.85,0.10000000000000053,3.570451436388509,4.574402939375383,-1.0039515029868737,1,BP-LED,STARTER-HOLD,1
662832,2022-06-02,2022,DET,MIN,away,MIN,DET,0.552594002855783,-135,115,9.0,5.0941348973607035,4.2787072243346005,0.815427673026103,5.1,2.9,2.1999999999999997,4.049761778718898,3.122551762730834,0.9272100159880643,0,MIXED,LATE-CONVERT,0
