game_pk,date,season,home_team,away_team,temperature,total_line,f5_total,f5_ratio,total_over_price,actual_total,over_result,month,early_heavy,cold_park,warm_day
716753,2023-09-02,2023,CIN,CHC,88.2,9.5,5.5,0.5789473684210527,-110.0,3,0,9,True,True,True
716753,2023-09-02,2023,CIN,CHC,88.2,9.5,5.5,0.5789473684210527,-112.0,3,0,9,True,True,True
716740,2023-09-03,2023,WSN,MIA,91.0,9.0,7.5,0.8333333333333334,-110.0,10,1,9,True,True,True
716734,2023-09-03,2023,CHW,DET,90.9,9.5,5.5,0.5789473684210527,-105.0,5,0,9,True,True,True
716733,2023-09-03,2023,STL,PIT,87.6,9.5,5.5,0.5789473684210527,-105.0,10,1,9,True,True,True
716729,2023-09-03,2023,CLE,TBR,80.6,9.5,5.5,0.5789473684210527,-110.0,8,0,9,True,True,True
716681,2023-09-04,2023,KCR,CHW,92.6,9.5,5.5,0.5789473684210527,-115.0,13,1,9,True,True,True
716727,2023-09-04,2023,CIN,SEA,91.9,9.5,5.5,0.5789473684210527,-108.0,9,0,9,True,True,True
716715,2023-09-05,2023,WSN,NYM,92.1,9.0,5.5,0.6111111111111112,-120.0,16,1,9,True,True,True
716699,2023-09-06,2023,CHC,SFG,80.8,11.0,6.5,0.5909090909090909,-105.0,10,0,9,True,True,True
716693,2023-09-06,2023,CIN,SEA,85.6,9.5,5.5,0.5789473684210527,-115.0,12,1,9,True,True,True
716701,2023-09-06,2023,WSN,NYM,95.4,11.0,6.5,0.5909090909090909,-105.0,5,0,9,True,True,True
716688,2023-09-06,2023,KCR,CHW,78.0,9.5,5.5,0.5789473684210527,-118.0,10,1,9,True,True,True
716676,2023-09-08,2023,WSN,LAD,78.6,9.5,5.5,0.5789473684210527,-112.0,13,1,9,True,True,True
716679,2023-09-08,2023,PHI,MIA,81.7,9.0,5.5,0.6111111111111112,-115.0,5,0,9,True,True,True
716672,2023-09-08,2023,BOS,BAL,78.8,9.5,5.5,0.5789473684210527,-115.0,13,1,9,True,True,True
716654,2023-09-09,2023,MIN,NYM,79.0,8.5,5.5,0.6470588235294118,-120.0,12,1,9,True,True,True
716662,2023-09-09,2023,WSN,LAD,87.0,9.5,5.5,0.5789473684210527,-108.0,13,1,9,True,True,True
716653,2023-09-09,2023,PHI,MIA,78.0,9.0,5.5,0.6111111111111112,-120.0,12,1,9,True,True,True
716635,2023-09-11,2023,PIT,WSN,77.2,8.5,5.5,0.6470588235294118,-120.0,8,0,9,True,True,True
716636,2023-09-11,2023,BAL,STL,79.7,9.5,5.5,0.5789473684210527,-118.0,16,1,9,True,True,True
716599,2023-09-13,2023,COL,CHC,75.2,11.5,6.5,0.5652173913043478,-115.0,10,0,9,True,True,True
716557,2023-09-16,2023,STL,PHI,77.5,9.0,5.5,0.6111111111111112,-115.0,7,0,9,True,True,True
716529,2023-09-18,2023,KCR,CLE,79.2,9.5,5.5,0.5789473684210527,-115.0,10,1,9,True,True,True
716517,2023-09-19,2023,KCR,CLE,79.3,9.5,5.5,0.5789473684210527,-110.0,13,1,9,True,True,True
716517,2023-09-19,2023,KCR,CLE,79.3,8.5,5.5,0.6470588235294118,-112.0,13,1,9,True,True,True
716513,2023-09-20,2023,WSN,CHW,76.1,9.5,7.5,0.7894736842105263,-105.0,16,1,9,True,True,True
716462,2023-09-23,2023,CIN,PIT,76.2,9.5,5.5,0.5789473684210527,-108.0,25,1,9,True,True,True
716438,2023-09-26,2023,COL,LAD,77.4,11.5,6.5,0.5652173913043478,-120.0,5,0,9,True,True,True
716405,2023-09-28,2023,COL,LAD,82.3,11.5,6.5,0.5652173913043478,-115.0,19,1,9,True,True,True
716387,2023-09-29,2023,COL,MIN,79.0,11.0,6.5,0.5909090909090909,-120.0,13,1,9,True,True,True
716389,2023-09-29,2023,KCR,NYY,83.4,9.5,5.5,0.5789473684210527,-105.0,17,1,9,True,True,True
716388,2023-09-29,2023,STL,CIN,76.6,9.0,5.5,0.6111111111111112,-120.0,21,1,9,True,True,True
716375,2023-09-30,2023,KCR,NYY,85.7,9.5,5.5,0.5789473684210527,-105.0,7,0,9,True,True,True
716375,2023-09-30,2023,KCR,NYY,85.7,8.0,5.5,0.6875,-108.0,7,0,9,True,True,True
716372,2023-09-30,2023,STL,CIN,81.6,9.0,5.5,0.6111111111111112,-115.0,21,1,9,True,True,True
746629,2024-06-01,2024,CLE,WSN,75.3,7.5,4.5,0.6,-115.0,5,0,6,True,True,True
745813,2024-06-02,2024,NYM,ARI,79.1,8.0,5.5,0.6875,-112.0,9,1,6,True,True,True
744854,2024-06-03,2024,WSN,NYM,82.5,7.5,4.5,0.6,-115.0,15,1,6,True,True,True
746872,2024-06-04,2024,CHC,CHW,77.2,9.5,5.5,0.5789473684210527,-108.0,13,1,6,True,True,True
746544,2024-06-05,2024,COL,CIN,87.6,11.0,6.5,0.5909090909090909,-120.0,19,1,6,True,True,True
745169,2024-06-07,2024,STL,COL,83.2,7.5,4.5,0.6,-115.0,13,1,6,True,True,True
744849,2024-06-09,2024,WSN,ATL,80.8,9.5,5.5,0.5789473684210527,-105.0,13,1,6,True,True,True
746787,2024-06-09,2024,CHW,BOS,76.4,9.0,5.5,0.6111111111111112,-118.0,10,1,6,True,True,True
746462,2024-06-12,2024,DET,WSN,80.8,7.5,4.5,0.6,-112.0,12,1,6,True,True,True
745807,2024-06-16,2024,NYM,SDP,75.0,7.0,4.5,0.6428571428571429,-120.0,17,1,6,True,True,True
744842,2024-06-19,2024,WSN,ARI,90.2,9.5,5.5,0.5789473684210527,-110.0,4,0,6,True,True,True
745732,2024-06-19,2024,NYY,BAL,77.2,7.5,4.5,0.6,-115.0,13,1,6,True,True,True
746863,2024-06-22,2024,CHC,NYM,90.9,11.0,6.5,0.5909090909090909,-115.0,9,0,6,True,True,True
745564,2024-06-22,2024,PHI,ARI,95.6,9.0,5.5,0.6111111111111112,-105.0,13,1,6,True,True,True
746700,2024-06-22,2024,CIN,BOS,92.4,9.5,5.5,0.5789473684210527,-115.0,7,0,6,True,True,True
746298,2024-06-24,2024,KCR,MIA,95.4,9.5,5.5,0.5789473684210527,-110.0,5,0,6,True,True,True
746293,2024-06-25,2024,KCR,MIA,90.7,9.5,5.5,0.5789473684210527,-112.0,3,0,6,True,True,True
745162,2024-06-27,2024,STL,CIN,86.2,7.5,4.5,0.6,-112.0,15,1,6,True,True,True
746292,2024-06-28,2024,KCR,CLE,89.5,9.5,5.5,0.5789473684210527,-115.0,13,1,6,True,True,True
746938,2024-06-30,2024,BOS,SDP,88.0,10.0,6.5,0.65,-115.0,5,0,6,True,True,True
745154,2024-06-30,2024,STL,CIN,78.8,7.5,4.5,0.6,-110.0,2,0,6,True,True,True
746623,2024-07-02,2024,CLE,CHW,84.1,9.0,5.5,0.6111111111111112,-118.0,13,1,7,True,True,True
746534,2024-07-03,2024,COL,MIL,90.3,11.5,6.5,0.5652173913043478,-110.0,3,0,7,True,True,True
746859,2024-07-05,2024,CHC,LAA,81.1,9.5,5.5,0.5789473684210527,-105.0,6,0,7,True,True,True
745885,2024-07-06,2024,MIN,HOU,79.2,7.5,4.5,0.6,-110.0,12,1,7,True,True,True
745476,2024-07-06,2024,PIT,NYM,85.3,9.5,5.5,0.5789473684210527,-105.0,7,0,7,True,True,True
744832,2024-07-07,2024,WSN,STL,91.6,9.0,5.5,0.6111111111111112,-118.0,11,1,7,True,True,True
745556,2024-07-10,2024,PHI,LAD,86.7,9.5,5.5,0.5789473684210527,-112.0,7,0,7,True,True,True
745796,2024-07-10,2024,NYM,WSN,77.7,9.5,5.5,0.5789473684210527,-110.0,8,0,7,True,True,True
746452,2024-07-11,2024,DET,CLE,78.4,8.0,5.5,0.6875,-112.0,11,1,7,True,True,True
746685,2024-07-12,2024,CIN,MIA,84.8,9.0,5.5,0.6111111111111112,-110.0,11,1,7,True,True,True
746447,2024-07-13,2024,DET,LAD,81.4,8.5,6.5,0.7647058823529411,-115.0,20,1,7,True,True,True
745549,2024-07-13,2024,PHI,OAK,89.2,9.0,5.5,0.6111111111111112,-120.0,16,1,7,True,True,True
746932,2024-07-14,2024,BOS,KCR,88.1,9.5,6.5,0.6842105263157895,-105.0,9,0,7,True,True,True
745551,2024-07-14,2024,PHI,OAK,90.9,9.5,5.5,0.5789473684210527,-118.0,21,1,7,True,True,True
745797,2024-07-14,2024,NYM,COL,86.4,8.0,5.5,0.6875,-118.0,13,1,7,True,True,True
744829,2024-07-19,2024,WSN,CIN,83.9,9.0,5.5,0.6111111111111112,-118.0,13,1,7,True,True,True
745470,2024-07-21,2024,PIT,PHI,80.2,9.0,5.5,0.6111111111111112,-120.0,6,0,7,True,True,True
745722,2024-07-21,2024,NYY,TBR,87.2,9.0,6.5,0.7222222222222222,-122.0,10,1,7,True,True,True
745475,2024-07-23,2024,PIT,STL,82.6,7.5,4.5,0.6,-115.0,3,0,7,True,True,True
744828,2024-07-23,2024,WSN,SDP,85.7,9.5,5.5,0.5789473684210527,-110.0,4,0,7,True,True,True
745715,2024-07-23,2024,NYY,NYM,80.4,9.0,5.5,0.6111111111111112,-115.0,5,0,7,True,True,True
746281,2024-07-23,2024,KCR,ARI,84.1,9.5,5.5,0.5789473684210527,-110.0,8,0,7,True,True,True
745472,2024-07-24,2024,PIT,STL,80.2,9.0,5.5,0.6111111111111112,-118.0,5,0,7,True,True,True
746448,2024-07-26,2024,DET,MIN,76.3,7.5,4.5,0.6,-115.0,12,1,7,True,True,True
745792,2024-07-26,2024,NYM,ATL,81.8,7.5,4.5,0.6,-110.0,12,1,7,True,True,True
745146,2024-07-26,2024,STL,WSN,84.7,7.5,4.5,0.6,-115.0,18,1,7,True,True,True
745553,2024-07-27,2024,PHI,CLE,86.3,9.0,5.5,0.6111111111111112,-118.0,8,0,7,True,True,True
745546,2024-07-30,2024,PHI,NYY,83.7,9.5,5.5,0.5789473684210527,-105.0,13,1,7,True,True,True
747003,2024-07-31,2024,BAL,TOR,86.9,9.0,7.5,0.8333333333333334,-120.0,14,1,7,True,True,True
745789,2024-07-31,2024,NYM,MIN,80.4,8.5,10.5,1.2352941176470589,-105.0,11,1,7,True,True,True
745148,2024-07-31,2024,STL,TEX,77.5,9.0,5.5,0.6111111111111112,-115.0,11,1,7,True,True,True
746678,2024-07-31,2024,CIN,CHC,85.5,9.5,5.5,0.5789473684210527,-105.0,17,1,7,True,True,True
746605,2024-08-02,2024,CLE,BAL,76.5,9.0,5.5,0.6111111111111112,-105.0,12,1,8,True,True,True
745714,2024-08-03,2024,NYY,TOR,91.8,10.0,7.5,0.75,-108.0,11,1,8,True,True,True
745718,2024-08-04,2024,NYY,TOR,76.1,9.5,5.5,0.5789473684210527,-105.0,7,0,8,True,True,True
745141,2024-08-06,2024,STL,TBR,84.1,7.5,4.5,0.6,-112.0,7,0,8,True,True,True
745142,2024-08-07,2024,STL,TBR,78.7,7.5,4.5,0.6,-110.0,7,0,8,True,True,True
745219,2024-08-10,2024,SEA,NYM,80.2,7.5,4.5,0.6,-105.0,4,0,8,True,True,True
746759,2024-08-14,2024,CHW,NYY,76.8,9.0,5.5,0.6111111111111112,-122.0,12,1,8,True,True,True
746843,2024-08-16,2024,CHC,TOR,83.6,9.5,5.5,0.5789473684210527,-112.0,11,1,8,True,True,True
745542,2024-08-16,2024,PHI,WSN,86.4,9.0,5.5,0.6111111111111112,-120.0,5,0,8,True,True,True
745144,2024-08-16,2024,STL,LAD,84.1,9.5,5.5,0.5789473684210527,-110.0,13,1,8,True,True,True
746434,2024-08-17,2024,DET,NYY,79.2,9.0,6.5,0.7222222222222222,-112.0,4,0,8,True,True,True
746434,2024-08-17,2024,DET,NYY,79.2,8.0,6.5,0.8125,-110.0,4,0,8,True,True,True
745537,2024-08-17,2024,PHI,WSN,78.8,9.0,5.5,0.6111111111111112,-112.0,6,0,8,True,True,True
746997,2024-08-17,2024,BAL,BOS,75.9,9.5,5.5,0.5789473684210527,-108.0,6,0,8,True,True,True
745464,2024-08-18,2024,PIT,SEA,76.4,8.0,5.5,0.6875,-118.0,13,1,8,True,True,True
745139,2024-08-18,2024,STL,LAD,80.5,7.5,4.5,0.6,-112.0,3,0,8,True,True,True
745868,2024-08-24,2024,MIN,STL,84.9,7.5,4.5,0.6,-115.0,6,0,8,True,True,True
746918,2024-08-25,2024,BOS,ARI,81.6,9.5,5.5,0.5789473684210527,-115.0,12,1,8,True,True,True
745706,2024-08-25,2024,NYY,COL,85.9,9.0,5.5,0.6111111111111112,-112.0,13,1,8,True,True,True
745452,2024-08-28,2024,PIT,CHC,85.1,8.0,10.5,1.3125,-118.0,24,1,8,True,True,True
746589,2024-08-28,2024,CLE,KCR,76.1,8.0,6.5,0.8125,-110.0,12,1,8,True,True,True
746730,2024-08-30,2024,CIN,MIL,91.5,10.0,8.5,0.85,-115.0,9,0,8,True,True,True
745699,2024-08-31,2024,NYY,STL,77.8,9.5,7.5,0.7894736842105263,-105.0,11,1,8,True,True,True
746424,2024-08-31,2024,DET,BOS,82.8,7.5,4.5,0.6,-118.0,3,0,8,True,True,True
745532,2024-08-31,2024,PHI,ATL,79.6,7.5,4.5,0.6,-118.0,3,0,8,True,True,True
746507,2024-08-31,2024,COL,BAL,86.3,11.5,6.5,0.5652173913043478,-105.0,12,1,8,True,True,True
745293,2024-09-03,2024,SFG,ARI,76.7,7.5,4.5,0.6,-115.0,15,1,9,True,True,True
744807,2024-09-10,2024,WSN,ATL,80.1,7.5,4.5,0.6,-115.0,12,1,9,True,True,True
745449,2024-09-15,2024,PIT,KCR,79.5,7.5,4.5,0.6,-108.0,7,0,9,True,True,True
746506,2024-09-15,2024,COL,CHC,84.9,11.5,6.5,0.5652173913043478,-105.0,8,0,9,True,True,True
746831,2024-09-18,2024,CHC,OAK,76.6,7.5,4.5,0.6,-112.0,8,1,9,True,True,True
746663,2024-09-19,2024,CIN,ATL,86.2,9.0,5.5,0.6111111111111112,-110.0,18,1,9,True,True,True
745124,2024-09-21,2024,STL,CLE,85.4,7.5,4.5,0.6,-115.0,11,1,9,True,True,True
745118,2024-09-22,2024,STL,CLE,76.8,7.5,4.5,0.6,-108.0,3,0,9,True,True,True
744796,2024-09-26,2024,WSN,KCR,77.5,8.0,7.5,0.9375,-118.0,11,1,9,True,True,True
746494,2024-09-27,2024,COL,LAD,79.8,11.5,6.5,0.5652173913043478,-115.0,15,1,9,True,True,True
745849,2024-09-28,2024,MIN,BAL,80.1,9.0,5.5,0.6111111111111112,-105.0,11,1,9,True,True,True
777649,2025-06-04,2025,BOS,LAA,80.9,10.5,11.5,1.0952380952380953,-105.0,20,1,6,True,True,True
777632,2025-06-05,2025,WSN,CHC,82.5,9.5,5.5,0.5789473684210527,-110.0,8,0,6,True,True,True
777624,2025-06-06,2025,WSN,TEX,81.8,9.0,5.5,0.6111111111111112,-112.0,2,0,6,True,True,True
777544,2025-06-12,2025,NYM,WSN,91.8,8.5,5.5,0.6470588235294118,-109.0,7,0,6,True,True,True
777519,2025-06-14,2025,BAL,LAA,81.2,9.0,5.5,0.6111111111111112,-110.0,11,1,6,True,True,True
777511,2025-06-14,2025,KCR,OAK,84.4,9.5,5.5,0.5789473684210527,-105.0,4,0,6,True,True,True
777422,2025-06-21,2025,NYY,BAL,88.8,9.5,6.5,0.6842105263157895,-106.0,9,0,6,True,True,True
777401,2025-06-22,2025,MIN,MIL,89.4,9.5,5.5,0.5789473684210527,-107.0,17,1,6,True,True,True
777394,2025-06-23,2025,BAL,TEX,99.6,9.5,5.5,0.5789473684210527,-114.0,6,0,6,True,True,True
777380,2025-06-24,2025,BAL,TEX,101.6,9.5,5.5,0.5789473684210527,-106.0,11,1,6,True,True,True
777369,2025-06-25,2025,NYM,ATL,95.2,9.0,5.5,0.6111111111111112,-119.0,10,1,6,True,True,True
777335,2025-06-27,2025,KCR,LAD,87.2,9.5,5.5,0.5789473684210527,-116.0,9,0,6,True,True,True
777324,2025-06-28,2025,DET,MIN,81.8,9.0,5.5,0.6111111111111112,-114.0,15,1,6,True,True,True
777330,2025-06-28,2025,BAL,TBR,88.8,9.5,5.5,0.5789473684210527,-111.0,14,1,6,True,True,True
777313,2025-06-29,2025,PIT,NYM,83.8,9.0,5.5,0.6111111111111112,-116.0,13,1,6,True,True,True
