cluster_label,N,score_mean,score_std,score_skew,birdie_rate,bogey_rate,eagle_rate,double_rate,sg_ott_std,sg_app_std,sg_putt_std,sg_arg_std,gir_mean,driving_dist_mean,driving_acc_mean,scrambling_mean,great_shot_rate,poor_shot_rate,mean_prob
COURSE_A,48,70.09376889108619,3.048937884738392,0.3305878182882913,4.275456942977189,2.260378665833901,0.13906029481206805,0.37655998722916584,1.1570831601695977,1.7537722738620023,1.692172281989185,1.0611745886337622,0.6930283352604544,291.0640504775263,0.6459777964454697,0.6395448719940426,3.4960317581394107,3.9119913016168866,0.9854226359708802
COURSE_B,62,69.19898627255301,2.824127331562321,0.2836032171747373,4.127566893422495,2.1486696667910676,0.10992078937807398,0.22457916173845516,1.0421471224390173,1.5242828459711673,1.688998539865942,0.9735520690207308,0.7194912687187799,293.9423068542339,0.6332376114176338,0.635014220951699,3.102379657408693,3.3900616277620097,0.9896075003935585
COURSE_C,97,70.73307079716027,2.890022444679933,0.276448025864453,3.454396678376297,2.7500833425411,0.0764243377849582,0.32041400287339566,1.0332402289593279,1.6076987268233836,1.6902019135320503,1.0998889455064957,0.6309266465772277,289.2963058917275,0.5578554005859352,0.6351917395630974,3.187157187632574,3.7449175197722595,0.9993417280094066
COURSE_D,51,72.27561606272269,3.2910032404904217,0.36702482483489846,3.1769380440743373,3.3212916345348202,0.07731357246151029,0.49303268985906545,1.1558313571241092,1.7355642622577097,1.720048668173634,1.226079774528829,0.5996105648436243,290.35496461124654,0.6140138087096083,0.589901436847215,3.530697933216028,4.2207343123327545,0.9954695302318644
