features,feature_a,feature_b,depth,n_flagged,z_score,mean_residual,z_a,z_b,controlled_z,bucket_consistent,month_consistent,direction,plausibility,val_n,val_z,val_mean_residual,val_direction,val_consistent,val_status,val_attenuation,oos_n,oos_z,oos_mean_residual,oos_direction,oos_consistent,oos_status,oos_attenuation,synthetic_roi,real_roi,games_per_season
home_sp_BACK_LOADED × bottom_order_barrel_rate_HIGH,home_sp_BACK_LOADED,bottom_order_barrel_rate_HIGH,2,146,2.75791013558508,1.4897260273972603,1.634747612924342,0.619354901608277,3.5100617737900714,4,4,OVER,PLAUSIBLE,355,-2.076937905676673,-0.03943661971830986,UNDER,False,DEAD,,,,,,,,,,,
home_sp_BACK_LOADED × lineup_quality_xwoba_HIGH,home_sp_BACK_LOADED,lineup_quality_xwoba_HIGH,2,145,2.8949680368118,1.5448275862068965,1.634747612924342,2.5472982787234884,3.9249243029526495,4,4,OVER,PLAUSIBLE,475,-1.6785747121613181,0.10210526315789474,UNDER,False,DEAD,,,,,,,,,,,
home_sp_VOLATILE × home_st_INEFFICIENT_PITCHER,home_sp_VOLATILE,home_st_INEFFICIENT_PITCHER,2,120,-2.7462496637147944,-0.6791666666666667,-1.098331221649741,-1.1367892034029372,-2.8941168808615365,3,3,UNDER,PLAUSIBLE,222,-0.693452750608176,0.23198198198198197,UNDER,True,WEAK,74.74910020853105,203.0,-0.40624993544432597,0.2315270935960591,UNDER,True,WEAK,85.20710113097292,,,
home_sp_VOLATILE × away_st_DEEP_STABLE,home_sp_VOLATILE,away_st_DEEP_STABLE,2,63,2.2608847447701557,1.746031746031746,-1.098331221649741,1.2843679406103137,2.5496824215793974,3,4,OVER,PLAUSIBLE,93,-0.6574693850691932,0.13978494623655913,UNDER,False,DEAD,,,,,,,,,,,
home_sp_VOLATILE × contact_xba_last_20_HIGH,home_sp_VOLATILE,contact_xba_last_20_HIGH,2,95,-2.080524625499872,-0.5105263157894737,-1.098331221649741,-0.7704998765945836,-2.7947803782336305,4,3,UNDER,PLAUSIBLE,56,0.12236295160171012,0.5,OVER,False,DEAD,,,,,,,,,,,
home_sp_VOLATILE × opp_sp_command_zone_rate_last_3_HIGH,home_sp_VOLATILE,opp_sp_command_zone_rate_last_3_HIGH,2,117,-2.2429207007227556,-0.4829059829059829,-1.098331221649741,-1.2435741022485456,-2.2493536458780006,3,4,UNDER,PLAUSIBLE,250,-0.0011814030252559559,0.43,UNDER,True,WEAK,99.94732747239456,308.0,1.4855161236770817,0.7402597402597403,OVER,False,DEAD,,,,
home_sp_VOLATILE × opp_sp_command_zone_rate_last_5_HIGH,home_sp_VOLATILE,opp_sp_command_zone_rate_last_5_HIGH,2,110,-2.161743279649993,-0.4772727272727273,-1.098331221649741,-1.07963289273712,-2.176070823162852,3,4,UNDER,PLAUSIBLE,245,0.43584252026245224,0.5489795918367347,OVER,False,DEAD,,,,,,,,,,,
home_sp_VOLATILE × batting_avg_exit_velo_last_5_HIGH,home_sp_VOLATILE,batting_avg_exit_velo_last_5_HIGH,2,107,-2.002518517456395,-0.4205607476635514,-1.098331221649741,-0.7231267208251784,-3.487865828806543,4,3,UNDER,PLAUSIBLE,183,-1.3399886173509772,0.00819672131147541,UNDER,True,PASS,33.08483264099676,238.0,-1.3785481445463559,-0.04201680672268908,UNDER,True,THREE_STAGE_SURVIVOR,31.159281048876796,5.303030303030302,5.569946219912536,168.0
home_sp_VOLATILE × opp_pl_chase_rate_last_3_LOW,home_sp_VOLATILE,opp_pl_chase_rate_last_3_LOW,2,110,-2.403872742471398,-0.5818181818181818,-1.098331221649741,-1.1024814893957193,-2.478390862138127,3,4,UNDER,PLAUSIBLE,259,0.0006930528060180736,0.4305019305019305,OVER,False,DEAD,,,,,,,,,,,
home_sp_VOLATILE × opp_pl_chase_rate_last_5_LOW,home_sp_VOLATILE,opp_pl_chase_rate_last_5_LOW,2,99,-2.2782945573891844,-0.5808080808080808,-1.098331221649741,-1.1053602859490004,-2.0901267416131137,3,4,UNDER,PLAUSIBLE,243,0.3602675180335017,0.5288065843621399,OVER,False,DEAD,,,,,,,,,,,
home_sp_VOLATILE × opp_pl_heart_rate_season_baseline_HIGH,home_sp_VOLATILE,opp_pl_heart_rate_season_baseline_HIGH,2,110,-2.014360128367398,-0.41363636363636364,-1.098331221649741,-0.6390468677286184,-2.147785184190568,4,3,UNDER,PLAUSIBLE,252,1.1095446818459909,0.7281746031746031,OVER,False,DEAD,,,,,,,,,,,
home_sp_VOLATILE × opp_pl_velo_ff_mean_last_3_HIGH,home_sp_VOLATILE,opp_pl_velo_ff_mean_last_3_HIGH,2,93,-2.265075319757266,-0.6075268817204301,-1.098331221649741,-0.5849912525862646,-2.2362462950620348,3,4,UNDER,PLAUSIBLE,189,-1.5162385518159491,-0.03968253968253968,UNDER,True,PASS,33.06012658429235,210.0,1.1889491392361287,0.7285714285714285,OVER,False,DEAD,,,,
home_sp_VOLATILE × opp_pl_velo_ff_mean_last_5_HIGH,home_sp_VOLATILE,opp_pl_velo_ff_mean_last_5_HIGH,2,88,-2.474939907504459,-0.7386363636363636,-1.098331221649741,-0.6399058337490822,-2.4114386686054363,3,4,UNDER,PLAUSIBLE,180,-1.1361343812576494,0.06944444444444445,UNDER,True,PASS,54.094465978237,196.0,1.3186354024598277,0.7831632653061225,OVER,False,DEAD,,,,
home_sp_VOLATILE × opp_pl_velo_ff_mean_season_baseline_HIGH,home_sp_VOLATILE,opp_pl_velo_ff_mean_season_baseline_HIGH,2,108,-2.151659460571502,-0.48148148148148145,-1.098331221649741,-0.8616161256721546,-2.210645332199125,3,4,UNDER,PLAUSIBLE,219,-1.0979213183694059,0.1141552511415525,UNDER,True,PASS,48.97327674344028,245.0,0.3889413238152132,0.4714285714285714,OVER,False,DEAD,,,,
home_sp_VOLATILE × opp_pl_zone_rate_last_3_HIGH,home_sp_VOLATILE,opp_pl_zone_rate_last_3_HIGH,2,110,-2.403872742471398,-0.5818181818181818,-1.098331221649741,-1.1024814893957193,-2.478390862138127,3,4,UNDER,PLAUSIBLE,259,0.0006930528060180736,0.4305019305019305,OVER,False,DEAD,,,,,,,,,,,
home_sp_VOLATILE × opp_pl_zone_rate_last_5_HIGH,home_sp_VOLATILE,opp_pl_zone_rate_last_5_HIGH,2,99,-2.2782945573891844,-0.5808080808080808,-1.098331221649741,-1.1053602859490004,-2.0901267416131137,3,4,UNDER,PLAUSIBLE,243,0.3602675180335017,0.5288065843621399,OVER,False,DEAD,,,,,,,,,,,
home_sp_VOLATILE × opp_pl_zone_rate_season_baseline_HIGH,home_sp_VOLATILE,opp_pl_zone_rate_season_baseline_HIGH,2,106,-2.1094008901722567,-0.4716981132075472,-1.098331221649741,-1.3695875522544514,-2.6544341212867546,4,4,UNDER,PLAUSIBLE,285,0.9779951053500425,0.6771929824561403,OVER,False,DEAD,,,,,,,,,,,
home_sp_VOLATILE × top_order_barrel_rate_LOW,home_sp_VOLATILE,top_order_barrel_rate_LOW,2,133,-2.320015745976555,-0.4548872180451128,-1.098331221649741,-1.3021319580067994,-2.6782180829674465,3,4,UNDER,PLAUSIBLE,168,0.2662519387885132,0.5178571428571429,OVER,False,DEAD,,,,,,,,,,,
home_sp_VOLATILE × top_order_xwoba_contact_LOW,home_sp_VOLATILE,top_order_xwoba_contact_LOW,2,138,-2.2452772515218675,-0.40942028985507245,-1.098331221649741,-1.563871505987745,-2.304204322274953,3,4,UNDER,PLAUSIBLE,145,0.7912630695950809,0.7103448275862069,OVER,False,DEAD,,,,,,,,,,,
home_sp_VOLATILE × high_lev_k_rate_last_10_HIGH,home_sp_VOLATILE,high_lev_k_rate_last_10_HIGH,2,98,-2.045495509137174,-0.47959183673469385,-1.098331221649741,0.5621955442275469,-2.0640178715414725,3,4,UNDER,PLAUSIBLE,200,-0.7228488281821067,0.2125,UNDER,True,WEAK,64.66143167006916,226.0,0.5282788692210082,0.5176991150442478,OVER,False,DEAD,,,,
home_sp_VOLATILE × low_lev_bb_rate_last_10_HIGH,home_sp_VOLATILE,low_lev_bb_rate_last_10_HIGH,2,90,-2.2706663745703617,-0.6277777777777778,-1.098331221649741,0.7573852562766372,-3.2339156869274985,4,4,UNDER,PLAUSIBLE,167,-0.46963612498482243,0.2754491017964072,UNDER,True,WEAK,79.31725548744767,180.0,1.6620734173726248,0.9166666666666666,OVER,False,DEAD,,,,
away_sp_CLUSTERED × med_lev_bb_rate_last_10_HIGH,away_sp_CLUSTERED,med_lev_bb_rate_last_10_HIGH,2,30,2.210026305716391,2.283333333333333,0.08987131224548961,1.4435537556842533,2.091362316648491,3,4,OVER,PLAUSIBLE,55,-0.7330539862379581,0.00909090909090909,UNDER,False,DEAD,,,,,,,,,,,
away_sp_DISPERSED × opp_sp_batmiss_k_rate_last_3_HIGH,away_sp_DISPERSED,opp_sp_batmiss_k_rate_last_3_HIGH,2,31,-2.2860501922966456,-1.403225806451613,-0.304969027818024,0.07042085020141764,-2.3260098179423947,3,4,UNDER,PLAUSIBLE,34,-0.32721492533667634,0.19117647058823528,UNDER,True,WEAK,85.6864505232956,30.0,-0.6209908269207752,-0.15,UNDER,True,WEAK,72.83564337242717,,,
away_sp_FRONT_LOADED × home_bp_CLOSER_DEPENDENT,away_sp_FRONT_LOADED,home_bp_CLOSER_DEPENDENT,2,75,2.1365605433907837,1.5733333333333333,-0.9027909782507237,1.4137602814315908,2.050469943010412,3,3,OVER,PLAUSIBLE,91,0.6479624820048863,0.7197802197802198,OVER,True,WEAK,69.67263651810441,107.0,0.35502895589459665,0.514018691588785,OVER,True,WEAK,83.38315490319992,,,
away_sp_FRONT_LOADED × contact_hh_rate_last_20_LOW,away_sp_FRONT_LOADED,contact_hh_rate_last_20_LOW,2,142,-2.2565025386680055,-0.4014084507042254,-0.9027909782507237,-1.5021519490331774,-3.0974356648744306,4,3,UNDER,PLAUSIBLE,280,0.5891424152537297,0.5803571428571429,OVER,False,DEAD,,,,,,,,,,,
away_sp_FRONT_LOADED × plate_bb_rate_last_10_HIGH,away_sp_FRONT_LOADED,plate_bb_rate_last_10_HIGH,2,137,-2.0184564864758494,-0.3248175182481752,-0.9027909782507237,-0.9810472355697186,-2.7679476624023414,4,3,UNDER,PLAUSIBLE,127,0.5694903950137543,0.6456692913385826,OVER,False,DEAD,,,,,,,,,,,
away_sp_FRONT_LOADED × opp_sp_contact_la_allowed_last_10_LOW,away_sp_FRONT_LOADED,opp_sp_contact_la_allowed_last_10_LOW,2,108,-2.226030235599627,-0.5138888888888888,-0.9027909782507237,-1.0323657272554014,-2.2182160527609778,3,4,UNDER,PLAUSIBLE,135,0.2101827946186666,0.5074074074074074,OVER,False,DEAD,,,,,,,,,,,
away_sp_FRONT_LOADED × batting_hard_hit_rate_last_1_LOW,away_sp_FRONT_LOADED,batting_hard_hit_rate_last_1_LOW,2,141,-2.0607422894310323,-0.32978723404255317,-0.9027909782507237,-0.8504385117566212,-2.3224302324818447,3,3,UNDER,PLAUSIBLE,230,0.441394078959976,0.5543478260869565,OVER,False,DEAD,,,,,,,,,,,
away_sp_FRONT_LOADED × batting_barrel_rate_last_1_LOW,away_sp_FRONT_LOADED,batting_barrel_rate_last_1_LOW,2,149,-2.6405221057677344,-0.5234899328859061,-0.9027909782507237,-1.0810572310829079,-2.8872340290514473,4,3,UNDER,PLAUSIBLE,227,0.775905475588163,0.6497797356828194,OVER,False,DEAD,,,,,,,,,,,
away_sp_FRONT_LOADED × opp_pl_arm_angle_mean_last_3_LOW,away_sp_FRONT_LOADED,opp_pl_arm_angle_mean_last_3_LOW,2,110,-2.23543485529129,-0.509090909090909,-0.9027909782507237,-0.9608811300621997,-2.895634525470105,4,3,UNDER,PLAUSIBLE,183,-1.3399886173509772,0.00819672131147541,UNDER,True,PASS,40.056914913927606,246.0,1.1772255012842605,0.6971544715447154,OVER,False,DEAD,,,,
away_sp_FRONT_LOADED × opp_pl_pfx_z_std_last_5_HIGH,away_sp_FRONT_LOADED,opp_pl_pfx_z_std_last_5_HIGH,2,95,2.4733429306661208,1.605263157894737,-0.9027909782507237,1.459378407595209,3.586321809743364,4,3,OVER,PLAUSIBLE,144,0.7144233486574618,0.6840277777777778,OVER,True,WEAK,71.11507103202008,164.0,-1.545725292341309,-0.18292682926829268,UNDER,False,DEAD,,,,
away_sp_FRONT_LOADED × opp_pl_zone_drift_last_5_LOW,away_sp_FRONT_LOADED,opp_pl_zone_drift_last_5_LOW,2,110,-2.509146421958966,-0.6272727272727273,-0.9027909782507237,-0.29271274484847565,-2.438474080431417,4,3,UNDER,PLAUSIBLE,196,0.5892898630965394,0.6096938775510204,OVER,False,DEAD,,,,,,,,,,,
away_sp_FRONT_LOADED × high_lev_bb_rate_last_10_HIGH,away_sp_FRONT_LOADED,high_lev_bb_rate_last_10_HIGH,2,107,-2.749693455532131,-0.7476635514018691,-0.9027909782507237,-0.43387553006492546,-2.8760291691981776,3,4,UNDER,PLAUSIBLE,144,0.3135469299724282,0.5416666666666666,OVER,False,DEAD,,,,,,,,,,,
away_sp_FRONT_LOADED × high_lev_hr_rate_last_10_LOW,away_sp_FRONT_LOADED,high_lev_hr_rate_last_10_LOW,2,121,-2.4027610744511705,-0.5330578512396694,-0.9027909782507237,-1.8294922401111575,-2.86973206656867,3,4,UNDER,PLAUSIBLE,170,1.1400705794334722,0.8029411764705883,OVER,False,DEAD,,,,,,,,,,,
away_sp_FRONT_LOADED × leverage_gap_bb_last_10_LOW,away_sp_FRONT_LOADED,leverage_gap_bb_last_10_LOW,2,48,-2.5145866110275814,-1.1875,-0.9027909782507237,-0.7723742018592206,-3.0181810398482116,4,3,UNDER,PLAUSIBLE,104,1.4553262625961212,1.0384615384615385,OVER,False,DEAD,,,,,,,,,,,
away_sp_BACK_LOADED × contact_barrel_rate_last_10_LOW,away_sp_BACK_LOADED,contact_barrel_rate_last_10_LOW,2,138,-2.3392661591010318,-0.44565217391304346,-0.7062912788989939,-1.6705898362132854,-2.9851082731626564,4,4,UNDER,PLAUSIBLE,273,-1.4909065587698518,0.045787545787545784,UNDER,True,PASS,36.26605707224014,160.0,-0.19439033083382903,0.290625,UNDER,True,WEAK,91.69011486454657,,,
away_sp_BACK_LOADED × contact_la_last_7_LOW,away_sp_BACK_LOADED,contact_la_last_7_LOW,2,156,-2.495608064091623,-0.44871794871794873,-0.7062912788989939,-0.42309673428561123,-2.611818397607122,3,4,UNDER,PLAUSIBLE,214,-0.4666023956818543,0.29439252336448596,UNDER,True,WEAK,81.30305786410844,242.0,-0.5512216293137868,0.20041322314049587,UNDER,True,WEAK,77.91233177817021,,,
away_sp_BACK_LOADED × damage_hr_rate_last_10_LOW,away_sp_BACK_LOADED,damage_hr_rate_last_10_LOW,2,143,-2.534014906442532,-0.5034965034965035,-0.7062912788989939,-0.8863009240309079,-1.9606239802500764,3,4,UNDER,PLAUSIBLE,302,-1.0999130614246448,0.1605960264900662,UNDER,True,PASS,56.59405717668815,308.0,-1.4295556718253615,-0.006493506493506494,UNDER,True,THREE_STAGE_SURVIVOR,43.585348760544804,5.392278953922791,5.504916981758767,243.0
away_sp_BACK_LOADED × opp_sp_command_bb_rate_last_5_HIGH,away_sp_BACK_LOADED,opp_sp_command_bb_rate_last_5_HIGH,2,139,-2.1239839006889363,-0.3597122302158273,-0.7062912788989939,-0.7421334151935076,-2.3569261137493194,3,4,UNDER,PLAUSIBLE,190,0.685036461249132,0.6421052631578947,OVER,False,DEAD,,,,,,,,,,,
away_sp_BACK_LOADED × batting_barrel_rate_last_5_LOW,away_sp_BACK_LOADED,batting_barrel_rate_last_5_LOW,2,153,-2.192034164622964,-0.3464052287581699,-0.7062912788989939,-1.797445880649283,-2.1817152622711378,3,3,UNDER,PLAUSIBLE,291,-0.5945698344374889,0.281786941580756,UNDER,True,WEAK,72.87588651521969,198.0,0.01227210228985203,0.36363636363636365,OVER,False,DEAD,,,,
away_sp_BACK_LOADED × batting_hard_hit_rate_last_10_HIGH,away_sp_BACK_LOADED,batting_hard_hit_rate_last_10_HIGH,2,179,-2.4368939917520813,-0.3687150837988827,-0.7062912788989939,-0.7283904047995566,-2.870237186355811,3,4,UNDER,PLAUSIBLE,200,0.1150937818003257,0.465,OVER,False,DEAD,,,,,,,,,,,
away_sp_BACK_LOADED × opp_pl_primary_pitch_pct_season_baseline_LOW,away_sp_BACK_LOADED,opp_pl_primary_pitch_pct_season_baseline_LOW,2,145,-2.624899237719207,-0.5310344827586206,-0.7062912788989939,-1.2245947446386372,-2.480232736657625,3,4,UNDER,PLAUSIBLE,242,0.11860838800392817,0.4628099173553719,OVER,False,DEAD,,,,,,,,,,,
away_sp_BACK_LOADED × opp_pl_secondary_2strike_drift_last_5_HIGH,away_sp_BACK_LOADED,opp_pl_secondary_2strike_drift_last_5_HIGH,2,134,2.1724207709671375,1.3059701492537314,-0.7062912788989939,0.8196345986437321,3.4850318078673643,4,3,OVER,PLAUSIBLE,190,-0.012946709115225824,0.4263157894736842,UNDER,False,DEAD,,,,,,,,,,,
away_sp_BACK_LOADED × exit_prob_by_5_last_5_HIGH,away_sp_BACK_LOADED,exit_prob_by_5_last_5_HIGH,2,197,-2.1059394769949153,-0.2233502538071066,-0.7062912788989939,-0.9548936757154578,-2.6674433537400755,3,3,UNDER,PLAUSIBLE,318,-0.5505909127671754,0.29874213836477986,UNDER,True,WEAK,73.85533065969946,336.0,-0.20464334497666234,0.30952380952380953,UNDER,True,WEAK,90.28256285557268,,,
away_sp_BACK_LOADED × exit_prob_by_6_last_5_HIGH,away_sp_BACK_LOADED,exit_prob_by_6_last_5_HIGH,2,243,-2.228795926193857,-0.19135802469135801,-0.7062912788989939,-0.328105525311744,-3.381572719322679,4,3,UNDER,PLAUSIBLE,376,-1.3469083843509502,0.13430851063829788,UNDER,True,PASS,39.56789096204592,390.0,-0.7184728909183641,0.19615384615384615,UNDER,True,THREE_STAGE_SURVIVOR,67.76407913912023,5.713222294593839,6.084443045074717,325.0
away_sp_BACK_LOADED × exit_prob_by_7_last_5_HIGH,away_sp_BACK_LOADED,exit_prob_by_7_last_5_HIGH,2,324,-2.101273999107908,-0.07253086419753087,-0.7062912788989939,-1.208073993931313,-2.7183015923413953,3,4,UNDER,PLAUSIBLE,521,-0.9992334116074146,0.2437619961612284,UNDER,True,PASS,52.44630581106332,483.0,-1.1360063154130629,0.12732919254658384,UNDER,True,THREE_STAGE_SURVIVOR,45.93725921058594,5.097173773759524,5.435376752665677,425.0
away_sp_VOLATILE × opp_pl_ch_pct_last_5_HIGH,away_sp_VOLATILE,opp_pl_ch_pct_last_5_HIGH,2,103,-2.164522932867423,-0.5097087378640777,-0.5351549287263225,-0.36187423770809485,-3.0012592262337834,4,4,UNDER,PLAUSIBLE,210,-0.4593456568094154,0.29523809523809524,UNDER,True,WEAK,78.77843427600449,174.0,-0.3809322150263434,0.22988505747126436,UNDER,True,WEAK,82.40110052695499,,,
away_sp_VOLATILE × opp_pl_spin_ff_mean_last_5_HIGH,away_sp_VOLATILE,opp_pl_spin_ff_mean_last_5_HIGH,2,98,2.0923761543602915,1.413265306122449,-0.5351549287263225,0.8818963563534776,1.7632717260198627,3,4,OVER,PLAUSIBLE,203,-1.0763816557552714,0.10837438423645321,UNDER,False,DEAD,,,,,,,,,,,
away_sp_VOLATILE × low_lev_k_rate_last_10_LOW,away_sp_VOLATILE,low_lev_k_rate_last_10_LOW,2,122,-2.0521442304128983,-0.38524590163934425,-0.5351549287263225,-1.3762343912115411,-3.3890832607488544,3,3,UNDER,PLAUSIBLE,347,-1.2448589807610508,0.14553314121037464,UNDER,True,PASS,39.338621413048486,327.0,-0.17376854521752938,0.3165137614678899,UNDER,True,WEAK,91.53234248147527,,,
away_sp_VOLATILE × low_lev_bb_rate_last_5_HIGH,away_sp_VOLATILE,low_lev_bb_rate_last_5_HIGH,2,108,2.4062066090093146,1.5046296296296295,-0.5351549287263225,0.41247084805112144,1.7834081240933106,4,4,OVER,PLAUSIBLE,181,0.298475509025317,0.5248618784530387,OVER,True,WEAK,87.59559931770757,192.0,-1.0123648528607194,0.03125,UNDER,False,DEAD,,,,
away_sp_VOLATILE × low_lev_bb_rate_last_5_LOW,away_sp_VOLATILE,low_lev_bb_rate_last_5_LOW,2,83,-2.43252198700796,-0.7530120481927711,-0.5351549287263225,-0.9451217767014805,-2.7443977387967817,4,4,UNDER,PLAUSIBLE,225,-0.568214247653252,0.2688888888888889,UNDER,True,WEAK,76.64094093750971,214.0,-0.273374425306913,0.2757009345794392,UNDER,True,WEAK,88.76168738589008,,,
home_bp_TOP_HEAVY × opp_pl_velo_effective_mean_last_5_LOW,home_bp_TOP_HEAVY,opp_pl_velo_effective_mean_last_5_LOW,2,79,2.011595238098594,1.481012658227848,0.13531388778249234,-0.6673374978380792,3.667375675667178,3,3,OVER,PLAUSIBLE,109,0.5303346719883156,0.6467889908256881,OVER,True,WEAK,73.63611416730137,89.0,-1.4503756352135404,-0.33146067415730335,UNDER,False,DEAD,,,,
home_bp_BALANCED_DEPTH × contact_la_last_15_LOW,home_bp_BALANCED_DEPTH,contact_la_last_15_LOW,2,79,-2.261681729262294,-0.6962025316455697,-0.5381944927157951,-0.9336740798003134,-2.004138013829105,3,4,UNDER,PLAUSIBLE,129,-0.07254093906611951,0.40310077519379844,UNDER,True,WEAK,96.79261064332952,167.0,-0.7844064810389925,0.08682634730538923,UNDER,True,THREE_STAGE_SURVIVOR,65.31755680341253,2.6737967914438467,2.537333391758767,119.0
home_bp_BALANCED_DEPTH × contact_la_last_20_LOW,home_bp_BALANCED_DEPTH,contact_la_last_20_LOW,2,87,-2.0166658391686023,-0.5229885057471264,-0.5381944927157951,-0.533634097747557,-2.028643681042859,3,4,UNDER,PLAUSIBLE,109,1.069765655555395,0.8669724770642202,OVER,False,DEAD,,,,,,,,,,,
home_bp_BALANCED_DEPTH × opp_sp_contact_hh_allowed_last_3_LOW,home_bp_BALANCED_DEPTH,opp_sp_contact_hh_allowed_last_3_LOW,2,84,-2.706068351859053,-0.8809523809523809,-0.5381944927157951,-0.6852953861959395,-3.2221708715015316,3,4,UNDER,PLAUSIBLE,182,2.1339449982007195,1.1043956043956045,OVER,False,DEAD,,,,,,,,,,,
home_bp_BALANCED_DEPTH × opp_sp_contact_hh_allowed_last_5_LOW,home_bp_BALANCED_DEPTH,opp_sp_contact_hh_allowed_last_5_LOW,2,80,-2.1600072399031993,-0.6375,-0.5381944927157951,-0.4638409110737963,-2.341817470335401,3,4,UNDER,PLAUSIBLE,175,0.23404776290854945,0.5057142857142857,OVER,False,DEAD,,,,,,,,,,,
home_bp_BALANCED_DEPTH × opp_sp_workload_bf_last_10_HIGH,home_bp_BALANCED_DEPTH,opp_sp_workload_bf_last_10_HIGH,2,89,-2.143970805261493,-0.5730337078651685,-0.5381944927157951,0.2002418164726616,-1.957292733056353,3,3,UNDER,PLAUSIBLE,123,2.254881423559057,1.2967479674796747,OVER,False,DEAD,,,,,,,,,,,
home_bp_BALANCED_DEPTH × opp_sp_damage_hr_rate_last_3_LOW,home_bp_BALANCED_DEPTH,opp_sp_damage_hr_rate_last_3_LOW,2,86,-2.303240425368381,-0.6686046511627907,-0.5381944927157951,-1.5136448633881254,-3.325842987940966,3,4,UNDER,PLAUSIBLE,195,0.9005076464514239,0.7051282051282052,OVER,False,DEAD,,,,,,,,,,,
home_bp_BALANCED_DEPTH × batting_total_bip_last_1_LOW,home_bp_BALANCED_DEPTH,batting_total_bip_last_1_LOW,2,98,-2.6477733253874787,-0.7551020408163265,-0.5381944927157951,-0.9568957089367036,-2.3052869995763148,3,3,UNDER,PLAUSIBLE,217,-0.9458921167610996,0.15668202764976957,UNDER,True,WEAK,64.27594055383588,220.0,-1.0742991165227487,0.03409090909090909,UNDER,True,THREE_STAGE_SURVIVOR,59.426318475901475,3.143418467583497,3.1192396007855505,169.0
home_bp_BALANCED_DEPTH × batting_total_bip_last_3_LOW,home_bp_BALANCED_DEPTH,batting_total_bip_last_3_LOW,2,109,-2.246593968308033,-0.518348623853211,-0.5381944927157951,-1.129341623454688,-2.4185820440260324,3,3,UNDER,PLAUSIBLE,213,0.4557024005306263,0.5633802816901409,OVER,False,DEAD,,,,,,,,,,,
home_bp_BALANCED_DEPTH × batting_hard_hit_rate_last_10_HIGH,home_bp_BALANCED_DEPTH,batting_hard_hit_rate_last_10_HIGH,2,91,-2.095099353933354,-0.5384615384615384,-0.5381944927157951,-0.7283904047995566,-2.873812785959104,3,3,UNDER,PLAUSIBLE,121,0.23319748357645473,0.5206611570247934,OVER,False,DEAD,,,,,,,,,,,
home_bp_BALANCED_DEPTH × low_lev_k_rate_last_5_LOW,home_bp_BALANCED_DEPTH,low_lev_k_rate_last_5_LOW,2,75,-2.6699164027126234,-0.94,-0.5381944927157951,-1.229493948520983,-3.0110544111716764,3,4,UNDER,PLAUSIBLE,240,1.0258224233943218,0.7125,OVER,False,DEAD,,,,,,,,,,,
home_bp_BALANCED_DEPTH × low_lev_bb_rate_last_5_LOW,home_bp_BALANCED_DEPTH,low_lev_bb_rate_last_5_LOW,2,62,-2.0691094832067995,-0.7338709677419355,-0.5381944927157951,-0.9451217767014805,-1.9832903803158386,3,3,UNDER,PLAUSIBLE,174,1.2741643724360947,0.8419540229885057,OVER,False,DEAD,,,,,,,,,,,
home_bp_BALANCED_DEPTH × exit_prob_by_6_last_5_LOW,home_bp_BALANCED_DEPTH,exit_prob_by_6_last_5_LOW,2,91,-2.639092348352014,-0.7967032967032966,-0.5381944927157951,-0.03719581342748381,-2.5279614505831094,3,3,UNDER,PLAUSIBLE,162,1.1207305816781763,0.8055555555555556,OVER,False,DEAD,,,,,,,,,,,
home_bp_BALANCED_DEPTH × exit_prob_by_6_last_10_LOW,home_bp_BALANCED_DEPTH,exit_prob_by_6_last_10_LOW,2,110,-3.151315866833127,-0.9045454545454545,-0.5381944927157951,-0.07635866545390221,-3.229549314087594,3,3,UNDER,PLAUSIBLE,180,1.5399085296053638,0.9194444444444444,OVER,False,DEAD,,,,,,,,,,,
