features,feature_a,feature_b,depth,n_flagged,z_score,mean_residual,z_a,z_b,controlled_z,bucket_consistent,month_consistent,direction,plausibility,val_n,val_z,val_mean_residual,val_direction,val_consistent,val_attenuation,val_status,oos_n,oos_z,oos_mean_residual,oos_direction,oos_consistent,oos_attenuation,oos_status,synthetic_roi,real_roi,games_per_season
home_lu_HIGH_TURNOVER × opp_pl_primary_mix_drift_last_3_HIGH,home_lu_HIGH_TURNOVER,opp_pl_primary_mix_drift_last_3_HIGH,2,68,3.11931244182532,2.1691176470588234,1.6856482469305967,1.5029651223410423,3.17329774696339,4,4,OVER,PLAUSIBLE,95,0.051034151863589144,0.45263157894736844,OVER,True,98.3639294615282,WEAK,73,0.9564970721591556,0.863013698630137,OVER,True,69.33628515906393,THREE_STAGE_SURVIVOR,4.208019055180623,4.208444117099264,76
home_lu_HIGH_TURNOVER × opp_pl_primary_mix_drift_last_5_HIGH,home_lu_HIGH_TURNOVER,opp_pl_primary_mix_drift_last_5_HIGH,2,70,3.103138026106543,2.1357142857142857,1.6856482469305967,0.6524943242329859,2.6916384984148944,4,4,OVER,PLAUSIBLE,79,1.8746160690975473,1.3291139240506329,OVER,True,39.58966525734604,PASS,55,2.64582477238903,1.9636363636363636,OVER,True,14.737122547246049,THREE_STAGE_SURVIVOR,20.523415977961427,20.73763608781869,66
home_lu_HIGH_TURNOVER × top_order_xwoba_contact_HIGH,home_lu_HIGH_TURNOVER,top_order_xwoba_contact_HIGH,2,66,2.783294590607255,2.007575757575758,1.6856482469305967,1.244539642407457,3.19321110279767,4,4,OVER,PLAUSIBLE,140,0.4612093534644044,0.5964285714285714,OVER,True,83.42937341160936,WEAK,131,1.5523312168139107,0.9694656488549618,OVER,True,44.22684461599785,THREE_STAGE_SURVIVOR,2.525252525252527,2.480419475689688,108
home_lu_HIGH_TURNOVER × low_lev_bb_rate_last_10_HIGH,home_lu_HIGH_TURNOVER,low_lev_bb_rate_last_10_HIGH,2,86,2.149614250589767,1.505813953488372,1.6856482469305967,0.7573852562766372,2.1265085559065158,4,4,OVER,PLAUSIBLE,85,0.13802661126758722,0.49411764705882355,OVER,True,93.57900557136155,WEAK,87,1.3760961283802478,1.0229885057471264,OVER,True,35.9840432764761,THREE_STAGE_SURVIVOR,2.0242914979757085,2.2391080646746886,82
home_lu_HIGH_TURNOVER × exit_prob_by_7_last_5_LOW,home_lu_HIGH_TURNOVER,exit_prob_by_7_last_5_LOW,2,188,2.113821884776707,1.1542553191489362,1.6856482469305967,-0.44709773632041855,1.5199640683410918,3,4,OVER,PLAUSIBLE,248,0.05634074704749152,0.44556451612903225,OVER,True,97.33465021564753,WEAK,229,0.7588230314496379,0.5851528384279476,OVER,True,64.10184619080164,THREE_STAGE_SURVIVOR,-3.7938439513242708,-3.7064119173869647,211
home_lu_HIGH_TURNOVER × exit_prob_by_7_last_10_LOW,home_lu_HIGH_TURNOVER,exit_prob_by_7_last_10_LOW,2,175,2.2398299607799395,1.2228571428571429,1.6856482469305967,-0.07837457876908055,1.5254913869837623,3,4,OVER,PLAUSIBLE,214,0.600123046633903,0.6051401869158879,OVER,True,73.20675867622862,WEAK,196,0.9690997961064405,0.6709183673469388,OVER,True,56.73333185662956,THREE_STAGE_SURVIVOR,-1.9931939718035985,-1.9364836473361735,187
away_lu_STABLE_DEEP × opp_pl_sl_pct_last_5_LOW,away_lu_STABLE_DEEP,opp_pl_sl_pct_last_5_LOW,2,100,-2.1665345854741487,-0.525,0.18919915669481627,-1.2033390675001276,-2.9590760922589237,4,4,UNDER,PLAUSIBLE,183,-0.17777180722552074,0.3743169398907104,UNDER,True,91.79464715599657,WEAK,109,-0.7820884406349501,0.022935779816513763,UNDER,True,63.901409842308645,THREE_STAGE_SURVIVOR,0.8286619546673172,0.8061399368143762,124
contact_ev_last_7_HIGH × opp_pl_heart_drift_last_3_LOW,contact_ev_last_7_HIGH,opp_pl_heart_drift_last_3_LOW,2,123,2.9547555581004468,1.6626016260162602,1.02968004264282,1.7351897116480146,2.4578615833582558,4,4,OVER,PLAUSIBLE,150,0.4685013877754056,0.5933333333333334,OVER,True,84.14415749245275,WEAK,207,1.5002287970393524,0.8285024154589372,OVER,True,49.22663592504351,THREE_STAGE_SURVIVOR,1.6798418972331999,1.4055450077067766,153
contact_ev_last_7_LOW × opp_sp_command_zone_rate_last_3_HIGH,contact_ev_last_7_LOW,opp_sp_command_zone_rate_last_3_HIGH,2,148,-2.160130753761907,-0.34797297297297297,-0.40204199838809757,-1.2435741022485456,-2.2559158083266904,3,4,UNDER,PLAUSIBLE,330,-0.7557435926771581,0.25303030303030305,UNDER,True,65.01398855782148,WEAK,267,-1.4979854410716131,-0.052434456928838954,UNDER,True,30.653020033030682,THREE_STAGE_SURVIVOR,5.49534616855795,5.327023658059682,237
contact_ev_last_7_LOW × opp_sp_damage_hr_rate_last_3_LOW,contact_ev_last_7_LOW,opp_sp_damage_hr_rate_last_3_LOW,2,149,-2.0887587607169755,-0.3187919463087248,-0.40204199838809757,-1.5136448633881254,-2.437973475951425,3,4,UNDER,PLAUSIBLE,328,-0.7663283494884495,0.25,UNDER,True,63.31178286833833,WEAK,208,-1.36216008435996,-0.06490384615384616,UNDER,True,34.786146204246556,THREE_STAGE_SURVIVOR,3.445413034454129,3.245466584371992,219
contact_ev_last_7_LOW × exit_prob_by_5_last_5_HIGH,contact_ev_last_7_LOW,exit_prob_by_5_last_5_HIGH,2,171,-2.4485140820402505,-0.391812865497076,-0.40204199838809757,-0.9548936757154578,-2.920264389864504,4,4,UNDER,PLAUSIBLE,340,-0.22663132119822268,0.3779411764705882,UNDER,True,90.74412833234025,WEAK,280,-1.3720911520096897,-0.008928571428571428,UNDER,True,43.96229280142101,THREE_STAGE_SURVIVOR,6.144448436938554,6.187110910815408,253
contact_ev_last_7_LOW × exit_prob_by_7_last_10_HIGH,contact_ev_last_7_LOW,exit_prob_by_7_last_10_HIGH,2,224,-2.193532817213063,-0.20758928571428573,-0.40204199838809757,-0.9855465307170687,-2.4833448714506896,4,3,UNDER,PLAUSIBLE,444,-0.40159536707598514,0.3490990990990991,UNDER,True,81.69184596079023,WEAK,298,-0.9302441695573435,0.1174496644295302,UNDER,True,57.591508900275244,THREE_STAGE_SURVIVOR,0.9120329508679007,0.7471100083411342,309
contact_ev_last_10_HIGH × opp_pl_heart_drift_last_3_LOW,contact_ev_last_10_HIGH,opp_pl_heart_drift_last_3_LOW,2,129,3.1139299930652493,1.697674418604651,0.4769932253330907,1.7351897116480146,2.4166371498058217,4,4,OVER,PLAUSIBLE,158,1.0736194832661137,0.7943037974683544,OVER,True,65.5220417396321,WEAK,218,1.8768257643772386,0.9311926605504587,OVER,True,39.728068114667096,THREE_STAGE_SURVIVOR,5.5755055755055745,5.3908093636007015,160
contact_ev_last_10_LOW × opp_pl_chase_rate_last_3_LOW,contact_ev_last_10_LOW,opp_pl_chase_rate_last_3_LOW,2,128,-2.02760777767075,-0.35546875,-0.08095727595101675,-1.1024814893957193,-2.073180561937718,3,3,UNDER,PLAUSIBLE,349,-0.975754793338719,0.20773638968481375,UNDER,True,51.87655107243501,PASS,286,-0.9125136563586999,0.11713286713286714,UNDER,True,54.99555355785003,THREE_STAGE_SURVIVOR,5.536849981294427,5.451178791331346,243
contact_ev_last_10_LOW × opp_pl_zone_rate_last_3_HIGH,contact_ev_last_10_LOW,opp_pl_zone_rate_last_3_HIGH,2,128,-2.02760777767075,-0.35546875,-0.08095727595101675,-1.1024814893957193,-2.073180561937718,3,3,UNDER,PLAUSIBLE,349,-0.975754793338719,0.20773638968481375,UNDER,True,51.87655107243501,PASS,286,-0.9125136563586999,0.11713286713286714,UNDER,True,54.99555355785003,THREE_STAGE_SURVIVOR,5.536849981294427,5.451178791331346,243
contact_ev_last_10_LOW × exit_prob_by_5_last_5_HIGH,contact_ev_last_10_LOW,exit_prob_by_5_last_5_HIGH,2,181,-2.1347124372063595,-0.26243093922651933,-0.08095727595101675,-0.9548936757154578,-3.4273194028432843,3,4,UNDER,PLAUSIBLE,378,-0.29764007566222894,0.36507936507936506,UNDER,True,86.05713488736954,WEAK,304,-0.7954644134643148,0.15460526315789475,UNDER,True,62.73669466669162,THREE_STAGE_SURVIVOR,6.1629564645246155,6.15236612337533,276
contact_ev_last_15_HIGH × opp_sp_batmiss_k_rate_last_3_LOW,contact_ev_last_15_HIGH,opp_sp_batmiss_k_rate_last_3_LOW,2,126,2.0366928567177154,1.2777777777777777,1.1191626702072524,0.33247782817556565,1.8241123726090491,4,3,OVER,PLAUSIBLE,153,0.5816778165386295,0.630718954248366,OVER,True,71.44008166866911,WEAK,261,0.9997663558203028,0.6379310344827587,OVER,True,50.91226678962768,THREE_STAGE_SURVIVOR,0.088261253309794,0.14378198642557294,171
contact_ev_last_15_HIGH × opp_sp_batmiss_whiff_rate_last_10_LOW,contact_ev_last_15_HIGH,opp_sp_batmiss_whiff_rate_last_10_LOW,2,124,3.2609765805385473,1.782258064516129,1.1191626702072524,0.9953707406429112,2.2254842089969586,4,4,OVER,PLAUSIBLE,153,0.03151633941181254,0.4411764705882353,OVER,True,99.03353064232654,WEAK,254,1.1323315434215977,0.6791338582677166,OVER,True,65.27630556504658,THREE_STAGE_SURVIVOR,-0.36218761318362813,-0.411866778583736,167
contact_ev_last_15_HIGH × batting_total_bip_last_3_HIGH,contact_ev_last_15_HIGH,batting_total_bip_last_3_HIGH,2,145,2.473184158691491,1.3862068965517242,1.1191626702072524,1.6890867690033482,2.2818865057591933,4,3,OVER,PLAUSIBLE,160,1.8579103532616184,1.05625,OVER,True,24.877799870568506,PASS,283,1.1728157572765987,0.6731448763250883,OVER,True,52.57871302648523,THREE_STAGE_SURVIVOR,2.9013539651837545,3.041679114463558,188
contact_ev_last_15_LOW × opp_sp_command_zone_rate_last_3_HIGH,contact_ev_last_15_LOW,opp_sp_command_zone_rate_last_3_HIGH,2,146,-2.030275772674519,-0.3047945205479452,-1.2758135381349076,-1.2435741022485456,-1.81835068711324,3,3,UNDER,PLAUSIBLE,346,-0.46538299564528157,0.3236994219653179,UNDER,True,77.0778432216514,WEAK,290,-0.6376363781334893,0.19137931034482758,UNDER,True,68.5936074933545,THREE_STAGE_SURVIVOR,6.287170773152079,6.114401279860404,249
contact_ev_last_15_LOW × batting_total_bip_last_3_LOW,contact_ev_last_15_LOW,batting_total_bip_last_3_LOW,2,155,-2.8414269731630206,-0.5774193548387097,-1.2758135381349076,-1.129341623454688,-3.169132641900541,4,4,UNDER,PLAUSIBLE,401,-0.4166766536901635,0.341645885286783,UNDER,True,85.33565502032498,WEAK,244,-1.961816139438499,-0.20491803278688525,UNDER,True,30.956658116937497,THREE_STAGE_SURVIVOR,4.862023653088042,4.785075492098945,253
contact_ev_last_15_LOW × batting_total_bip_last_5_LOW,contact_ev_last_15_LOW,batting_total_bip_last_5_LOW,2,153,-2.522306466815046,-0.4673202614379085,-1.2758135381349076,-1.4272063918184266,-1.9845128439668922,3,3,UNDER,PLAUSIBLE,390,-0.7940342493751007,0.258974358974359,UNDER,True,68.51951736151477,WEAK,248,-1.4718987713620033,-0.06048387096774194,UNDER,True,41.644729110947736,THREE_STAGE_SURVIVOR,3.0705996131528015,2.928736515005115,250
contact_ev_last_15_LOW × batting_barrel_rate_last_5_LOW,contact_ev_last_15_LOW,batting_barrel_rate_last_5_LOW,2,237,-2.339501521347415,-0.2320675105485232,-1.2758135381349076,-1.797445880649283,-2.663855075595641,4,4,UNDER,PLAUSIBLE,477,-0.2284443519266579,0.3857442348008386,UNDER,True,90.2353407406597,WEAK,268,-1.8261679579841006,-0.1417910447761194,UNDER,True,21.942005964914458,THREE_STAGE_SURVIVOR,2.4837489085087783,2.425559640480368,312
contact_ev_last_20_HIGH × damage_iso_last_10_HIGH,contact_ev_last_20_HIGH,damage_iso_last_10_HIGH,2,208,2.528342680429343,1.25,2.0824168375184944,1.524466336234387,1.800958356220901,4,3,OVER,PLAUSIBLE,190,1.7149872370306845,0.9605263157894737,OVER,True,32.16950968294143,PASS,291,0.8647950647237279,0.5876288659793815,OVER,True,65.79597095687696,THREE_STAGE_SURVIVOR,0.04095004095003785,0.14181888673210352,222
contact_ev_last_20_HIGH × damage_hr_rate_last_10_HIGH,contact_ev_last_20_HIGH,damage_hr_rate_last_10_HIGH,2,220,2.3843777919813194,1.184090909090909,2.0824168375184944,1.724486327260765,1.762229754008226,3,3,OVER,PLAUSIBLE,185,1.2748060778320518,0.8297297297297297,OVER,True,46.53506327230381,PASS,305,1.0098287153400582,0.6196721311475409,OVER,True,57.64812444000611,THREE_STAGE_SURVIVOR,-0.5043132050431298,-0.367644613179241,228
contact_ev_last_20_HIGH × opp_sp_command_bb_rate_last_5_LOW,contact_ev_last_20_HIGH,opp_sp_command_bb_rate_last_5_LOW,2,130,2.4927026673052866,1.4461538461538461,2.0824168375184944,1.5941058807717499,2.039659026754526,3,4,OVER,PLAUSIBLE,133,0.7481315337201241,0.706766917293233,OVER,True,69.98713310124208,WEAK,255,0.9788417775378837,0.6352941176470588,OVER,True,60.73170738024477,THREE_STAGE_SURVIVOR,-0.32858707557503103,-0.510243596291049,166
contact_ev_last_20_HIGH × opp_pl_velo_ff_mean_season_baseline_LOW,contact_ev_last_20_HIGH,opp_pl_velo_ff_mean_season_baseline_LOW,2,111,3.4556506151964554,1.9414414414414414,2.0824168375184944,0.8880928487121028,4.007263784931036,4,4,OVER,PLAUSIBLE,149,0.9877805477231025,0.7751677852348994,OVER,True,71.41549717499589,WEAK,191,1.4612984799033732,0.8350785340314136,OVER,True,57.71278284103101,THREE_STAGE_SURVIVOR,3.973372165591841,3.9351743746502077,145
contact_ev_last_20_LOW × opp_sp_command_zone_rate_last_5_HIGH,contact_ev_last_20_LOW,opp_sp_command_zone_rate_last_5_HIGH,2,135,-2.595683390279611,-0.5555555555555556,-1.4021419535199884,-1.07963289273712,-2.336184807068253,3,3,UNDER,PLAUSIBLE,345,-0.3153336798711354,0.35797101449275365,UNDER,True,87.85161237106168,WEAK,278,-1.187322576535894,0.039568345323741004,UNDER,True,54.257804284520475,THREE_STAGE_SURVIVOR,4.8283666540927905,4.687245826952213,241
contact_ev_last_20_LOW × opp_sp_workload_ppbf_last_5_LOW,contact_ev_last_20_LOW,opp_sp_workload_ppbf_last_5_LOW,2,137,-2.358049199254014,-0.4562043795620438,-1.4021419535199884,-1.1593190037587324,-2.1996980047752155,3,4,UNDER,PLAUSIBLE,302,-0.11418462907832974,0.402317880794702,UNDER,True,95.15766553494927,WEAK,201,-0.8519634872794626,0.08955223880597014,UNDER,True,63.86998678615411,THREE_STAGE_SURVIVOR,1.7138599105812196,1.4390461480947137,203
contact_ev_last_20_LOW × batting_total_bip_last_5_LOW,contact_ev_last_20_LOW,batting_total_bip_last_5_LOW,2,149,-2.6586127072448082,-0.5302013422818792,-1.4021419535199884,-1.4272063918184266,-2.5027610585054867,3,3,UNDER,PLAUSIBLE,393,-0.2972878472941351,0.366412213740458,UNDER,True,88.8179332595524,WEAK,228,-1.465947495286135,-0.07675438596491228,UNDER,True,44.86043449309562,THREE_STAGE_SURVIVOR,2.737181075055731,2.887664011895952,244
contact_ev_last_20_LOW × opp_pl_chase_rate_last_5_LOW,contact_ev_last_20_LOW,opp_pl_chase_rate_last_5_LOW,2,127,-2.5067137073129366,-0.5511811023622047,-1.4021419535199884,-1.1053602859490004,-2.4847532888688866,3,3,UNDER,PLAUSIBLE,336,-0.4491737081333202,0.32589285714285715,UNDER,True,82.08117238027911,WEAK,271,-1.2766306324838457,0.01107011070110701,UNDER,True,49.07154220446157,THREE_STAGE_SURVIVOR,6.756581506938142,6.630206052912291,233
contact_ev_last_20_LOW × opp_pl_zone_rate_last_5_HIGH,contact_ev_last_20_LOW,opp_pl_zone_rate_last_5_HIGH,2,127,-2.5067137073129366,-0.5511811023622047,-1.4021419535199884,-1.1053602859490004,-2.4847532888688866,3,3,UNDER,PLAUSIBLE,336,-0.4491737081333202,0.32589285714285715,UNDER,True,82.08117238027911,WEAK,271,-1.2766306324838457,0.01107011070110701,UNDER,True,49.07154220446157,THREE_STAGE_SURVIVOR,6.756581506938142,6.630206052912291,233
contact_hh_rate_last_7_HIGH × opp_sp_batmiss_k_rate_last_10_LOW,contact_hh_rate_last_7_HIGH,opp_sp_batmiss_k_rate_last_10_LOW,2,109,2.1105319618438476,1.371559633027523,0.1190627150753613,0.08112161015030457,2.1827590808412727,3,4,OVER,PLAUSIBLE,124,0.6456886300846744,0.6774193548387096,OVER,True,69.40635622875976,WEAK,269,1.3933031324938931,0.741635687732342,OVER,True,33.98331995519053,THREE_STAGE_SURVIVOR,3.162055335968375,3.2655408193297264,161
contact_hh_rate_last_7_HIGH × opp_sp_batmiss_whiff_rate_last_5_LOW,contact_hh_rate_last_7_HIGH,opp_sp_batmiss_whiff_rate_last_5_LOW,2,122,2.036313742020981,1.290983606557377,0.1190627150753613,1.5346839748698993,3.066366167739502,4,3,OVER,PLAUSIBLE,163,1.4310271946522775,0.9079754601226994,OVER,True,29.724621254481864,PASS,309,0.6370876386010603,0.5226537216828478,OVER,True,68.71367975109918,THREE_STAGE_SURVIVOR,2.4634456452638225,2.567546661486375,190
contact_hh_rate_last_7_HIGH × opp_sp_batmiss_whiff_rate_last_10_LOW,contact_hh_rate_last_7_HIGH,opp_sp_batmiss_whiff_rate_last_10_LOW,2,113,2.969742329709342,1.7212389380530972,0.1190627150753613,0.9953707406429112,3.007579372836231,4,4,OVER,PLAUSIBLE,156,2.374218622974507,1.2403846153846154,OVER,True,20.05304301242596,PASS,288,1.5453311021860106,0.7690972222222222,OVER,True,47.96413524747594,THREE_STAGE_SURVIVOR,5.662630052873956,5.844225369547762,177
contact_hh_rate_last_7_LOW × damage_hr_rate_last_20_LOW,contact_hh_rate_last_7_LOW,damage_hr_rate_last_20_LOW,2,229,-2.210029139403825,-0.2052401746724891,-1.2179130144167454,-0.7494451406970702,-2.3893239579277896,3,3,UNDER,PLAUSIBLE,387,-0.2926422760353377,0.3669250645994832,UNDER,True,86.75844264595169,WEAK,223,-2.267285413548656,-0.32286995515695066,UNDER,True,-2.590747475858007,THREE_STAGE_SURVIVOR,2.869633449164889,3.031475935860106,270
contact_hh_rate_last_7_LOW × opp_sp_command_zone_rate_last_3_HIGH,contact_hh_rate_last_7_LOW,opp_sp_command_zone_rate_last_3_HIGH,2,129,-2.242468618369547,-0.437984496124031,-1.2179130144167454,-1.2435741022485456,-2.3523507354197015,3,4,UNDER,PLAUSIBLE,296,-0.6938890916039289,0.25844594594594594,UNDER,True,69.05690960757161,WEAK,182,-0.8073749967133088,0.09065934065934066,UNDER,True,63.99615182573504,THREE_STAGE_SURVIVOR,7.014784523435045,6.941545806124028,192
contact_hh_rate_last_7_LOW × lineup_depth_dropoff_ev_LOW,contact_hh_rate_last_7_LOW,lineup_depth_dropoff_ev_LOW,2,188,-2.226540445760402,-0.27925531914893614,-1.2179130144167454,-1.4241824885144485,-2.691570002526939,4,3,UNDER,PLAUSIBLE,281,-1.5247206071749453,0.042704626334519574,UNDER,True,31.520641806521194,PASS,153,-0.7739049237468538,0.0784313725490196,UNDER,True,65.24182054628915,THREE_STAGE_SURVIVOR,9.73262032085561,9.596720722862928,198
contact_hh_rate_last_10_LOW × lineup_depth_dropoff_ev_LOW,contact_hh_rate_last_10_LOW,lineup_depth_dropoff_ev_LOW,2,191,-2.039109935491563,-0.21204188481675393,-0.5073156778756649,-1.4241824885144485,-3.7901968795106713,4,3,UNDER,PLAUSIBLE,316,-1.4518124312017817,0.08227848101265822,UNDER,True,28.801659688260166,PASS,159,-1.1235745019736132,-0.040880503144654086,UNDER,True,44.898777529483425,THREE_STAGE_SURVIVOR,7.905138339920943,7.840584124055061,214
contact_hh_rate_last_15_LOW × opp_sp_damage_hits_per_bf_last_5_HIGH,contact_hh_rate_last_15_LOW,opp_sp_damage_hits_per_bf_last_5_HIGH,2,128,-2.3106225848439257,-0.46875,-1.4810972131356641,-0.28601050502886216,-3.01137064932211,4,4,UNDER,PLAUSIBLE,236,-0.10013000091530766,0.4025423728813559,UNDER,True,95.66653586907309,WEAK,122,-1.397282507830331,-0.20901639344262296,UNDER,True,39.52787802752683,THREE_STAGE_SURVIVOR,8.1002331002331,8.018998977728797,156
contact_hh_rate_last_15_LOW × opp_pl_chase_rate_last_5_LOW,contact_hh_rate_last_15_LOW,opp_pl_chase_rate_last_5_LOW,2,125,-2.0247685574449776,-0.364,-1.4810972131356641,-1.1053602859490004,-2.0343851158244988,3,4,UNDER,PLAUSIBLE,308,-0.20775890136551575,0.37987012987012986,UNDER,True,89.73912842524169,WEAK,196,-1.7318571620788235,-0.19642857142857142,UNDER,True,14.466413669312125,THREE_STAGE_SURVIVOR,8.729680915111372,8.67018495968319,201
contact_hh_rate_last_15_LOW × opp_pl_zone_rate_last_5_HIGH,contact_hh_rate_last_15_LOW,opp_pl_zone_rate_last_5_HIGH,2,125,-2.0247685574449776,-0.364,-1.4810972131356641,-1.1053602859490004,-2.0343851158244988,3,4,UNDER,PLAUSIBLE,308,-0.20775890136551575,0.37987012987012986,UNDER,True,89.73912842524169,WEAK,196,-1.7318571620788235,-0.19642857142857142,UNDER,True,14.466413669312125,THREE_STAGE_SURVIVOR,8.729680915111372,8.67018495968319,201
contact_hh_rate_last_15_LOW × top_order_barrel_rate_LOW,contact_hh_rate_last_15_LOW,top_order_barrel_rate_LOW,2,231,-2.286340752341594,-0.22510822510822512,-1.4810972131356641,-1.3021319580067994,-3.800495173238181,4,4,UNDER,PLAUSIBLE,245,-0.22379830930602188,0.3693877551020408,UNDER,True,90.21150678975496,WEAK,153,-1.2684248048431928,-0.10130718954248366,UNDER,True,44.52162025524348,THREE_STAGE_SURVIVOR,7.64360018091361,7.502181071950353,201
contact_hh_rate_last_15_LOW × lineup_depth_dropoff_ev_LOW,contact_hh_rate_last_15_LOW,lineup_depth_dropoff_ev_LOW,2,212,-2.2703295978948828,-0.25,-1.4810972131356641,-1.4241824885144485,-4.037659321560035,4,3,UNDER,PLAUSIBLE,333,-0.601762058420038,0.2897897897897898,UNDER,True,73.49450674571614,WEAK,163,-1.4396593017786543,-0.147239263803681,UNDER,True,36.58809262260645,THREE_STAGE_SURVIVOR,8.209851822186618,8.120414014649512,227
contact_hh_rate_last_15_LOW × lineup_quality_ev_LOW,contact_hh_rate_last_15_LOW,lineup_quality_ev_LOW,2,219,-2.5723707568185477,-0.3310502283105023,-1.4810972131356641,-1.968354576568513,-3.241535978261908,3,4,UNDER,PLAUSIBLE,354,-0.10392569812847921,0.4067796610169492,UNDER,True,95.95992537805816,WEAK,203,-1.03071586724276,0.034482758620689655,UNDER,True,59.93128655693757,THREE_STAGE_SURVIVOR,3.710073710073708,3.818714424953784,246
contact_hh_rate_last_20_HIGH × damage_iso_last_10_HIGH,contact_hh_rate_last_20_HIGH,damage_iso_last_10_HIGH,2,201,2.6450854784410764,1.300995024875622,1.0191526746940631,1.524466336234387,2.01910253491106,3,3,OVER,PLAUSIBLE,186,1.4360310729953225,0.8790322580645161,OVER,True,45.70946441240642,PASS,357,0.8367964221032267,0.5588235294117647,OVER,True,68.36410660738245,THREE_STAGE_SURVIVOR,-2.2759059122695535,-2.3049011074394388,238
contact_hh_rate_last_20_HIGH × opp_sp_batmiss_whiff_rate_last_3_LOW,contact_hh_rate_last_20_HIGH,opp_sp_batmiss_whiff_rate_last_3_LOW,2,123,2.2080921766974346,1.3577235772357723,1.0191526746940631,0.6855275997550142,1.6372265256911849,3,4,OVER,PLAUSIBLE,147,1.1466151811848717,0.8333333333333334,OVER,True,48.07213243697899,PASS,349,0.94608222363818,0.5873925501432665,OVER,True,57.15386188935274,THREE_STAGE_SURVIVOR,-3.414859252422705,-3.3075482959616487,197
