date,game_id,home_team,away_team,closing_total,model_projection,model_edge,bet_direction,both_fast_pace,overlay_applied,overlay_segment,original_tier,final_tier,result,roi_outcome
2026-03-14,0022500970,MIL,ATL,228.5,228.35,-0.15,UNDER,False,False,,LOW,LOW,WIN,0.9090909090909091
2026-03-14,0022500972,MIA,ORL,236.0,235.87,-0.13,UNDER,False,False,,LOW,LOW,LOSS,-1.0
2026-03-14,0022500975,LAC,SAC,231.5,232.49,0.99,OVER,False,False,,LOW,LOW,LOSS,-1.0
2026-03-16,0022500986,PHX,BOS,213.0,212.26,-0.74,UNDER,False,False,,LOW,LOW,LOSS,-1.0
2026-03-18,0022500651,DEN,MEM,242.0,242.2,0.2,OVER,True,True,both_fast_pace,LOW,MEDIUM,WIN,0.9090909090909091
2026-03-18,0022501007,LAL,HOU,222.5,222.56,0.06,OVER,False,False,,LOW,LOW,WIN,0.9090909090909091
2026-03-19,0022501012,LAC,NOP,233.5,233.94,0.44,OVER,False,False,,LOW,LOW,,
