group,n,mean_move,std,down_05,up_05,no_move
FASTBALL_DOM_ON,41,-0.10975609756097561,0.37934474956744857,31.70731707317073,14.634146341463413,53.65853658536586
FASTBALL_DOM_OFF,343,-0.0728862973760933,0.31842927077171107,26.239067055393583,11.9533527696793,61.80758017492711
